Utility name,City,People served,Zip
Metropolitan Domestic Water Improvement District - Diablo Village,"Tucson, AZ","Population served:4,037",85735
Worden Water Company,"Twin Lake, MI",Population served:60,85735
Thim Water Corporation 2,"Tucson, AZ",Population served:450,85735
Tucson Water Valley View Acres,"Tucson, AZ",Population served:426,85736
Metropolitan Domestic Water Improvement District - E&T System,"Tucson, AZ",Population served:870,85736
Mirabell Water Company,"Tucson, AZ",Population served:171,85736
Rancho Sierrita Well Association,"Tucson, AZ",Population served:65,85736
Raindance Water Co-op,"Tucson, AZ",Population served:136,85736
Desert Water Co-op,"Tucson, AZ",Population served:150,85736
Francesca Water Company Tala Way,"Tucson, AZ",Population served:285,85736
Sierrita Mountain Water Co-op,"Tucson, AZ",Population served:258,85736
Wildflower Water Co-op,"Tucson, AZ",Population served:115,85736
Tucson Water Sierrita Foothills,"Tucson, AZ",Population served:67,85736
Deep Well Co-op,"Tucson, AZ",Population served:18,85736
Wells Fargo Water Company,"Tucson, AZ",Population served:200,85736
Francesca Water Co. Amber Ann,"Tucson, AZ",Population served:120,85736
Arizona Water Company - Oracle,"Phoenix, AZ","Population served:6,634",85739
Los Cerros Water Company Inc.,"Tucson, AZ","Population served:2,535",85739
Goodman Water Company,"Tucson, AZ","Population served:1,958",85739
Tucson Water Catalina,"Tucson, AZ","Population served:1,047",85739
Mesquite Well Group,"Tucson, AZ",Population served:42,85739
Coronado Forest Drive Water Co-op,"Tucson, AZ",Population served:35,85739
Catalina Country Mobile,"Tucson, AZ",Population served:76,85739
Orchard Valley Mobile Home Park,"Tucson, AZ",Population served:75,85739
Lazy A Mobile Home Park,"Tucson, AZ",Population served:32,85739
Marana Municipal - Hartman Vistas,"Tucson, AZ","Population served:3,163",85741
Sieta Casa Joint Venture,"Tucson, AZ",Population served:36,85741
Carolanne Drive Homeowners Association,"Tucson, AZ",Population served:72,85741
Oro Valley Water Countryside,"Oro Valley, AZ","Population served:5,155",85742
Gator Water,"Tucson, AZ",Population served:22,85742
Pico Vista Community Well,"Tucson, AZ",Population served:45,85742
Marana Municipal - Picture Rocks,"Tucson, AZ","Population served:4,778",85743
Sandario Water Company,"Tucson, AZ","Population served:1,062",85743
Rancho Del Conejo Community Water Co-op,"Tucson, AZ",Population served:900,85743
Tierra Linda Homeowners Association Water Company,"Tucson, AZ",Population served:327,85743
Lazy C Water Services,"Tucson, AZ",Population served:350,85745
Tucson Water Thunderhead,"Tucson, AZ",Population served:160,85747
Cactus Country Rv Resort,"Tucson, AZ",Population served:486,85747
La Cholla Airpark,"Oro Valley, AZ",Population served:250,85755
La Casita Water Company 1,"Tucson, AZ",Population served:216,85756
La Casita Water Company 2,"Tucson, AZ",Population served:297,85756
La Casita Water Company 3,"Tucson, AZ",Population served:876,85756
Adoc Tucson,"Tucson, AZ","Population served:4,500",85756
Trails West Mobile Home Park,"Tucson, AZ",Population served:750,85756
Voyager Water Company,"Tucson, AZ","Population served:6,314",85756
Federal Correctional Institution,"Tucson, AZ",Population served:850,85756
Mobile Home Properties,"Tucson, AZ",Population served:93,85756
Klafter Well Co-op,"Tucson, AZ",Population served:45,85756
Wilmot Water Users Group,"Tucson, AZ",Population served:30,85756
Lazy Acres Mobile Home Park,"Tucson, AZ",Population served:75,85756
Voyager At White Mountain Lakes WC,"White Mountain Lake, AZ","Population served:1,500",85901
Cedar Grove Water Company,"Show Low, AZ","Population served:1,052",85901
Mountain Glen Water Servic Linden Trails,"Tucson, AZ",Population served:853,85901
Timberland Acres Domestic Water Improvement District,"Show Low, AZ",Population served:860,85901
Watco Water,"Eagar, AZ",Population served:748,85901
White Mountain Water Company,"Payson, AZ",Population served:450,85901
Lord Az Water Wilderness,"Taylor, AZ",Population served:499,85901
Navajo Water - Summer Pines,"Denver, CO",Population served:440,85901
Navajo Water - Chaparral Pines,"Denver, CO",Population served:237,85901
Town of Taylor,"Taylor, AZ","Population served:3,250",85901
American Indian Christian Mission,"Show Low, AZ",Population served:37,85901
Navajo Water - Laguna Estates,"Denver, CO",Population served:60,85901
Show Low Crossroads Homeowners Association,"Vernon, AZ",Population served:33,85901
Timber Knoll Domestic Water Improvement District,"Vernon, AZ",Population served:108,85901
Timberline Mobile Home Park,"Phoenix, AZ",Population served:350,85901
Country Lane Trailer Park,"Show Low, AZ",Population served:280,85901
Arizona Water Company - Lakeside,"Phoenix, AZ","Population served:10,882",85901
City of Show Low,"Show Low, AZ","Population served:17,139",85902
Arizona Water Company - Overgaard,"Phoenix, AZ","Population served:10,426",85902
"Winslow, City of","Winslow, AZ","Population served:9,789",85902
"Snowflake, Town of","Snowflake, AZ","Population served:5,590",85902
Old Concho Water Users,"St. Johns, AZ",Population served:40,85924
"Springerville, Town of","Springerville, AZ","Population served:1,972",85925
Alpine Domestic Water Improvement District,Alpine,Population served: 985,85927
Aspc Apache,Phoenix,Population served: 540,85927
"Eagar, Town of",Eagar,"Population served: 4,842",85927
Livco Water Company,Concho,Population served: 815,85927
Lord Az Water 2 - Winchester Trails,Taylor,Population served: 337,85927
Ojo Bonito Estates Domestic Water Improvement District,Vernon,Population served: 53,85927
Pinecrest Water Company,Nutrioso,Population served: 84,85927
Sanders School District,Sanders,Population served: 350,85927
"St. Johns, City of",Saint Johns,"Population served: 3,800",85927
Vernon Domestic Water Improvement District,Eagar,Population served: 100,85927
Vernon Valley Water System,Eagar,Population served: 45,85927
High Country Pines Water Company,"Phoenix, AZ",Population served:322,85928
Heber Domestic Water Improvement District,"Heber, AZ",Population served:863,85928
Buckskin Artists Community,"Heber, AZ",Population served:375,85928
Porter Mountain Domestic Water Improvement District,"Lakeside, AZ",Population served:313,85929
Misty Mountain Domestic Water Improvement District,"Lakeside, AZ",Population served:65,85929
Porter Creek Domestic Water Improvement District,"Lakeside, AZ",Population served:300,85929
Wonderland Acres Domestic Water Improvement District,"Lakeside, AZ",Population served:380,85929
Sky Hi Domestic Water Improvement District,"Lakeside, AZ",Population served:360,85929
Running Bear Mobile Resort,"Lakeside, AZ",Population served:150,85929
Pinetop Water Community Facilities District,"Pinetop, AZ","Population served:3,250",85929
Clay Springs Domestic Water Improvement District,"Lakeside, AZ",Population served:380,85934
Arizona Water Company - Pinetop Lakes,"Phoenix, AZ","Population served:3,448",85935
Ponderosa Domestic Water Improvement District,"Pinetop, AZ","Population served:4,933",85935
White Mountain Summer Homes Domestic Water Improvement District,"Pinetop, AZ","Population served:1,233",85935
A Petersen Water Company,"Eagar, AZ",Population served:105,85937
Sweetwater Ranch - Town of Taylor,"Taylor, AZ",Population served:180,85939
Flagstaff Ranch Water Company,"Mormon Lake, AZ",Population served:600,86001
Forest Highlands Water Company,"Flagstaff, AZ","Population served:1,569",86001
Kachina Village Domestic Water Improvement District,"Flagstaff, AZ","Population served:3,500",86001
Ponderosa Utility Corporation,"Flagstaff, AZ","Population served:1,563",86001
Doney Park Water,"Flagstaff, AZ","Population served:8,885",86001
Lake Mary Country Store,"Flagstaff, AZ",Population served:130,86001
Heckethorn Water Company,"Flagstaff, AZ",Population served:90,86001
West Village Water Company,"Flagstaff, AZ",Population served:210,86001
Mountain Dell Water Inc.,"Flagstaff, AZ",Population served:215,86001
Hidden Hollow Mobile Home Community,"Huntington Beach, CA",Population served:400,86001
Utility Source Llc,"Queen Creek, AZ",Population served:990,86001
City of Flagstaff,"Flagstaff, AZ","Population served:67,000",86003
Grand Canyon National Park,"Grand Canyon, AZ","Population served:15,288",86003
Arizona Water Company - Sedona,"Phoenix, AZ","Population served:12,191",86003
"Page, City of","Page, AZ","Population served:7,777",86003
Centennial Park Domestic Water Improvement District,"Colorado City, AZ","Population served:1,267",86022
Adot Airport Grand Canyon,"Phoenix, AZ","Population served:2,210",86023
Hydro Resources-tusayan,"Grand Canyon, AZ","Population served:1,710",86023
Woodruff Domestic Water Company Inc.,"Woodruff, AZ",Population served:140,86025
"Holbrook, City of","Holbrook, AZ","Population served:5,318",86029
Glen Canyon Nra Wahweap,"Page, AZ","Population served:3,821",86040
Greenehaven Water Company,"Page, AZ",Population served:580,86040
Valle Airport Grand Canyon,"Grand Canyon, AZ",Population served:430,86046
U.S. Forest Service Knf Tusayan Admin,"Williams, AZ",Population served:80,86046
Diamond Valley Water District,"Prescott Valley, AZ","Population served:2,000",86301
Granite Dells Water Company,"Prescott, AZ",Population served:50,86301
Granite Park Homeowners Association,"Prescott, AZ",Population served:28,86301
Dells Water Company Inc.,"Phoenix, AZ",Population served:163,86301
Lakeside Water Company,"Prescott, AZ",Population served:55,86301
Cactus Mobile Ranch,"Scottsdale, AZ",Population served:106,86301
Holiday Hills Domestic Water Improvement District,"Kingman, AZ",Population served:150,86301
Prescott Valley WD Upper,"Prescott Valley, AZ","Population served:50,609",86301
Bradshaw Water Company Inc.,"Prescott, AZ",Population served:500,86303
Ponderosa Park Domestic Water Improvement District,"Prescott, AZ",Population served:600,86303
Groom Creek Water Users,"Prescott, AZ",Population served:419,86303
Sherman Pines Water Company,"Prescott, AZ",Population served:50,86303
Pinehurst Water Company,"Prescott, AZ",Population served:54,86303
Icr Water Users Association,"Prescott, AZ",Population served:359,86305
Inscription Canyon Ranch Water System,"Prescott, AZ",Population served:314,86305
Granite Oaks Water Users Association,"Chino Valley, AZ","Population served:1,200",86305
Highland Pine Domestic Water Improvement District,"Prescott, AZ",Population served:450,86305
American Ranch Domestic Water Improvement District,"Prescott, AZ",Population served:140,86305
Jackson Acres Domestic Water Improvement District,"Prescott, AZ",Population served:30,86305
Beverly Gardens Trailer Park,"Prescott, AZ",Population served:120,86305
City of Prescott,"Prescott, AZ","Population served:43,217",86314
Mingus West Water System,"Prescott Valley, AZ",Population served:309,86314
Camp Verde Water System - Verde,"Rimrock, AZ",Population served:128,86322
Lake Verde Water Company,"Camp Verde, AZ",Population served:125,86322
Verde Lakes Water - Dinky Creek,"Camp Verde, AZ",Population served:875,86322
Verde Lakes Water - Stillwater,"Camp Verde, AZ",Population served:675,86322
Verde Lakes Water - Big Valley,"Camp Verde, AZ",Population served:375,86322
Montezuma Heights Water,"Camp Verde, AZ",Population served:60,86322
White Hills Trailer Park,"Camp Verde, AZ",Population served:150,86322
Rainbow Acres,"Camp Verde, AZ",Population served:150,86322
Green Valley Mobile Home Park,"Flagstaff, AZ",Population served:190,86322
Clear Creek Mobile Home,"Camp Verde, AZ",Population served:25,86322
Chino Meadows II,"Chino Valley, AZ","Population served:2,350",86323
Appaloosa Water Company,"Chino Valley, AZ",Population served:600,86323
Quail Ridge Domestic Water Improvement District,"Prescott, AZ",Population served:82,86323
Acme Water - Yavapai Estates,"Phoenix, AZ",Population served:243,86323
Mountain View Mobile Home Park,"Irvine, CA",Population served:160,86323
Road Runner Mobile Home Park,"Chino Valley, AZ",Population served:60,86323
Chino Valley Park,"Chino Valley, AZ",Population served:65,86323
Manneken Apartments,"Prescott, AZ",Population served:34,86323
Cottonwood Municipal Water Cw1,"Cottonwood, AZ","Population served:10,895",86324
Bent River Apt Enchantment Resort,"Sedona, AZ",Population served:50,86324
On The Greens,"San Diego, CA",Population served:173,86324
Oak Creek Public Service LLC,"Camp Verde, AZ",Population served:650,86325
Oak Creek Valley,"Clarksdale, AZ",Population served:450,86325
Cordes Lakes Water Company,"Mesa, AZ","Population served:3,275",86326
Cottonwood Municipal Water Vv6,"Cottonwood, AZ","Population served:4,820",86326
Cottonwood Municipal Water Vv2,"Cottonwood, AZ","Population served:3,542",86326
Cottonwood Municipal Water Vv3,"Cottonwood, AZ","Population served:1,562",86326
Camp Verde Water System,"Rimrock, AZ","Population served:4,243",86326
Clarkdale Municipal Water System,"Clarkdale, AZ","Population served:3,714",86326
Cottonwood Municipal Water Vv 1,"Cottonwood, AZ",Population served:840,86326
Verde Valley Manor,"Cottonwood, AZ",Population served:275,86326
Cottonwood Municipal Water Vsf1,"Cottonwood, AZ","Population served:2,402",86326
Rio Verde Rv Park,"Cottonwood, AZ",Population served:155,86326
C-oasis Park,"Sedona, AZ",Population served:54,86326
White Horse Ranch Owners Association,"Prescott, AZ",Population served:292,86327
Mingus Mountain Academy,"Prescott Valley, AZ",Population served:130,86327
Humboldt Water System,"Prescott, AZ",Population served:720,86327
Acme Water - Blue Hills,"Phoenix, AZ",Population served:138,86327
Softwinds Mobile Home Park,"Mira Loma, CA",Population served:66,86327
Walden Meadows Community Co-op,"Wilhoit, AZ",Population served:750,86332
Peeples Valley Water Company,"Phoenix, AZ",Population served:500,86332
Acme Water - Thunderbird Meadows,"Phoenix, AZ",Population served:305,86332
Yavapai Country Club Estates Water Co.,"Peeples Valley, AZ",Population served:100,86332
Kirkland Mobile Home Park,"Kirkland, AZ",Population served:80,86332
Arcosanti Camp,"Mayer, AZ",Population served:115,86333
Bradshaw Mountainview Water,"Mayer, AZ","Population served:1,080",86333
The Orme School of Arizona,"Mayer, AZ",Population served:118,86333
Chimney Estates,"Glendale, AZ",Population served:90,86333
Montezuma Rimrock Water Company,"Rimrock, AZ",Population served:390,86335
Beaver Creek Store,"Rimrock, AZ",Population served:100,86335
Arizona Water Company - Pinewood,"Phoenix, AZ","Population served:6,208",86336
Oak Creek Water Company 1,"Sedona, AZ","Population served:1,500",86336
Sedona Venture Water Company,"Phoenix, AZ",Population served:480,86336
Cross Creek Ranch,"Sedona, AZ",Population served:50,86336
Cup of Gold Water Company,"Sedona, AZ",Population served:42,86336
Michaels Ranch Water Users Association,"Sedona, AZ",Population served:50,86336
Oak Creek Utility Corporation,"Sedona, AZ",Population served:62,86336
Cathedral Vista Water Company,"Sedona, AZ",Population served:106,86336
Cathedral Rock Estates Water Co-op,"Sedona, AZ",Population served:31,86336
Living Springs Mobile Home Park - Rainbow Trout Farm,"Sedona, AZ",Population served:100,86336
Red Rock Crossing Mobile Village,"Sedona, AZ",Population served:50,86336
Big Park Water Company,"Sedona, AZ","Population served:7,092",86338
Arizona Water Company - Rimrock,"Phoenix, AZ","Population served:3,379",86338
Freeport Mcmoran Bagdad Town,"Phoenix, AZ","Population served:3,200",86338
Crown King Water Company,"Glendale, AZ",Population served:203,86343
Valley Vista,"Phoenix, AZ","Population served:1,472",86351
Little Park Water Company,"Sedona, AZ",Population served:223,86351
Pine Valley Water Company,"Sedona, AZ",Population served:350,86351
Truxton Canyon Water Company,"Kingman, AZ","Population served:2,139",86401
Ranch Water Service Inc.,"Kingman, AZ",Population served:135,86401
Walnut Creek Water Company,"Golden Valley, AZ",Population served:680,86401
Epcor Water - Lake Havasu,"Phoenix, AZ","Population served:4,640",86403
Havasu Heights Domestic Water Improvement District,"Lake Havasu City, AZ",Population served:420,86404
Horizon Six Domestic Water Improvement District,"Kingman, AZ",Population served:560,86406
Cerbat Water Company,"Kingman, AZ",Population served:653,86409
So Hi Domestic Water Improvement District,"Golden Valley, AZ",Population served:500,86413
Paradise Trails Pioneer Valley Ws,"Lake Havasu City, AZ",Population served:61,86413
Az State Prison - Geo Group - Kingman,"Golden Valley, AZ","Population served:3,500",86413
Oatman Water Company,"Scottsdale, AZ",Population served:280,86413
Katherine Resorts Landing,"La Mesa, CA",Population served:58,86413
Epcor Water - Camp Mohave,"Phoenix, AZ",Population served:190,86426
Epcor Water - Rio Vista Ranches,"Phoenix, AZ",Population served:59,86426
Sunrise Vista Utilities,"Ft Mohave, AZ","Population served:1,500",86426
Snowbird Rv Park,"Fort Mohave, AZ",Population served:180,86426
Epcor Water - Desert Foothills,"Phoenix, AZ","Population served:3,067",86429
Epcor Water - Lake Mohave Highlands,"Phoenix, AZ",Population served:740,86429
Katherine Landing Dwtp,"Boudler City, NV","Population served:1,300",86429
Katherine Heights,"Washington, UT",Population served:415,86429
Beaver Dam Water Company System 1,"Littlefield, AZ",Population served:984,86432
Virgin Mountain Utilities Company,"Littlefield, AZ",Population served:149,86432
Ds Water Company,"Desert Springs,, AZ",Population served:244,86432
Biasi Water Company,"Beaver Dam, AZ",Population served:370,86432
Beaver Dam East Domestic Water Improvement District,"Beaver Dam, AZ",Population served:75,86432
Sun Shiners Mobile Home Park,"Beaver Dam, AZ",Population served:136,86432
Virgin Mountain Estates Mobile Home Park,"Portland, OR",Population served:100,86432
Chief Sleep Easy Tp,"St George, UT",Population served:124,86432
Beaver Dam Filling Station,"Littlefield, AZ",Population served:35,86432
Epcor Water-willow Valley / King Street,"Phoenix, AZ","Population served:1,403",86440
Fort Mojave Tribal Utility Authority,"Mohave Valley, AZ","Population served:2,423",86440
Lagoon Estates Water Company Unit 7,"Mohave Valley, AZ","Population served:1,770",86440
Global Water - Willow Valley Water Company,"Phoenix, AZ",Population served:125,86440
Lagoon Estates Water Company Unit 2,"Mohave Valley, AZ",Population served:90,86440
Golden Shores Water Company,"Toprock, AZ","Population served:3,790",86440
Epcor Water - North Mohave Valley,"Youngtown, AZ","Population served:5,051",86442
Silverview Rv Park,"Bullhead City, AZ",Population served:800,86442
Silver Creek Rv Park,"Bullhead City, AZ",Population served:280,86442
Hardyville Manor,"San Diego, CA",Population served:42,86442
White Hills Water Company Unit 1,"Gilbert, AZ",Population served:90,86445
Ghr Landowners Association Water Co-op,"Laughlin, NV",Population served:280,86445
