Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Goodyear Water Department,Strontium,1.57 ppb,"1,500 ppb",
Goodyear Water Department,Trichloroethylene,0.537 ppb,0.4 ppb,5 ppb
Goodyear Water Department,Vanadium,17.5 ppb,21 ppb,
Goodyear Water Department,Xylenes (total),0.0147 ppb,"1,800 ppb","10,000 ppb"
Goodyear Water Department,None,,,
Thunderbird Farms Domestic Water Improvement District,Arsenic,8.92 ppb,0.004 ppb,10 ppb
Thunderbird Farms Domestic Water Improvement District,Haloacetic acids (HAA5)†,2.84 ppb,0.1 ppb,60 ppb
Thunderbird Farms Domestic Water Improvement District,Nitrate,12.6 ppm,0.14 ppm,10 ppm
Thunderbird Farms Domestic Water Improvement District,Nitrate and nitrite,17.0 ppm,0.14 ppm,10 ppm
Thunderbird Farms Domestic Water Improvement District,Total trihalomethanes (TTHMs)†,6.65 ppb,0.15 ppb,80 ppb
Thunderbird Farms Domestic Water Improvement District,Barium,65.0 ppb,700 ppb,"2,000 ppb"
Thunderbird Farms Domestic Water Improvement District,Chromium (total),3.70 ppb,,100 ppb
Thunderbird Farms Domestic Water Improvement District,Fluoride,2.25 ppm,,4 ppm
Thunderbird Farms Domestic Water Improvement District,None,,,
Global Water - Cp Water Company,Arsenic*,4.67 ppb,0.004 ppb,10 ppb
Global Water - Cp Water Company,Bromodichloromethane*,3.80 ppb,0.06 ppb,
Global Water - Cp Water Company,Chromium (hexavalent)*,6.82 ppb,0.02 ppb,
Global Water - Cp Water Company,Dibromochloromethane*,14.9 ppb,0.1 ppb,
Global Water - Cp Water Company,Haloacetic acids (HAA5)†,5.32 ppb,0.1 ppb,60 ppb
Global Water - Cp Water Company,Haloacetic acids (HAA9)*†,4.52 ppb,0.06 ppb,
Global Water - Cp Water Company,Nitrate*,6.44 ppm,0.14 ppm,10 ppm
Global Water - Cp Water Company,Nitrate and nitrite*,6.29 ppm,0.14 ppm,10 ppm
Global Water - Cp Water Company,"Radium, combined (-226 &amp; -228)*",0.33 pCi/L,0.05 pCi/L,5 pCi/L
Global Water - Cp Water Company,Total trihalomethanes (TTHMs)†,40.5 ppb,0.15 ppb,80 ppb
Global Water - Cp Water Company,Barium*,29.0 ppb,700 ppb,"2,000 ppb"
Global Water - Cp Water Company,Chlorate*,167.0 ppb,210 ppb,
Global Water - Cp Water Company,Chloroform*,0.700 ppb,0.4 ppb,
Global Water - Cp Water Company,Chromium (total)*,7.30 ppb,,100 ppb
Global Water - Cp Water Company,Fluoride*,1.05 ppm,,4 ppm
Global Water - Cp Water Company,Germanium*,0.798 ppb,,
Global Water - Cp Water Company,Manganese*,0.254 ppb,100 ppb,
Global Water - Cp Water Company,Molybdenum*,2.91 ppb,40 ppb,
Global Water - Cp Water Company,Selenium*,5.38 ppb,30 ppb,50 ppb
Global Water - Cp Water Company,Strontium*,1.41 ppb,"1,500 ppb",
Global Water - Cp Water Company,Vanadium*,7.69 ppb,21 ppb,
Papago Butte Domestic Water Improvement District,Arsenic,4.63 ppb,0.004 ppb,10 ppb
Papago Butte Domestic Water Improvement District,Haloacetic acids (HAA5)†,2.20 ppb,0.1 ppb,60 ppb
Papago Butte Domestic Water Improvement District,Nitrate,15.6 ppm,0.14 ppm,10 ppm
Papago Butte Domestic Water Improvement District,Total trihalomethanes (TTHMs)†,12.5 ppb,0.15 ppb,80 ppb
Papago Butte Domestic Water Improvement District,Barium,30.0 ppb,700 ppb,"2,000 ppb"
Papago Butte Domestic Water Improvement District,Chromium (total),16.5 ppb,,100 ppb
Papago Butte Domestic Water Improvement District,Fluoride,2.50 ppm,,4 ppm
Papago Butte Domestic Water Improvement District,None,,,
Antelope Peak Domestic Water Improvement District,Arsenic,5.83 ppb,0.004 ppb,10 ppb
Antelope Peak Domestic Water Improvement District,Nitrate,8.61 ppm,0.14 ppm,10 ppm
Antelope Peak Domestic Water Improvement District,Nitrate and nitrite,9.82 ppm,0.14 ppm,10 ppm
Antelope Peak Domestic Water Improvement District,"Radium, combined (-226 &amp; -228)",1.60 pCi/L,0.05 pCi/L,5 pCi/L
Antelope Peak Domestic Water Improvement District,Total trihalomethanes (TTHMs)†,7.85 ppb,0.15 ppb,80 ppb
Antelope Peak Domestic Water Improvement District,Uranium,21.64 pCi/L,0.43 pCi/L,20 pCi/L
Antelope Peak Domestic Water Improvement District,Barium,22.0 ppb,700 ppb,"2,000 ppb"
Antelope Peak Domestic Water Improvement District,Di(2-ethylhexyl) phthalate,0.200 ppb,3 ppb,6 ppb
Antelope Peak Domestic Water Improvement District,Fluoride,3.08 ppm,,4 ppm
Antelope Peak Domestic Water Improvement District,Xylenes (total),0.834 ppb,"1,800 ppb","10,000 ppb"
Antelope Peak Domestic Water Improvement District,None,,,
American Realty Mortgage Company,Arsenic,27.5 ppb,0.004 ppb,10 ppb
American Realty Mortgage Company,Fluoride,8.41 ppm,,4 ppm
American Realty Mortgage Company,Haloacetic acids (HAA5)†,3.10 ppb,0.1 ppb,60 ppb
American Realty Mortgage Company,Nitrate,7.66 ppm,0.14 ppm,10 ppm
American Realty Mortgage Company,Nitrate and nitrite,7.45 ppm,0.14 ppm,10 ppm
American Realty Mortgage Company,Total trihalomethanes (TTHMs)†,21.0 ppb,0.15 ppb,80 ppb
American Realty Mortgage Company,Barium,70.0 ppb,700 ppb,"2,000 ppb"
American Realty Mortgage Company,Chromium (total),3.20 ppb,,100 ppb
American Realty Mortgage Company,None,,,
Ranches At Maricopa Water,Arsenic,3.30 ppb,0.004 ppb,10 ppb
Ranches At Maricopa Water,Haloacetic acids (HAA5)†,6.10 ppb,0.1 ppb,60 ppb
Ranches At Maricopa Water,Nitrate,6.18 ppm,0.14 ppm,10 ppm
Ranches At Maricopa Water,Total trihalomethanes (TTHMs)†,13.5 ppb,0.15 ppb,80 ppb
Ranches At Maricopa Water,Barium,160.0 ppb,700 ppb,"2,000 ppb"
Ranches At Maricopa Water,Chromium (total),10.5 ppb,,100 ppb
Ranches At Maricopa Water,Di(2-ethylhexyl) phthalate,0.567 ppb,3 ppb,6 ppb
Ranches At Maricopa Water,Fluoride,0.240 ppm,,4 ppm
Ranches At Maricopa Water,None,,,
Sun Valley Farms Unit Vi,Nitrate,9.89 ppm,0.14 ppm,10 ppm
Sun Valley Farms Unit Vi,Total trihalomethanes (TTHMs)†,1.81 ppb,0.15 ppb,80 ppb
Sun Valley Farms Unit Vi,None,,,
Town of Queen Creek,Arsenic,3.00 ppb,0.004 ppb,10 ppb
Town of Queen Creek,Chromium (hexavalent),3.53 ppb,0.02 ppb,
Town of Queen Creek,Haloacetic acids (HAA5)†,0.678 ppb,0.1 ppb,60 ppb
Town of Queen Creek,Haloacetic acids (HAA9)†,0.642 ppb,0.06 ppb,
Town of Queen Creek,Nitrate,4.13 ppm,0.14 ppm,10 ppm
Town of Queen Creek,Nitrate and nitrite,5.14 ppm,0.14 ppm,10 ppm
Town of Queen Creek,Total trihalomethanes (TTHMs)†,3.68 ppb,0.15 ppb,80 ppb
Town of Queen Creek,Uranium,1.27 pCi/L,0.43 pCi/L,20 pCi/L
Town of Queen Creek,Barium,38.4 ppb,700 ppb,"2,000 ppb"
Town of Queen Creek,Chromium (total),3.57 ppb,,100 ppb
Town of Queen Creek,Di(2-ethylhexyl) phthalate,0.0357 ppb,3 ppb,6 ppb
Town of Queen Creek,Fluoride,0.342 ppm,,4 ppm
Town of Queen Creek,Germanium,0.468 ppb,,
Town of Queen Creek,Manganese,0.577 ppb,100 ppb,
Town of Queen Creek,Molybdenum,0.161 ppb,40 ppb,
Town of Queen Creek,"Radium, combined (-226 &amp; -228)",0.09 pCi/L,0.05 pCi/L,5 pCi/L
Town of Queen Creek,Strontium,0.677 ppb,"1,500 ppb",
Town of Queen Creek,Vanadium,10.8 ppb,21 ppb,
Town of Queen Creek,None,,,
Skyline Resort Rv Park,Arsenic,2.03 ppb,0.004 ppb,10 ppb
Skyline Resort Rv Park,Haloacetic acids (HAA5)†,6.58 ppb,0.1 ppb,60 ppb
Skyline Resort Rv Park,Nitrate,6.52 ppm,0.14 ppm,10 ppm
Skyline Resort Rv Park,Total trihalomethanes (TTHMs)†,17.0 ppb,0.15 ppb,80 ppb
Skyline Resort Rv Park,Barium,47.8 ppb,700 ppb,"2,000 ppb"
Skyline Resort Rv Park,Chromium (total),4.80 ppb,,100 ppb
Skyline Resort Rv Park,Di(2-ethylhexyl) phthalate,1.24 ppb,3 ppb,6 ppb
Skyline Resort Rv Park,Fluoride,0.370 ppm,,4 ppm
Skyline Resort Rv Park,Toluene,0.109 ppb,150 ppb,"1,000 ppb"
Skyline Resort Rv Park,None,,,
"Eloy, City of",Arsenic,4.93 ppb,0.004 ppb,10 ppb
"Eloy, City of",Haloacetic acids (HAA5)†,3.56 ppb,0.1 ppb,60 ppb
"Eloy, City of",Nitrate,6.36 ppm,0.14 ppm,10 ppm
"Eloy, City of",Nitrate and nitrite,8.35 ppm,0.14 ppm,10 ppm
"Eloy, City of",Total trihalomethanes (TTHMs)†,23.1 ppb,0.15 ppb,80 ppb
"Eloy, City of",Barium,73.0 ppb,700 ppb,"2,000 ppb"
"Eloy, City of",Chromium (total),1.98 ppb,,100 ppb
"Eloy, City of",Fluoride,0.268 ppm,,4 ppm
"Eloy, City of",Selenium,3.20 ppb,30 ppb,50 ppb
"Eloy, City of",None,,,
Chandler Heights Citrus Irrigation District,Arsenic,8.20 ppb,0.004 ppb,10 ppb
Chandler Heights Citrus Irrigation District,Haloacetic acids (HAA5)†,3.34 ppb,0.1 ppb,60 ppb
Chandler Heights Citrus Irrigation District,Nitrate,4.94 ppm,0.14 ppm,10 ppm
Chandler Heights Citrus Irrigation District,Nitrate and nitrite,0.670 ppm,0.14 ppm,10 ppm
Chandler Heights Citrus Irrigation District,Total trihalomethanes (TTHMs)†,12.0 ppb,0.15 ppb,80 ppb
Chandler Heights Citrus Irrigation District,Barium,74.5 ppb,700 ppb,"2,000 ppb"
Chandler Heights Citrus Irrigation District,Chromium (total),3.20 ppb,,100 ppb
Chandler Heights Citrus Irrigation District,Fluoride,0.425 ppm,,4 ppm
Chandler Heights Citrus Irrigation District,None,,,
Diversified Water Utilities Inc.,Arsenic,1.65 ppb,0.004 ppb,10 ppb
Diversified Water Utilities Inc.,Haloacetic acids (HAA5)†,3.08 ppb,0.1 ppb,60 ppb
Diversified Water Utilities Inc.,Nitrate,1.84 ppm,0.14 ppm,10 ppm
Diversified Water Utilities Inc.,Nitrate and nitrite,3.50 ppm,0.14 ppm,10 ppm
Diversified Water Utilities Inc.,Total trihalomethanes (TTHMs)†,10.7 ppb,0.15 ppb,80 ppb
Diversified Water Utilities Inc.,Barium,31.8 ppb,700 ppb,"2,000 ppb"
Diversified Water Utilities Inc.,Chromium (total),1.35 ppb,,100 ppb
Diversified Water Utilities Inc.,Fluoride,0.300 ppm,,4 ppm
Diversified Water Utilities Inc.,None,,,
Arizona Water Company - Ajo,Arsenic*,1.27 ppb,0.004 ppb,10 ppb
Arizona Water Company - Ajo,Haloacetic acids (HAA5)†,3.34 ppb,0.1 ppb,60 ppb
Arizona Water Company - Ajo,Nitrate*,3.62 ppm,0.14 ppm,10 ppm
Arizona Water Company - Ajo,Total trihalomethanes (TTHMs)†,37.4 ppb,0.15 ppb,80 ppb
Arizona Water Company - Ajo,Chromium (total)*,13.0 ppb,,100 ppb
Arizona Water Company - Ajo,Fluoride*,1.20 ppm,,4 ppm
Lago Del Oro Water Company,Arsenic,3.30 ppb,0.004 ppb,10 ppb
Lago Del Oro Water Company,Bromodichloromethane,2.85 ppb,0.06 ppb,
Lago Del Oro Water Company,Bromoform,2.95 ppb,0.5 ppb,
Lago Del Oro Water Company,Chloroform,0.950 ppb,0.4 ppb,
Lago Del Oro Water Company,Chromium (hexavalent),0.238 ppb,0.02 ppb,
Lago Del Oro Water Company,Dibromochloromethane,5.40 ppb,0.1 ppb,
Lago Del Oro Water Company,Haloacetic acids (HAA5)†,0.457 ppb,0.1 ppb,60 ppb
Lago Del Oro Water Company,Haloacetic acids (HAA9)†,3.49 ppb,0.06 ppb,
Lago Del Oro Water Company,Nitrate,1.22 ppm,0.14 ppm,10 ppm
Lago Del Oro Water Company,Nitrate and nitrite,1.22 ppm,0.14 ppm,10 ppm
Lago Del Oro Water Company,"Radium, combined (-226 &amp; -228)",0.24 pCi/L,0.05 pCi/L,5 pCi/L
Lago Del Oro Water Company,Total trihalomethanes (TTHMs)†,4.36 ppb,0.15 ppb,80 ppb
Lago Del Oro Water Company,Uranium,2.24 pCi/L,0.43 pCi/L,20 pCi/L
Lago Del Oro Water Company,Chlorate,217.0 ppb,210 ppb,
Lago Del Oro Water Company,Chromium (total),0.196 ppb,,100 ppb
Lago Del Oro Water Company,Fluoride,0.540 ppm,,4 ppm
Lago Del Oro Water Company,Germanium,0.0409 ppb,,
Lago Del Oro Water Company,Manganese,0.528 ppb,100 ppb,
Lago Del Oro Water Company,Molybdenum,4.03 ppb,40 ppb,
Lago Del Oro Water Company,Selenium,2.60 ppb,30 ppb,50 ppb
Lago Del Oro Water Company,Strontium,0.166 ppb,"1,500 ppb",
Lago Del Oro Water Company,Vanadium,6.69 ppb,21 ppb,
Lago Del Oro Water Company,None,,,
Arizona Water Company - Ajo,Arsenic*,1.27 ppb,0.004 ppb,10 ppb
Arizona Water Company - Ajo,Haloacetic acids (HAA5)†,3.34 ppb,0.1 ppb,60 ppb
Arizona Water Company - Ajo,Nitrate*,3.62 ppm,0.14 ppm,10 ppm
Arizona Water Company - Ajo,Total trihalomethanes (TTHMs)†,37.4 ppb,0.15 ppb,80 ppb
Arizona Water Company - Ajo,Chromium (total)*,13.0 ppb,,100 ppb
Arizona Water Company - Ajo,Fluoride*,1.20 ppm,,4 ppm
Indian Hills Estates,Arsenic,5.50 ppb,0.004 ppb,10 ppb
Indian Hills Estates,Nitrate,1.00 ppm,0.14 ppm,10 ppm
Indian Hills Estates,Barium,21.0 ppb,700 ppb,"2,000 ppb"
Indian Hills Estates,Mercury (inorganic),0.360 ppb,1.2 ppb,2 ppb
Indian Hills Estates,None,,,
Aravaipa Water Company,Arsenic,2.60 ppb,0.004 ppb,10 ppb
Aravaipa Water Company,Nitrate,0.322 ppm,0.14 ppm,10 ppm
Aravaipa Water Company,Barium,13.0 ppb,700 ppb,"2,000 ppb"
Aravaipa Water Company,Chromium (total),1.60 ppb,,100 ppb
Aravaipa Water Company,Fluoride,0.780 ppm,,4 ppm
Aravaipa Water Company,None,,,
Casa Grande West Water Company,Arsenic,0.295 ppb,0.004 ppb,10 ppb
Casa Grande West Water Company,Haloacetic acids (HAA5)†,0.527 ppb,0.1 ppb,60 ppb
Casa Grande West Water Company,Nitrate,6.09 ppm,0.14 ppm,10 ppm
Casa Grande West Water Company,Nitrate and nitrite,5.89 ppm,0.14 ppm,10 ppm
Casa Grande West Water Company,Total trihalomethanes (TTHMs)†,1.77 ppb,0.15 ppb,80 ppb
Casa Grande West Water Company,Barium,56.5 ppb,700 ppb,"2,000 ppb"
Casa Grande West Water Company,Chromium (total),17.5 ppb,,100 ppb
Casa Grande West Water Company,Di(2-ethylhexyl) phthalate,0.550 ppb,3 ppb,6 ppb
Casa Grande West Water Company,Fluoride,0.460 ppm,,4 ppm
Casa Grande West Water Company,None,,,
Casa Grande South Water Company,Arsenic*,4.67 ppb,0.004 ppb,10 ppb
Casa Grande South Water Company,Bromodichloromethane*,3.80 ppb,0.06 ppb,
Casa Grande South Water Company,Chromium (hexavalent)*,6.82 ppb,0.02 ppb,
Casa Grande South Water Company,Dibromochloromethane*,14.9 ppb,0.1 ppb,
Casa Grande South Water Company,Haloacetic acids (HAA5)†,2.23 ppb,0.1 ppb,60 ppb
Casa Grande South Water Company,Haloacetic acids (HAA9)*†,4.52 ppb,0.06 ppb,
Casa Grande South Water Company,Nitrate*,6.44 ppm,0.14 ppm,10 ppm
Casa Grande South Water Company,Nitrate and nitrite*,6.29 ppm,0.14 ppm,10 ppm
Casa Grande South Water Company,"Radium, combined (-226 &amp; -228)*",0.33 pCi/L,0.05 pCi/L,5 pCi/L
Casa Grande South Water Company,Total trihalomethanes (TTHMs)†,19.0 ppb,0.15 ppb,80 ppb
Casa Grande South Water Company,Barium*,29.0 ppb,700 ppb,"2,000 ppb"
Casa Grande South Water Company,Chlorate*,167.0 ppb,210 ppb,
Casa Grande South Water Company,Chloroform*,0.700 ppb,0.4 ppb,
Casa Grande South Water Company,Chromium (total)*,7.30 ppb,,100 ppb
Casa Grande South Water Company,Fluoride*,1.05 ppm,,4 ppm
Casa Grande South Water Company,Germanium*,0.798 ppb,,
Casa Grande South Water Company,Manganese*,0.254 ppb,100 ppb,
Casa Grande South Water Company,Molybdenum*,2.91 ppb,40 ppb,
Casa Grande South Water Company,Selenium*,5.38 ppb,30 ppb,50 ppb
Casa Grande South Water Company,Strontium*,1.41 ppb,"1,500 ppb",
Casa Grande South Water Company,Vanadium*,7.69 ppb,21 ppb,
Signal Peak Water Company,Arsenic*,4.67 ppb,0.004 ppb,10 ppb
Signal Peak Water Company,Bromodichloromethane*,3.80 ppb,0.06 ppb,
Signal Peak Water Company,Chromium (hexavalent)*,6.82 ppb,0.02 ppb,
Signal Peak Water Company,Dibromochloromethane*,14.9 ppb,0.1 ppb,
Signal Peak Water Company,Haloacetic acids (HAA5)†,5.22 ppb,0.1 ppb,60 ppb
Signal Peak Water Company,Haloacetic acids (HAA9)*†,4.52 ppb,0.06 ppb,
Signal Peak Water Company,Nitrate*,6.44 ppm,0.14 ppm,10 ppm
Signal Peak Water Company,Nitrate and nitrite*,6.29 ppm,0.14 ppm,10 ppm
Signal Peak Water Company,"Radium, combined (-226 &amp; -228)*",0.33 pCi/L,0.05 pCi/L,5 pCi/L
Signal Peak Water Company,Total trihalomethanes (TTHMs)†,27.0 ppb,0.15 ppb,80 ppb
Signal Peak Water Company,Barium*,29.0 ppb,700 ppb,"2,000 ppb"
Signal Peak Water Company,Chlorate*,167.0 ppb,210 ppb,
Signal Peak Water Company,Chloroform*,0.700 ppb,0.4 ppb,
Signal Peak Water Company,Chromium (total)*,7.30 ppb,,100 ppb
Signal Peak Water Company,Fluoride*,1.05 ppm,,4 ppm
Signal Peak Water Company,Germanium*,0.798 ppb,,
Signal Peak Water Company,Manganese*,0.254 ppb,100 ppb,
Signal Peak Water Company,Molybdenum*,2.91 ppb,40 ppb,
Signal Peak Water Company,Selenium*,5.38 ppb,30 ppb,50 ppb
Signal Peak Water Company,Strontium*,1.41 ppb,"1,500 ppb",
Signal Peak Water Company,Vanadium*,7.69 ppb,21 ppb,
Arizona Dairy Company Llp,Arsenic,6.23 ppb,0.004 ppb,10 ppb
Arizona Dairy Company Llp,Nitrate,8.65 ppm,0.14 ppm,10 ppm
Arizona Dairy Company Llp,Barium,36.0 ppb,700 ppb,"2,000 ppb"
Arizona Dairy Company Llp,Chromium (total),13.5 ppb,,100 ppb
Arizona Dairy Company Llp,Fluoride,0.594 ppm,,4 ppm
Arizona Dairy Company Llp,None,,,
Pima Utilities,Arsenic,3.43 ppb,0.004 ppb,10 ppb
Pima Utilities,Bromoform,4.00 ppb,0.5 ppb,
Pima Utilities,Chromium (hexavalent),9.63 ppb,0.02 ppb,
Pima Utilities,Dibromochloromethane,1.60 ppb,0.1 ppb,
Pima Utilities,Haloacetic acids (HAA5)†,0.420 ppb,0.1 ppb,60 ppb
Pima Utilities,Haloacetic acids (HAA9)†,1.45 ppb,0.06 ppb,
Pima Utilities,Nitrate,3.86 ppm,0.14 ppm,10 ppm
Pima Utilities,Nitrate and nitrite,3.86 ppm,0.14 ppm,10 ppm
Pima Utilities,Total trihalomethanes (TTHMs)†,4.54 ppb,0.15 ppb,80 ppb
Pima Utilities,Barium,50.2 ppb,700 ppb,"2,000 ppb"
Pima Utilities,Chromium (total),9.46 ppb,,100 ppb
Pima Utilities,Fluoride,0.673 ppm,,4 ppm
Pima Utilities,Germanium,0.545 ppb,,
Pima Utilities,Manganese,0.408 ppb,100 ppb,
Pima Utilities,Molybdenum,2.01 ppb,40 ppb,
Pima Utilities,"Radium, combined (-226 &amp; -228)",0.08 pCi/L,0.05 pCi/L,5 pCi/L
Pima Utilities,Selenium,3.12 ppb,30 ppb,50 ppb
Pima Utilities,Strontium,1.12 ppb,"1,500 ppb",
Pima Utilities,Vanadium,12.4 ppb,21 ppb,
Pima Utilities,None,,,
Gilbert Rigg Well Co-op,Arsenic,2.48 ppb,0.004 ppb,10 ppb
Gilbert Rigg Well Co-op,Nitrate,1.97 ppm,0.14 ppm,10 ppm
Gilbert Rigg Well Co-op,Barium,44.0 ppb,700 ppb,"2,000 ppb"
Gilbert Rigg Well Co-op,Chromium (total),5.30 ppb,,100 ppb
Gilbert Rigg Well Co-op,Fluoride,0.420 ppm,,4 ppm
Gilbert Rigg Well Co-op,None,,,
Peekaboo Water Co-op,Arsenic,9.54 ppb,0.004 ppb,10 ppb
Peekaboo Water Co-op,Nitrate,1.12 ppm,0.14 ppm,10 ppm
Peekaboo Water Co-op,Nitrate and nitrite,1.20 ppm,0.14 ppm,10 ppm
Peekaboo Water Co-op,Barium,50.0 ppb,700 ppb,"2,000 ppb"
Peekaboo Water Co-op,Chromium (total),12.0 ppb,,100 ppb
Peekaboo Water Co-op,Fluoride,0.880 ppm,,4 ppm
Peekaboo Water Co-op,None,,,
Berneil Water Company,Arsenic,9.41 ppb,0.004 ppb,10 ppb
Berneil Water Company,Haloacetic acids (HAA5)†,0.900 ppb,0.1 ppb,60 ppb
Berneil Water Company,Nitrate,4.46 ppm,0.14 ppm,10 ppm
Berneil Water Company,Nitrate and nitrite,5.40 ppm,0.14 ppm,10 ppm
Berneil Water Company,Barium,26.3 ppb,700 ppb,"2,000 ppb"
Berneil Water Company,Chromium (total),13.0 ppb,,100 ppb
Berneil Water Company,Fluoride,0.360 ppm,,4 ppm
Berneil Water Company,Total trihalomethanes (TTHMs)†,0.114 ppb,0.15 ppb,80 ppb
Berneil Water Company,None,,,
Epcor Water - Camp Mohave,Haloacetic acids (HAA5)†,9.10 ppb,0.1 ppb,60 ppb
Epcor Water - Camp Mohave,Total trihalomethanes (TTHMs)†,58.0 ppb,0.15 ppb,80 ppb
Epcor Water - Camp Mohave,Nitrate,0.233 ppm,0.14 ppm,10 ppm
Epcor Water - Camp Mohave,None,,,
Rio Verde Utilities,Haloacetic acids (HAA5)†,1.28 ppb,0.1 ppb,60 ppb
Rio Verde Utilities,Nitrate,0.612 ppm,0.14 ppm,10 ppm
Rio Verde Utilities,Total trihalomethanes (TTHMs)†,6.98 ppb,0.15 ppb,80 ppb
Rio Verde Utilities,None,,,
Water Utility of Greater Tonopah Garden,Arsenic,7.20 ppb,0.004 ppb,10 ppb
Water Utility of Greater Tonopah Garden,Haloacetic acids (HAA5)†,1.40 ppb,0.1 ppb,60 ppb
Water Utility of Greater Tonopah Garden,Nitrate,3.32 ppm,0.14 ppm,10 ppm
Water Utility of Greater Tonopah Garden,Total trihalomethanes (TTHMs)†,11.2 ppb,0.15 ppb,80 ppb
Water Utility of Greater Tonopah Garden,Barium,7.75 ppb,700 ppb,"2,000 ppb"
Water Utility of Greater Tonopah Garden,Chromium (total),59.0 ppb,,100 ppb
Water Utility of Greater Tonopah Garden,Fluoride,2.15 ppm,,4 ppm
Water Utility of Greater Tonopah Garden,Xylenes (total),0.420 ppb,"1,800 ppb","10,000 ppb"
Water Utility of Greater Tonopah Garden,None,,,
Carefree Water Company,Arsenic,2.25 ppb,0.004 ppb,10 ppb
Carefree Water Company,Bromodichloromethane,8.04 ppb,0.06 ppb,
Carefree Water Company,Bromoform,4.93 ppb,0.5 ppb,
Carefree Water Company,Chloroform,7.56 ppb,0.4 ppb,
Carefree Water Company,Dibromochloromethane,9.14 ppb,0.1 ppb,
Carefree Water Company,Haloacetic acids (HAA5)†,6.88 ppb,0.1 ppb,60 ppb
Carefree Water Company,Nitrate,3.20 ppm,0.14 ppm,10 ppm
Carefree Water Company,Nitrate and nitrite,3.00 ppm,0.14 ppm,10 ppm
Carefree Water Company,Total trihalomethanes (TTHMs)†,29.7 ppb,0.15 ppb,80 ppb
Carefree Water Company,Barium,61.5 ppb,700 ppb,"2,000 ppb"
Carefree Water Company,Chromium (total),17.3 ppb,,100 ppb
Carefree Water Company,Fluoride,0.690 ppm,,4 ppm
Carefree Water Company,None,,,
Tonto Hills Domestic Water Improvement District,Arsenic*,3.76 ppb,0.004 ppb,10 ppb
Tonto Hills Domestic Water Improvement District,Bromodichloromethane,14.2 ppb,0.06 ppb,
Tonto Hills Domestic Water Improvement District,Bromoform,3.20 ppb,0.5 ppb,
Tonto Hills Domestic Water Improvement District,Chloroform,13.9 ppb,0.4 ppb,
Tonto Hills Domestic Water Improvement District,Chromium (hexavalent)*,3.54 ppb,0.02 ppb,
Tonto Hills Domestic Water Improvement District,Dibromochloromethane,12.9 ppb,0.1 ppb,
Tonto Hills Domestic Water Improvement District,Haloacetic acids (HAA5)†,11.8 ppb,0.1 ppb,60 ppb
Tonto Hills Domestic Water Improvement District,Haloacetic acids (HAA9)*†,20.0 ppb,0.06 ppb,
Tonto Hills Domestic Water Improvement District,Nitrate*,1.52 ppm,0.14 ppm,10 ppm
Tonto Hills Domestic Water Improvement District,Nitrate and nitrite*,1.19 ppm,0.14 ppm,10 ppm
Tonto Hills Domestic Water Improvement District,Total trihalomethanes (TTHMs)†,43.3 ppb,0.15 ppb,80 ppb
Tonto Hills Domestic Water Improvement District,Uranium*,1.64 pCi/L,0.43 pCi/L,20 pCi/L
Tonto Hills Domestic Water Improvement District,"1,4-Dioxane*",0.0689 ppb,0.35 ppb,
Tonto Hills Domestic Water Improvement District,Barium*,66.9 ppb,700 ppb,"2,000 ppb"
Tonto Hills Domestic Water Improvement District,Bromochloromethane*,0.00591 ppb,,
Tonto Hills Domestic Water Improvement District,Chlorate*,171.1 ppb,210 ppb,
Tonto Hills Domestic Water Improvement District,Chromium (total)*,4.37 ppb,,100 ppb
Tonto Hills Domestic Water Improvement District,Fluoride*,0.345 ppm,,4 ppm
Tonto Hills Domestic Water Improvement District,Germanium*,0.0244 ppb,,
Tonto Hills Domestic Water Improvement District,Manganese*,0.607 ppb,100 ppb,
Tonto Hills Domestic Water Improvement District,Molybdenum*,3.29 ppb,40 ppb,
Tonto Hills Domestic Water Improvement District,"Radium, combined (-226 &amp; -228)*",0.08 pCi/L,0.05 pCi/L,5 pCi/L
Tonto Hills Domestic Water Improvement District,Selenium*,1.57 ppb,30 ppb,50 ppb
Tonto Hills Domestic Water Improvement District,Strontium*,0.880 ppb,"1,500 ppb",
Tonto Hills Domestic Water Improvement District,Vanadium*,6.03 ppb,21 ppb,
Tonto Hills Domestic Water Improvement District,Xylenes (total)*,0.0571 ppb,"1,800 ppb","10,000 ppb"
Alma Ranchettes,Arsenic,2.05 ppb,0.004 ppb,10 ppb
Alma Ranchettes,Nitrate,10.8 ppm,0.14 ppm,10 ppm
Alma Ranchettes,Nitrate and nitrite,10.00 ppm,0.14 ppm,10 ppm
Alma Ranchettes,Barium,66.0 ppb,700 ppb,"2,000 ppb"
Alma Ranchettes,Chromium (total),6.75 ppb,,100 ppb
Alma Ranchettes,Fluoride,0.270 ppm,,4 ppm
Alma Ranchettes,None,,,
The Oaks Mobile Home Park,Haloacetic acids (HAA5)†,0.767 ppb,0.1 ppb,60 ppb
The Oaks Mobile Home Park,Total trihalomethanes (TTHMs)†,3.20 ppb,0.15 ppb,80 ppb
The Oaks Mobile Home Park,Nitrate,0.101 ppm,0.14 ppm,10 ppm
The Oaks Mobile Home Park,None,,,
Germann Water Users Association,Nitrate,9.05 ppm,0.14 ppm,10 ppm
Germann Water Users Association,Nitrate and nitrite,1.65 ppm,0.14 ppm,10 ppm
Germann Water Users Association,None,,,
