Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Town of Tutwiler,Dichloroacetic acid,9.00 ppb,0.2 ppb,
Town of Tutwiler,Haloacetic acids (HAA5)†,20.0 ppb,0.1 ppb,60 ppb
Town of Tutwiler,Total trihalomethanes (TTHMs)†,49.5 ppb,0.15 ppb,80 ppb
Town of Tutwiler,Trichloroacetic acid,10.00 ppb,0.1 ppb,
Town of Tutwiler,Barium,2.99 ppb,700 ppb,"2,000 ppb"
Town of Tutwiler,Chromium (total),4.94 ppb,,100 ppb
Town of Tutwiler,Fluoride,0.263 ppm,,4 ppm
Town of Tutwiler,None,,,
Town of Webb,Bromodichloromethane,1.09 ppb,0.06 ppb,
Town of Webb,Chloroform,2.40 ppb,0.4 ppb,
Town of Webb,Dibromochloromethane,0.933 ppb,0.1 ppb,
Town of Webb,Dichloroacetic acid,2.50 ppb,0.2 ppb,
Town of Webb,Haloacetic acids (HAA5)†,2.50 ppb,0.1 ppb,60 ppb
Town of Webb,Total trihalomethanes (TTHMs)†,4.87 ppb,0.15 ppb,80 ppb
Town of Webb,Barium,2.68 ppb,700 ppb,"2,000 ppb"
Town of Webb,Bromoform,0.453 ppb,0.5 ppb,
Town of Webb,Chromium (total),2.25 ppb,,100 ppb
Town of Webb,Fluoride,0.211 ppm,,4 ppm
Town of Webb,None,,,
Village of Glendora,Barium,12.5 ppb,700 ppb,"2,000 ppb"
Village of Glendora,Chromium (total),1.15 ppb,,100 ppb
Village of Glendora,Fluoride,0.222 ppm,,4 ppm
Village of Glendora,None,,,
West Tallahatchie Utility Association,Arsenic,0.167 ppb,0.004 ppb,10 ppb
West Tallahatchie Utility Association,Bromodichloromethane,2.27 ppb,0.06 ppb,
West Tallahatchie Utility Association,Bromoform,3.06 ppb,0.5 ppb,
West Tallahatchie Utility Association,Chloroform,2.94 ppb,0.4 ppb,
West Tallahatchie Utility Association,Dibromoacetic acid,1.50 ppb,0.04 ppb,
West Tallahatchie Utility Association,Dibromochloromethane,3.37 ppb,0.1 ppb,
West Tallahatchie Utility Association,Dichloroacetic acid,1.50 ppb,0.2 ppb,
West Tallahatchie Utility Association,Haloacetic acids (HAA5)†,3.50 ppb,0.1 ppb,60 ppb
West Tallahatchie Utility Association,Total trihalomethanes (TTHMs)†,11.7 ppb,0.15 ppb,80 ppb
West Tallahatchie Utility Association,Trichloroacetic acid,0.500 ppb,0.1 ppb,
West Tallahatchie Utility Association,Barium,9.50 ppb,700 ppb,"2,000 ppb"
West Tallahatchie Utility Association,Chromium (total),1.43 ppb,,100 ppb
West Tallahatchie Utility Association,Fluoride,0.263 ppm,,4 ppm
West Tallahatchie Utility Association,None,,,
Tallula Utility District,Bromodichloromethane,1.96 ppb,0.06 ppb,
Tallula Utility District,Chloroform,21.7 ppb,0.4 ppb,
Tallula Utility District,Dichloroacetic acid,9.76 ppb,0.2 ppb,
Tallula Utility District,Haloacetic acids (HAA5)†,17.8 ppb,0.1 ppb,60 ppb
Tallula Utility District,Total trihalomethanes (TTHMs)†,23.6 ppb,0.15 ppb,80 ppb
Tallula Utility District,Trichloroacetic acid,7.62 ppb,0.1 ppb,
Tallula Utility District,Barium,12.7 ppb,700 ppb,"2,000 ppb"
Tallula Utility District,Chromium (total),7.93 ppb,,100 ppb
Tallula Utility District,Fluoride,0.469 ppm,,4 ppm
Tallula Utility District,Monobromoacetic acid,0.310 ppb,25 ppb,
Tallula Utility District,Monochloroacetic acid,0.379 ppb,53 ppb,
Tallula Utility District,p-Dichlorobenzene,0.204 ppb,6 ppb,75 ppb
Tallula Utility District,None,,,
Town of Mayersville,Arsenic,0.450 ppb,0.004 ppb,10 ppb
Town of Mayersville,Bromodichloromethane,5.08 ppb,0.06 ppb,
Town of Mayersville,Chloroform,32.2 ppb,0.4 ppb,
Town of Mayersville,Dibromoacetic acid,0.200 ppb,0.04 ppb,
Town of Mayersville,Dibromochloromethane,0.860 ppb,0.1 ppb,
Town of Mayersville,Dichloroacetic acid,10.8 ppb,0.2 ppb,
Town of Mayersville,Haloacetic acids (HAA5)†,21.0 ppb,0.1 ppb,60 ppb
Town of Mayersville,Total trihalomethanes (TTHMs)†,38.1 ppb,0.15 ppb,80 ppb
Town of Mayersville,Trichloroacetic acid,9.00 ppb,0.1 ppb,
Town of Mayersville,Barium,13.2 ppb,700 ppb,"2,000 ppb"
Town of Mayersville,Chromium (total),5.25 ppb,,100 ppb
Town of Mayersville,Fluoride,0.586 ppm,,4 ppm
Town of Mayersville,Monochloroacetic acid,1.40 ppb,53 ppb,
Town of Mayersville,o-Dichlorobenzene,1.12 ppb,600 ppb,600 ppb
Town of Mayersville,None,,,
Valley Park W/a,Bromodichloromethane,3.79 ppb,0.06 ppb,
Valley Park W/a,Chloroform,48.2 ppb,0.4 ppb,
Valley Park W/a,Dichloroacetic acid,10.6 ppb,0.2 ppb,
Valley Park W/a,Haloacetic acids (HAA5)†,24.6 ppb,0.1 ppb,60 ppb
Valley Park W/a,"Radium, combined (-226 &amp; -228)",0.70 pCi/L,0.05 pCi/L,5 pCi/L
Valley Park W/a,Total trihalomethanes (TTHMs)†,52.1 ppb,0.15 ppb,80 ppb
Valley Park W/a,Trichloroacetic acid,11.7 ppb,0.1 ppb,
Valley Park W/a,Barium,10.9 ppb,700 ppb,"2,000 ppb"
Valley Park W/a,Chromium (total),3.95 ppb,,100 ppb
Valley Park W/a,Dibromochloromethane,0.163 ppb,0.1 ppb,
Valley Park W/a,Fluoride,0.491 ppm,,4 ppm
Valley Park W/a,Monochloroacetic acid,2.42 ppb,53 ppb,
Valley Park W/a,None,,,
City of Tupelo,Bromodichloromethane,6.46 ppb,0.06 ppb,
City of Tupelo,Chloroform,34.2 ppb,0.4 ppb,
City of Tupelo,Chromium (hexavalent),0.0859 ppb,0.02 ppb,
City of Tupelo,Dibromochloromethane,0.318 ppb,0.1 ppb,
City of Tupelo,Dichloroacetic acid,20.7 ppb,0.2 ppb,
City of Tupelo,Haloacetic acids (HAA5)†,38.3 ppb,0.1 ppb,60 ppb
City of Tupelo,Haloacetic acids (HAA9)†,42.5 ppb,0.06 ppb,
City of Tupelo,Total trihalomethanes (TTHMs)†,41.0 ppb,0.15 ppb,80 ppb
City of Tupelo,Trichloroacetic acid,13.6 ppb,0.1 ppb,
City of Tupelo,Barium*,22.6 ppb,700 ppb,"2,000 ppb"
City of Tupelo,Chromium (total)*,1.000 ppb,,100 ppb
City of Tupelo,Cyanide*,35.6 ppb,,200 ppb
City of Tupelo,Dibromoacetic acid,0.0323 ppb,0.04 ppb,
City of Tupelo,Fluoride*,0.481 ppm,,4 ppm
City of Tupelo,Manganese,4.90 ppb,100 ppb,
City of Tupelo,Monobromoacetic acid,0.500 ppb,25 ppb,
City of Tupelo,Monochloroacetic acid,3.50 ppb,53 ppb,
City of Tupelo,Nitrate*,0.0350 ppm,0.14 ppm,10 ppm
City of Tupelo,Nitrate and nitrite*,0.0367 ppm,0.14 ppm,10 ppm
City of Tupelo,Strontium,0.108 ppb,"1,500 ppb",
City of Tupelo,Vanadium,0.151 ppb,21 ppb,
City of Tupelo,None,,,
Town of Saltillo,Arsenic,0.271 ppb,0.004 ppb,10 ppb
Town of Saltillo,Bromoform,1.81 ppb,0.5 ppb,
Town of Saltillo,Chloroform*,34.2 ppb,0.4 ppb,
Town of Saltillo,Dibromoacetic acid,0.200 ppb,0.04 ppb,
Town of Saltillo,Dibromochloromethane,0.693 ppb,0.1 ppb,
Town of Saltillo,Haloacetic acids (HAA5)†,4.60 ppb,0.1 ppb,60 ppb
Town of Saltillo,Total trihalomethanes (TTHMs)†,2.65 ppb,0.15 ppb,80 ppb
Town of Saltillo,Barium,148.5 ppb,700 ppb,"2,000 ppb"
Town of Saltillo,Bromodichloromethane,0.105 ppb,0.06 ppb,
Town of Saltillo,Chromium (total),1.13 ppb,,100 ppb
Town of Saltillo,Cyanide*,35.6 ppb,,200 ppb
Town of Saltillo,Dichloroacetic acid,0.1000 ppb,0.2 ppb,
Town of Saltillo,Ethylbenzene,0.0503 ppb,300 ppb,700 ppb
Town of Saltillo,Fluoride,0.0166 ppm,,4 ppm
Town of Saltillo,Monobromoacetic acid,1.10 ppb,25 ppb,
Town of Saltillo,Monochloroacetic acid,3.00 ppb,53 ppb,
Town of Saltillo,Nitrate*,0.0350 ppm,0.14 ppm,10 ppm
Town of Saltillo,Nitrate and nitrite*,0.0367 ppm,0.14 ppm,10 ppm
Town of Saltillo,Trichloroacetic acid,0.200 ppb,0.1 ppb,
Town of Saltillo,Xylenes (total),0.277 ppb,"1,800 ppb","10,000 ppb"
Town of Saltillo,None,,,
City of Fulton,Bromodichloromethane,6.14 ppb,0.06 ppb,
City of Fulton,Chloroform,32.5 ppb,0.4 ppb,
City of Fulton,Dibromochloromethane,0.261 ppb,0.1 ppb,
City of Fulton,Dichloroacetic acid,20.0 ppb,0.2 ppb,
City of Fulton,Haloacetic acids (HAA5)†,33.8 ppb,0.1 ppb,60 ppb
City of Fulton,Total trihalomethanes (TTHMs)†,39.0 ppb,0.15 ppb,80 ppb
City of Fulton,Trichloroacetic acid,12.3 ppb,0.1 ppb,
City of Fulton,Barium*,22.6 ppb,700 ppb,"2,000 ppb"
City of Fulton,Chromium (total)*,1.000 ppb,,100 ppb
City of Fulton,Cyanide*,35.6 ppb,,200 ppb
City of Fulton,Fluoride*,0.481 ppm,,4 ppm
City of Fulton,Monobromoacetic acid,0.114 ppb,25 ppb,
City of Fulton,Monochloroacetic acid,1.40 ppb,53 ppb,
City of Fulton,Nitrate*,0.0350 ppm,0.14 ppm,10 ppm
City of Fulton,Nitrate and nitrite*,0.0367 ppm,0.14 ppm,10 ppm
City of Fulton,None,,,
Mooreville-richmond W/a #1,Arsenic,0.1000 ppb,0.004 ppb,10 ppb
Mooreville-richmond W/a #1,Haloacetic acids (HAA5)†,3.67 ppb,0.1 ppb,60 ppb
Mooreville-richmond W/a #1,Barium,114.6 ppb,700 ppb,"2,000 ppb"
Mooreville-richmond W/a #1,Chromium (total),1.000 ppb,,100 ppb
Mooreville-richmond W/a #1,Fluoride,0.0339 ppm,,4 ppm
Mooreville-richmond W/a #1,Monobromoacetic acid,3.67 ppb,25 ppb,
Mooreville-richmond W/a #1,None,,,
Old Union Water,Bromodichloromethane,2.58 ppb,0.06 ppb,
Old Union Water,Bromoform,39.6 ppb,0.5 ppb,
Old Union Water,Chloroform,1.27 ppb,0.4 ppb,
Old Union Water,Dibromoacetic acid,6.50 ppb,0.04 ppb,
Old Union Water,Dibromochloromethane,9.47 ppb,0.1 ppb,
Old Union Water,Dichloroacetic acid,0.467 ppb,0.2 ppb,
Old Union Water,Haloacetic acids (HAA5)†,7.64 ppb,0.1 ppb,60 ppb
Old Union Water,Total trihalomethanes (TTHMs)†,55.2 ppb,0.15 ppb,80 ppb
Old Union Water,Trichloroacetic acid,0.226 ppb,0.1 ppb,
Old Union Water,Fluoride,0.255 ppm,,4 ppm
Old Union Water,Manganese,6.15 ppb,100 ppb,
Old Union Water,Monobromoacetic acid,0.437 ppb,25 ppb,
Old Union Water,Nitrate and nitrite,0.0450 ppm,0.14 ppm,10 ppm
Old Union Water,None,,,
Cason Water Association,Chloroform,1.07 ppb,0.4 ppb,
Cason Water Association,Total trihalomethanes (TTHMs)†,1.07 ppb,0.15 ppb,80 ppb
Cason Water Association,Barium,142.7 ppb,700 ppb,"2,000 ppb"
Cason Water Association,Chromium (total),2.75 ppb,,100 ppb
Cason Water Association,Fluoride,0.0633 ppm,,4 ppm
Cason Water Association,None,,,
City of Amory,Bromodichloromethane,3.32 ppb,0.06 ppb,
City of Amory,Chloroform,8.09 ppb,0.4 ppb,
City of Amory,Dibromochloromethane,1.86 ppb,0.1 ppb,
City of Amory,Dichloroacetic acid,4.50 ppb,0.2 ppb,
City of Amory,Haloacetic acids (HAA5)†,6.00 ppb,0.1 ppb,60 ppb
City of Amory,Total trihalomethanes (TTHMs)†,13.3 ppb,0.15 ppb,80 ppb
City of Amory,Trichloroacetic acid,0.500 ppb,0.1 ppb,
City of Amory,Barium,11.9 ppb,700 ppb,"2,000 ppb"
City of Amory,Fluoride,1.16 ppm,,4 ppm
City of Amory,Monobromoacetic acid,1.000 ppb,25 ppb,
City of Amory,None,,,
Coontail Water Association,Arsenic,0.600 ppb,0.004 ppb,10 ppb
Coontail Water Association,Bromoform,1.85 ppb,0.5 ppb,
Coontail Water Association,Dibromoacetic acid,0.500 ppb,0.04 ppb,
Coontail Water Association,Dibromochloromethane,1.38 ppb,0.1 ppb,
Coontail Water Association,Dichloroacetic acid,0.500 ppb,0.2 ppb,
Coontail Water Association,Haloacetic acids (HAA5)†,1.000 ppb,0.1 ppb,60 ppb
Coontail Water Association,Total trihalomethanes (TTHMs)†,3.22 ppb,0.15 ppb,80 ppb
Coontail Water Association,Barium,69.9 ppb,700 ppb,"2,000 ppb"
Coontail Water Association,Chromium (total),4.45 ppb,,100 ppb
Coontail Water Association,Fluoride,0.185 ppm,,4 ppm
Coontail Water Association,Nitrate,0.163 ppm,0.14 ppm,10 ppm
Coontail Water Association,Nitrate and nitrite,0.165 ppm,0.14 ppm,10 ppm
Coontail Water Association,Selenium,1.60 ppb,30 ppb,50 ppb
Coontail Water Association,None,,,
Gaines-trace Water Association,Haloacetic acids (HAA5)†,1.50 ppb,0.1 ppb,60 ppb
Gaines-trace Water Association,Nitrate,0.303 ppm,0.14 ppm,10 ppm
Gaines-trace Water Association,Nitrate and nitrite,0.308 ppm,0.14 ppm,10 ppm
Gaines-trace Water Association,Barium,7.40 ppb,700 ppb,"2,000 ppb"
Gaines-trace Water Association,Chromium (total),0.350 ppb,,100 ppb
Gaines-trace Water Association,Monobromoacetic acid,1.50 ppb,25 ppb,
Gaines-trace Water Association,None,,,
Aqua Pa Hamilton Water Company,Bromodichloromethane,1.10 ppb,0.06 ppb,
Aqua Pa Hamilton Water Company,Chloroform,4.00 ppb,0.4 ppb,
Aqua Pa Hamilton Water Company,Dibromoacetic acid,0.400 ppb,0.04 ppb,
Aqua Pa Hamilton Water Company,Dibromochloromethane,0.400 ppb,0.1 ppb,
Aqua Pa Hamilton Water Company,Dichloroacetic acid,2.10 ppb,0.2 ppb,
Aqua Pa Hamilton Water Company,Haloacetic acids (HAA5)†,2.47 ppb,0.1 ppb,60 ppb
Aqua Pa Hamilton Water Company,Nitrate,0.767 ppm,0.14 ppm,10 ppm
Aqua Pa Hamilton Water Company,Total trihalomethanes (TTHMs)†,4.92 ppb,0.15 ppb,80 ppb
Aqua Pa Hamilton Water Company,Trichloroacetic acid,0.600 ppb,0.1 ppb,
Aqua Pa Hamilton Water Company,Barium,4.00 ppb,700 ppb,"2,000 ppb"
Aqua Pa Hamilton Water Company,Chromium (total),1.45 ppb,,100 ppb
Aqua Pa Hamilton Water Company,None,,,
Quincy Water Association,Total trihalomethanes (TTHMs)†,2.05 ppb,0.15 ppb,80 ppb
Quincy Water Association,Barium,110.0 ppb,700 ppb,"2,000 ppb"
Quincy Water Association,Fluoride,0.110 ppm,,4 ppm
Quincy Water Association,Nitrate and nitrite,0.115 ppm,0.14 ppm,10 ppm
Quincy Water Association,Nitrite,0.115 ppm,,1 ppm
Quincy Water Association,None,,,
Quincy Water Association,Total trihalomethanes (TTHMs)†,2.05 ppb,0.15 ppb,80 ppb
Quincy Water Association,Barium,110.0 ppb,700 ppb,"2,000 ppb"
Quincy Water Association,Fluoride,0.110 ppm,,4 ppm
Quincy Water Association,Nitrate and nitrite,0.115 ppm,0.14 ppm,10 ppm
Quincy Water Association,Nitrite,0.115 ppm,,1 ppm
Quincy Water Association,None,,,
Town of Aberdeen,Arsenic,0.173 ppb,0.004 ppb,10 ppb
Town of Aberdeen,Barium,76.4 ppb,700 ppb,"2,000 ppb"
Town of Aberdeen,Chromium (total),1.21 ppb,,100 ppb
Town of Aberdeen,Cyanide,3.57 ppb,,200 ppb
Town of Aberdeen,Fluoride,0.265 ppm,,4 ppm
Town of Aberdeen,Manganese,38.6 ppb,100 ppb,
Town of Aberdeen,Nitrate,0.00167 ppm,0.14 ppm,10 ppm
Town of Aberdeen,Nitrate and nitrite,0.00258 ppm,0.14 ppm,10 ppm
Town of Aberdeen,Nitrite,0.00121 ppm,,1 ppm
Town of Aberdeen,Selenium,0.0455 ppb,30 ppb,50 ppb
Town of Aberdeen,None,,,
Town of Hatley,Haloacetic acids (HAA5)†,3.00 ppb,0.1 ppb,60 ppb
Town of Hatley,Barium,9.90 ppb,700 ppb,"2,000 ppb"
Town of Hatley,Chromium (total),0.400 ppb,,100 ppb
Town of Hatley,Monobromoacetic acid,1.000 ppb,25 ppb,
Town of Hatley,Monochloroacetic acid,2.00 ppb,53 ppb,
Town of Hatley,Nitrate,0.218 ppm,0.14 ppm,10 ppm
Town of Hatley,Nitrate and nitrite,0.220 ppm,0.14 ppm,10 ppm
Town of Hatley,None,,,
Town of Smithville,Bromodichloromethane,1.15 ppb,0.06 ppb,
Town of Smithville,Haloacetic acids (HAA5)†,20.0 ppb,0.1 ppb,60 ppb
Town of Smithville,"Radium, combined (-226 &amp; -228)",0.42 pCi/L,0.05 pCi/L,5 pCi/L
Town of Smithville,Total trihalomethanes (TTHMs)†,1.15 ppb,0.15 ppb,80 ppb
Town of Smithville,Barium,4.60 ppb,700 ppb,"2,000 ppb"
Town of Smithville,Chromium (total),0.150 ppb,,100 ppb
Town of Smithville,Manganese,99.0 ppb,100 ppb,
Town of Smithville,Monochloroacetic acid,20.0 ppb,53 ppb,
Town of Smithville,Nitrate,0.138 ppm,0.14 ppm,10 ppm
Town of Smithville,Nitrate and nitrite,0.139 ppm,0.14 ppm,10 ppm
Town of Smithville,None,,,
Village of Gattman,Barium,28.7 ppb,700 ppb,"2,000 ppb"
Village of Gattman,Chromium (total),2.25 ppb,,100 ppb
Village of Gattman,Nitrate,0.148 ppm,0.14 ppm,10 ppm
Village of Gattman,Nitrate and nitrite,0.150 ppm,0.14 ppm,10 ppm
Village of Gattman,None,,,
Wren W/a,Arsenic,0.0500 ppb,0.004 ppb,10 ppb
Wren W/a,Dichloroacetic acid,0.500 ppb,0.2 ppb,
Wren W/a,Haloacetic acids (HAA5)†,8.00 ppb,0.1 ppb,60 ppb
Wren W/a,Barium,95.2 ppb,700 ppb,"2,000 ppb"
Wren W/a,Chromium (total),1.14 ppb,,100 ppb
Wren W/a,Fluoride,0.121 ppm,,4 ppm
Wren W/a,Monochloroacetic acid,7.50 ppb,53 ppb,
Wren W/a,Nitrate,0.0450 ppm,0.14 ppm,10 ppm
Wren W/a,Nitrate and nitrite,0.0544 ppm,0.14 ppm,10 ppm
Wren W/a,Nitrite,0.00844 ppm,,1 ppm
Wren W/a,None,,,
Booneville Water and Sewer,Haloacetic acids (HAA5)†,39.6 ppb,0.1 ppb,60 ppb
Booneville Water and Sewer,"Radium, combined (-226 &amp; -228)",0.21 pCi/L,0.05 pCi/L,5 pCi/L
Booneville Water and Sewer,Total trihalomethanes (TTHMs)†,56.3 ppb,0.15 ppb,80 ppb
Booneville Water and Sewer,Aluminum,23.3 ppb,600 ppb,
Booneville Water and Sewer,Barium,17.0 ppb,700 ppb,"2,000 ppb"
Booneville Water and Sewer,Cyanide,5.00 ppb,,200 ppb
Booneville Water and Sewer,Fluoride,0.442 ppm,,4 ppm
Booneville Water and Sewer,Manganese,0.333 ppb,100 ppb,
Booneville Water and Sewer,Nitrate,0.0996 ppm,0.14 ppm,10 ppm
Booneville Water and Sewer,None,,,
Wheeler-frankstown Water Association,Barium,102.8 ppb,700 ppb,"2,000 ppb"
Wheeler-frankstown Water Association,Chromium (total),0.700 ppb,,100 ppb
Wheeler-frankstown Water Association,Fluoride,0.0102 ppm,,4 ppm
Wheeler-frankstown Water Association,Toluene,0.0474 ppb,150 ppb,"1,000 ppb"
Wheeler-frankstown Water Association,Xylenes (total),0.100 ppb,"1,800 ppb","10,000 ppb"
Wheeler-frankstown Water Association,None,,,
Big V Water Association,Arsenic,0.117 ppb,0.004 ppb,10 ppb
Big V Water Association,Chloroform,1.01 ppb,0.4 ppb,
Big V Water Association,Total trihalomethanes (TTHMs)†,1.01 ppb,0.15 ppb,80 ppb
Big V Water Association,Barium,119.3 ppb,700 ppb,"2,000 ppb"
Big V Water Association,Chromium (total),2.60 ppb,,100 ppb
Big V Water Association,Ethylbenzene,0.0486 ppb,300 ppb,700 ppb
Big V Water Association,Fluoride,0.00857 ppm,,4 ppm
Big V Water Association,Manganese,179.0 ppb,100 ppb,
Big V Water Association,Xylenes (total),0.527 ppb,"1,800 ppb","10,000 ppb"
Big V Water Association,None,,,
City of Iuka,Barium,10.9 ppb,700 ppb,"2,000 ppb"
City of Iuka,Chromium (total),1.05 ppb,,100 ppb
City of Iuka,Nitrate,0.156 ppm,0.14 ppm,10 ppm
City of Iuka,Nitrate and nitrite,0.156 ppm,0.14 ppm,10 ppm
City of Iuka,None,,,
Dennis Water Association,Nitrate,0.758 ppm,0.14 ppm,10 ppm
Dennis Water Association,Nitrate and nitrite,0.758 ppm,0.14 ppm,10 ppm
Dennis Water Association,Barium,13.6 ppb,700 ppb,"2,000 ppb"
Dennis Water Association,None,,,
Short Coleman Park-nasa Plant,Bromodichloromethane,3.83 ppb,0.06 ppb,
Short Coleman Park-nasa Plant,Chloroform,24.4 ppb,0.4 ppb,
Short Coleman Park-nasa Plant,Dibromochloromethane,0.506 ppb,0.1 ppb,
Short Coleman Park-nasa Plant,Dichloroacetic acid,8.97 ppb,0.2 ppb,
Short Coleman Park-nasa Plant,Haloacetic acids (HAA5)†,16.5 ppb,0.1 ppb,60 ppb
Short Coleman Park-nasa Plant,Total trihalomethanes (TTHMs)†,28.7 ppb,0.15 ppb,80 ppb
Short Coleman Park-nasa Plant,Trichloroacetic acid,5.65 ppb,0.1 ppb,
Short Coleman Park-nasa Plant,Barium,9.95 ppb,700 ppb,"2,000 ppb"
Short Coleman Park-nasa Plant,Chromium (total),0.327 ppb,,100 ppb
Short Coleman Park-nasa Plant,Dalapon,1.48 ppb,,200 ppb
Short Coleman Park-nasa Plant,Monobromoacetic acid,0.161 ppb,25 ppb,
Short Coleman Park-nasa Plant,Monochloroacetic acid,1.61 ppb,53 ppb,
Short Coleman Park-nasa Plant,Nitrate,0.116 ppm,0.14 ppm,10 ppm
Short Coleman Park-nasa Plant,Nitrate and nitrite,0.116 ppm,0.14 ppm,10 ppm
Short Coleman Park-nasa Plant,None,,,
Short-coleman Park Water Association #2,Bromodichloromethane,1.08 ppb,0.06 ppb,
Short-coleman Park Water Association #2,Chloroform,3.82 ppb,0.4 ppb,
Short-coleman Park Water Association #2,Dichloroacetic acid,2.00 ppb,0.2 ppb,
Short-coleman Park Water Association #2,Haloacetic acids (HAA5)†,7.00 ppb,0.1 ppb,60 ppb
Short-coleman Park Water Association #2,Total trihalomethanes (TTHMs)†,4.90 ppb,0.15 ppb,80 ppb
Short-coleman Park Water Association #2,Trichloroacetic acid,0.500 ppb,0.1 ppb,
Short-coleman Park Water Association #2,Barium*,10.9 ppb,700 ppb,"2,000 ppb"
Short-coleman Park Water Association #2,Chromium (total)*,1.05 ppb,,100 ppb
Short-coleman Park Water Association #2,Monochloroacetic acid,4.50 ppb,53 ppb,
Short-coleman Park Water Association #2,Nitrate*,0.156 ppm,0.14 ppm,10 ppm
Short-coleman Park Water Association #2,Nitrate and nitrite*,0.156 ppm,0.14 ppm,10 ppm
Short-coleman Park Water Association #2,None,,,
Short-coleman Park Water Association #2,Bromodichloromethane,1.08 ppb,0.06 ppb,
Short-coleman Park Water Association #2,Chloroform,3.82 ppb,0.4 ppb,
Short-coleman Park Water Association #2,Dichloroacetic acid,2.00 ppb,0.2 ppb,
Short-coleman Park Water Association #2,Haloacetic acids (HAA5)†,7.00 ppb,0.1 ppb,60 ppb
Short-coleman Park Water Association #2,Total trihalomethanes (TTHMs)†,4.90 ppb,0.15 ppb,80 ppb
Short-coleman Park Water Association #2,Trichloroacetic acid,0.500 ppb,0.1 ppb,
Short-coleman Park Water Association #2,Barium*,10.9 ppb,700 ppb,"2,000 ppb"
Short-coleman Park Water Association #2,Chromium (total)*,1.05 ppb,,100 ppb
Short-coleman Park Water Association #2,Monochloroacetic acid,4.50 ppb,53 ppb,
Short-coleman Park Water Association #2,Nitrate*,0.156 ppm,0.14 ppm,10 ppm
Short-coleman Park Water Association #2,Nitrate and nitrite*,0.156 ppm,0.14 ppm,10 ppm
Short-coleman Park Water Association #2,None,,,
Tishomingo County Water District,Barium*,10.9 ppb,700 ppb,"2,000 ppb"
Tishomingo County Water District,Chromium (total)*,1.05 ppb,,100 ppb
Tishomingo County Water District,Nitrate*,0.156 ppm,0.14 ppm,10 ppm
Tishomingo County Water District,Nitrate and nitrite*,0.156 ppm,0.14 ppm,10 ppm
Tishomingo County Water District,None,,,
Town of Belmont,Chloroform,2.93 ppb,0.4 ppb,
Town of Belmont,Dichloroacetic acid,2.00 ppb,0.2 ppb,
Town of Belmont,Haloacetic acids (HAA5)†,2.00 ppb,0.1 ppb,60 ppb
Town of Belmont,Total trihalomethanes (TTHMs)†,2.93 ppb,0.15 ppb,80 ppb
Town of Belmont,Barium,7.10 ppb,700 ppb,"2,000 ppb"
Town of Belmont,Xylenes (total),1.85 ppb,"1,800 ppb","10,000 ppb"
Town of Belmont,None,,,
Town of Burnsville,Barium,37.4 ppb,700 ppb,"2,000 ppb"
Town of Burnsville,Chromium (total),0.300 ppb,,100 ppb
Town of Burnsville,Fluoride,0.209 ppm,,4 ppm
Town of Burnsville,None,,,
Town of Golden Water Department,Bromodichloromethane,1.11 ppb,0.06 ppb,
Town of Golden Water Department,Bromoform,2.18 ppb,0.5 ppb,
Town of Golden Water Department,Dibromoacetic acid,1.000 ppb,0.04 ppb,
Town of Golden Water Department,Dibromochloromethane,2.31 ppb,0.1 ppb,
Town of Golden Water Department,Haloacetic acids (HAA5)†,1.000 ppb,0.1 ppb,60 ppb
Town of Golden Water Department,Nitrate,2.74 ppm,0.14 ppm,10 ppm
Town of Golden Water Department,Nitrate and nitrite,2.74 ppm,0.14 ppm,10 ppm
Town of Golden Water Department,Total trihalomethanes (TTHMs)†,5.60 ppb,0.15 ppb,80 ppb
Town of Golden Water Department,Barium,27.5 ppb,700 ppb,"2,000 ppb"
Town of Golden Water Department,None,,,
Town of Tishomingo,Bromodichloromethane,0.885 ppb,0.06 ppb,
Town of Tishomingo,Chloroform,1.32 ppb,0.4 ppb,
Town of Tishomingo,Dibromochloromethane,0.630 ppb,0.1 ppb,
Town of Tishomingo,Dichloroacetic acid,0.667 ppb,0.2 ppb,
Town of Tishomingo,Haloacetic acids (HAA5)†,3.33 ppb,0.1 ppb,60 ppb
Town of Tishomingo,Nitrate,1.49 ppm,0.14 ppm,10 ppm
Town of Tishomingo,Nitrate and nitrite,1.49 ppm,0.14 ppm,10 ppm
Town of Tishomingo,Total trihalomethanes (TTHMs)†,2.83 ppb,0.15 ppb,80 ppb
Town of Tishomingo,Barium,14.9 ppb,700 ppb,"2,000 ppb"
Town of Tishomingo,Chromium (total),0.250 ppb,,100 ppb
Town of Tishomingo,Manganese,5.30 ppb,100 ppb,
Town of Tishomingo,Monochloroacetic acid,2.67 ppb,53 ppb,
Town of Tishomingo,None,,,
Walker Switch Water Association,Chloroform,1.89 ppb,0.4 ppb,
Walker Switch Water Association,Dichloroacetic acid,0.500 ppb,0.2 ppb,
Walker Switch Water Association,Haloacetic acids (HAA5)†,3.50 ppb,0.1 ppb,60 ppb
Walker Switch Water Association,Total trihalomethanes (TTHMs)†,1.89 ppb,0.15 ppb,80 ppb
Walker Switch Water Association,Barium*,10.9 ppb,700 ppb,"2,000 ppb"
Walker Switch Water Association,Chromium (total)*,1.05 ppb,,100 ppb
