Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Raleigh County Mem Airport,"Radium, combined (-226 &amp; -228)*",0.46 pCi/L,0.05 pCi/L,5 pCi/L
Raleigh County Mem Airport,Total trihalomethanes (TTHMs)†,52.5 ppb,0.15 ppb,80 ppb
Raleigh County Mem Airport,Trichloroacetic acid,20.8 ppb,0.1 ppb,
Raleigh County Mem Airport,Barium*,42.4 ppb,700 ppb,"2,000 ppb"
Raleigh County Mem Airport,Chlorate*,9.99 ppb,210 ppb,
Raleigh County Mem Airport,Chromium (hexavalent)*,0.0345 ppb,0.02 ppb,
Raleigh County Mem Airport,Chromium (total)*,0.116 ppb,,100 ppb
Raleigh County Mem Airport,Cyanide*,2.20 ppb,,200 ppb
Raleigh County Mem Airport,Fluoride*,0.492 ppm,,4 ppm
Raleigh County Mem Airport,Manganese*,1.08 ppb,100 ppb,
Raleigh County Mem Airport,Monobromoacetic acid,0.0529 ppb,25 ppb,
Raleigh County Mem Airport,Monochloroacetic acid,0.849 ppb,53 ppb,
Raleigh County Mem Airport,Nitrate*,0.150 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,Nitrite*,0.125 ppm,,1 ppm
Raleigh County Mem Airport,Strontium*,0.419 ppb,"1,500 ppb",
Raleigh County Mem Airport,None,,,
Raleigh County Mem Airport,Bromodichloromethane,6.63 ppb,0.06 ppb,
Raleigh County Mem Airport,Chloroform,44.6 ppb,0.4 ppb,
Raleigh County Mem Airport,Dibromoacetic acid,0.118 ppb,0.04 ppb,
Raleigh County Mem Airport,Dibromochloromethane,0.499 ppb,0.1 ppb,
Raleigh County Mem Airport,Dichloroacetic acid,16.9 ppb,0.2 ppb,
Raleigh County Mem Airport,Haloacetic acids (HAA5)†,38.7 ppb,0.1 ppb,60 ppb
Raleigh County Mem Airport,Haloacetic acids (HAA9)*†,31.2 ppb,0.06 ppb,
Raleigh County Mem Airport,Nitrate and nitrite*,0.290 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,"Radium, combined (-226 &amp; -228)*",0.46 pCi/L,0.05 pCi/L,5 pCi/L
Raleigh County Mem Airport,Total trihalomethanes (TTHMs)†,52.5 ppb,0.15 ppb,80 ppb
Raleigh County Mem Airport,Trichloroacetic acid,20.8 ppb,0.1 ppb,
Raleigh County Mem Airport,Barium*,42.4 ppb,700 ppb,"2,000 ppb"
Raleigh County Mem Airport,Chlorate*,9.99 ppb,210 ppb,
Raleigh County Mem Airport,Chromium (hexavalent)*,0.0345 ppb,0.02 ppb,
Raleigh County Mem Airport,Chromium (total)*,0.116 ppb,,100 ppb
Raleigh County Mem Airport,Cyanide*,2.20 ppb,,200 ppb
Raleigh County Mem Airport,Fluoride*,0.492 ppm,,4 ppm
Raleigh County Mem Airport,Manganese*,1.08 ppb,100 ppb,
Raleigh County Mem Airport,Monobromoacetic acid,0.0529 ppb,25 ppb,
Raleigh County Mem Airport,Monochloroacetic acid,0.849 ppb,53 ppb,
Raleigh County Mem Airport,Nitrate*,0.150 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,Nitrite*,0.125 ppm,,1 ppm
Raleigh County Mem Airport,Strontium*,0.419 ppb,"1,500 ppb",
Raleigh County Mem Airport,None,,,
Raleigh County Mem Airport,Bromodichloromethane,6.63 ppb,0.06 ppb,
Raleigh County Mem Airport,Chloroform,44.6 ppb,0.4 ppb,
Raleigh County Mem Airport,Dibromoacetic acid,0.118 ppb,0.04 ppb,
Raleigh County Mem Airport,Dibromochloromethane,0.499 ppb,0.1 ppb,
Raleigh County Mem Airport,Dichloroacetic acid,16.9 ppb,0.2 ppb,
Raleigh County Mem Airport,Haloacetic acids (HAA5)†,38.7 ppb,0.1 ppb,60 ppb
Raleigh County Mem Airport,Haloacetic acids (HAA9)*†,31.2 ppb,0.06 ppb,
Raleigh County Mem Airport,Nitrate and nitrite*,0.290 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,"Radium, combined (-226 &amp; -228)*",0.46 pCi/L,0.05 pCi/L,5 pCi/L
Raleigh County Mem Airport,Total trihalomethanes (TTHMs)†,52.5 ppb,0.15 ppb,80 ppb
Raleigh County Mem Airport,Trichloroacetic acid,20.8 ppb,0.1 ppb,
Raleigh County Mem Airport,Barium*,42.4 ppb,700 ppb,"2,000 ppb"
Raleigh County Mem Airport,Chlorate*,9.99 ppb,210 ppb,
Raleigh County Mem Airport,Chromium (hexavalent)*,0.0345 ppb,0.02 ppb,
Raleigh County Mem Airport,Chromium (total)*,0.116 ppb,,100 ppb
Raleigh County Mem Airport,Cyanide*,2.20 ppb,,200 ppb
Raleigh County Mem Airport,Fluoride*,0.492 ppm,,4 ppm
Raleigh County Mem Airport,Manganese*,1.08 ppb,100 ppb,
Raleigh County Mem Airport,Monobromoacetic acid,0.0529 ppb,25 ppb,
Raleigh County Mem Airport,Monochloroacetic acid,0.849 ppb,53 ppb,
Raleigh County Mem Airport,Nitrate*,0.150 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,Nitrite*,0.125 ppm,,1 ppm
Raleigh County Mem Airport,Strontium*,0.419 ppb,"1,500 ppb",
Raleigh County Mem Airport,None,,,
Raleigh County Mem Airport,Bromodichloromethane,6.63 ppb,0.06 ppb,
Raleigh County Mem Airport,Chloroform,44.6 ppb,0.4 ppb,
Raleigh County Mem Airport,Dibromoacetic acid,0.118 ppb,0.04 ppb,
Raleigh County Mem Airport,Dibromochloromethane,0.499 ppb,0.1 ppb,
Raleigh County Mem Airport,Dichloroacetic acid,16.9 ppb,0.2 ppb,
Raleigh County Mem Airport,Haloacetic acids (HAA5)†,38.7 ppb,0.1 ppb,60 ppb
Raleigh County Mem Airport,Haloacetic acids (HAA9)*†,31.2 ppb,0.06 ppb,
Raleigh County Mem Airport,Nitrate and nitrite*,0.290 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,"Radium, combined (-226 &amp; -228)*",0.46 pCi/L,0.05 pCi/L,5 pCi/L
Raleigh County Mem Airport,Total trihalomethanes (TTHMs)†,52.5 ppb,0.15 ppb,80 ppb
Raleigh County Mem Airport,Trichloroacetic acid,20.8 ppb,0.1 ppb,
Raleigh County Mem Airport,Barium*,42.4 ppb,700 ppb,"2,000 ppb"
Raleigh County Mem Airport,Chlorate*,9.99 ppb,210 ppb,
Raleigh County Mem Airport,Chromium (hexavalent)*,0.0345 ppb,0.02 ppb,
Raleigh County Mem Airport,Chromium (total)*,0.116 ppb,,100 ppb
Raleigh County Mem Airport,Cyanide*,2.20 ppb,,200 ppb
Raleigh County Mem Airport,Fluoride*,0.492 ppm,,4 ppm
Raleigh County Mem Airport,Manganese*,1.08 ppb,100 ppb,
Raleigh County Mem Airport,Monobromoacetic acid,0.0529 ppb,25 ppb,
Raleigh County Mem Airport,Monochloroacetic acid,0.849 ppb,53 ppb,
Raleigh County Mem Airport,Nitrate*,0.150 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,Nitrite*,0.125 ppm,,1 ppm
Raleigh County Mem Airport,Strontium*,0.419 ppb,"1,500 ppb",
Raleigh County Mem Airport,None,,,
Rhodell Water Works,Bromodichloromethane,1.30 ppb,0.06 ppb,
Rhodell Water Works,Chloroform,3.75 ppb,0.4 ppb,
Rhodell Water Works,Dibromoacetic acid,0.360 ppb,0.04 ppb,
Rhodell Water Works,Dichloroacetic acid,2.40 ppb,0.2 ppb,
Rhodell Water Works,Haloacetic acids (HAA5)†,4.25 ppb,0.1 ppb,60 ppb
Rhodell Water Works,"Radium, combined (-226 &amp; -228)",0.25 pCi/L,0.05 pCi/L,5 pCi/L
Rhodell Water Works,Total trihalomethanes (TTHMs)†,5.05 ppb,0.15 ppb,80 ppb
Rhodell Water Works,Trichloroacetic acid,1.50 ppb,0.1 ppb,
Rhodell Water Works,Antimony,0.141 ppb,1 ppb,6 ppb
Rhodell Water Works,Barium,43.7 ppb,700 ppb,"2,000 ppb"
Rhodell Water Works,Chromium (total),0.682 ppb,,100 ppb
Rhodell Water Works,Cyanide,8.19 ppb,,200 ppb
Rhodell Water Works,Fluoride,0.0466 ppm,,4 ppm
Rhodell Water Works,Nitrate,0.241 ppm,0.14 ppm,10 ppm
Rhodell Water Works,Nitrate and nitrite,0.268 ppm,0.14 ppm,10 ppm
Rhodell Water Works,Selenium,2.43 ppb,30 ppb,50 ppb
Rhodell Water Works,None,,,
Wvawc Glade Springs District,Bromodichloromethane,6.94 ppb,0.06 ppb,
Wvawc Glade Springs District,Chloroform,43.5 ppb,0.4 ppb,
Wvawc Glade Springs District,Dibromochloromethane,0.892 ppb,0.1 ppb,
Wvawc Glade Springs District,Dichloroacetic acid,20.0 ppb,0.2 ppb,
Wvawc Glade Springs District,Haloacetic acids (HAA5)†,39.9 ppb,0.1 ppb,60 ppb
Wvawc Glade Springs District,Haloacetic acids (HAA9)*†,31.2 ppb,0.06 ppb,
Wvawc Glade Springs District,Nitrate and nitrite*,0.290 ppm,0.14 ppm,10 ppm
Wvawc Glade Springs District,"Radium, combined (-226 &amp; -228)*",0.46 pCi/L,0.05 pCi/L,5 pCi/L
Wvawc Glade Springs District,Total trihalomethanes (TTHMs)†,51.3 ppb,0.15 ppb,80 ppb
Wvawc Glade Springs District,Trichloroacetic acid,19.0 ppb,0.1 ppb,
Wvawc Glade Springs District,Barium*,42.4 ppb,700 ppb,"2,000 ppb"
Wvawc Glade Springs District,Chlorate*,9.99 ppb,210 ppb,
Wvawc Glade Springs District,Chromium (hexavalent)*,0.0345 ppb,0.02 ppb,
Wvawc Glade Springs District,Chromium (total)*,0.116 ppb,,100 ppb
Wvawc Glade Springs District,Cyanide*,2.20 ppb,,200 ppb
Wvawc Glade Springs District,Dibromoacetic acid*,0.0462 ppb,0.04 ppb,
Wvawc Glade Springs District,Fluoride*,0.492 ppm,,4 ppm
Wvawc Glade Springs District,Manganese*,1.08 ppb,100 ppb,
Wvawc Glade Springs District,Monobromoacetic acid,0.388 ppb,25 ppb,
Wvawc Glade Springs District,Monochloroacetic acid,0.496 ppb,53 ppb,
Wvawc Glade Springs District,Nitrate*,0.150 ppm,0.14 ppm,10 ppm
Wvawc Glade Springs District,Nitrite*,0.125 ppm,,1 ppm
Wvawc Glade Springs District,Strontium*,0.419 ppb,"1,500 ppb",
Wvawc Glade Springs District,None,,,
Hurricane City Of,Bromodichloromethane,8.76 ppb,0.06 ppb,
Hurricane City Of,Chloroform,27.4 ppb,0.4 ppb,
Hurricane City Of,Dibromoacetic acid,0.352 ppb,0.04 ppb,
Hurricane City Of,Dibromochloromethane,2.16 ppb,0.1 ppb,
Hurricane City Of,Dichloroacetic acid,17.5 ppb,0.2 ppb,
Hurricane City Of,Haloacetic acids (HAA5)†,37.0 ppb,0.1 ppb,60 ppb
Hurricane City Of,Nitrate,0.355 ppm,0.14 ppm,10 ppm
Hurricane City Of,"Radium, combined (-226 &amp; -228)",0.95 pCi/L,0.05 pCi/L,5 pCi/L
Hurricane City Of,Total trihalomethanes (TTHMs)†,38.3 ppb,0.15 ppb,80 ppb
Hurricane City Of,Trichloroacetic acid,15.0 ppb,0.1 ppb,
Hurricane City Of,Aluminum,16.7 ppb,600 ppb,
Hurricane City Of,Antimony,0.0500 ppb,1 ppb,6 ppb
Hurricane City Of,Barium,42.1 ppb,700 ppb,"2,000 ppb"
Hurricane City Of,Bromoform,0.0333 ppb,0.5 ppb,
Hurricane City Of,Cyanide,2.33 ppb,,200 ppb
Hurricane City Of,Fluoride,0.666 ppm,,4 ppm
Hurricane City Of,Manganese,1.84 ppb,100 ppb,
Hurricane City Of,Monobromoacetic acid,0.386 ppb,25 ppb,
Hurricane City Of,Monochloroacetic acid,3.78 ppb,53 ppb,
Hurricane City Of,None,,,
South Putnam PSD,Bromodichloromethane,8.09 ppb,0.06 ppb,
South Putnam PSD,Chloroform,24.4 ppb,0.4 ppb,
South Putnam PSD,Chromium (hexavalent),0.0530 ppb,0.02 ppb,
South Putnam PSD,Dibromoacetic acid,0.344 ppb,0.04 ppb,
South Putnam PSD,Dibromochloromethane,1.81 ppb,0.1 ppb,
South Putnam PSD,Dichloroacetic acid,14.1 ppb,0.2 ppb,
South Putnam PSD,Haloacetic acids (HAA5)†,32.7 ppb,0.1 ppb,60 ppb
South Putnam PSD,Haloacetic acids (HAA9)†,38.8 ppb,0.06 ppb,
South Putnam PSD,"Radium, combined (-226 &amp; -228)",0.60 pCi/L,0.05 pCi/L,5 pCi/L
South Putnam PSD,Total trihalomethanes (TTHMs)†,34.4 ppb,0.15 ppb,80 ppb
South Putnam PSD,Trichloroacetic acid,16.3 ppb,0.1 ppb,
South Putnam PSD,Acetone,11.0 ppb,,
South Putnam PSD,Antimony,0.1000 ppb,1 ppb,6 ppb
South Putnam PSD,Barium,31.3 ppb,700 ppb,"2,000 ppb"
South Putnam PSD,Chlorate,162.5 ppb,210 ppb,
South Putnam PSD,Fluoride,0.642 ppm,,4 ppm
South Putnam PSD,Manganese,1.12 ppb,100 ppb,
South Putnam PSD,Monobromoacetic acid,0.358 ppb,25 ppb,
South Putnam PSD,Monochloroacetic acid,1.70 ppb,53 ppb,
South Putnam PSD,Nitrate,0.0900 ppm,0.14 ppm,10 ppm
South Putnam PSD,Nitrite,0.290 ppm,,1 ppm
South Putnam PSD,Strontium,0.145 ppb,"1,500 ppb",
South Putnam PSD,None,,,
Wvawc 5 and 20 Mile Road District,Bromodichloromethane,5.12 ppb,0.06 ppb,
Wvawc 5 and 20 Mile Road District,Chloroform,6.92 ppb,0.4 ppb,
Wvawc 5 and 20 Mile Road District,Dibromoacetic acid,1.20 ppb,0.04 ppb,
Wvawc 5 and 20 Mile Road District,Dibromochloromethane,3.20 ppb,0.1 ppb,
Wvawc 5 and 20 Mile Road District,Dichloroacetic acid,3.12 ppb,0.2 ppb,
Wvawc 5 and 20 Mile Road District,Haloacetic acids (HAA5)†,5.20 ppb,0.1 ppb,60 ppb
Wvawc 5 and 20 Mile Road District,Nitrate*,3.33 ppm,0.14 ppm,10 ppm
Wvawc 5 and 20 Mile Road District,"Radium, combined (-226 &amp; -228)*",0.36 pCi/L,0.05 pCi/L,5 pCi/L
Wvawc 5 and 20 Mile Road District,Total trihalomethanes (TTHMs)†,15.9 ppb,0.15 ppb,80 ppb
Wvawc 5 and 20 Mile Road District,Trichloroacetic acid,0.350 ppb,0.1 ppb,
Wvawc 5 and 20 Mile Road District,Barium*,39.0 ppb,700 ppb,"2,000 ppb"
Wvawc 5 and 20 Mile Road District,Bromoform,0.583 ppb,0.5 ppb,
Wvawc 5 and 20 Mile Road District,Fluoride*,0.170 ppm,,4 ppm
Wvawc 5 and 20 Mile Road District,Monobromoacetic acid,0.550 ppb,25 ppb,
Wvawc 5 and 20 Mile Road District,Monochloroacetic acid*,0.985 ppb,53 ppb,
Wvawc 5 and 20 Mile Road District,Nitrite*,0.320 ppm,,1 ppm
Wvawc 5 and 20 Mile Road District,None,,,
Clay Co. P S D - Ivydale,Bromodichloromethane,6.50 ppb,0.06 ppb,
Clay Co. P S D - Ivydale,Chloroform,47.5 ppb,0.4 ppb,
Clay Co. P S D - Ivydale,Dibromochloromethane,0.433 ppb,0.1 ppb,
Clay Co. P S D - Ivydale,Dichloroacetic acid,16.9 ppb,0.2 ppb,
Clay Co. P S D - Ivydale,Haloacetic acids (HAA5)†,37.0 ppb,0.1 ppb,60 ppb
Clay Co. P S D - Ivydale,Manganese*,"2,260.0 ppb",100 ppb,
Clay Co. P S D - Ivydale,Total trihalomethanes (TTHMs)†,54.5 ppb,0.15 ppb,80 ppb
Clay Co. P S D - Ivydale,Trichloroacetic acid,18.6 ppb,0.1 ppb,
Clay Co. P S D - Ivydale,Aluminum*,806.0 ppb,600 ppb,
Clay Co. P S D - Ivydale,Barium*,35.4 ppb,700 ppb,"2,000 ppb"
Clay Co. P S D - Ivydale,Dibromoacetic acid*,0.0128 ppb,0.04 ppb,
Clay Co. P S D - Ivydale,Monochloroacetic acid,1.43 ppb,53 ppb,
Clay Co. P S D - Ivydale,Nitrate*,0.163 ppm,0.14 ppm,10 ppm
Clay Co. P S D - Ivydale,Nitrate and nitrite*,0.190 ppm,0.14 ppm,10 ppm
Clay Co. P S D - Ivydale,None,,,
Clay Co. P S D-triplett Ridge,Bromodichloromethane,5.54 ppb,0.06 ppb,
Clay Co. P S D-triplett Ridge,Chloroform,41.3 ppb,0.4 ppb,
Clay Co. P S D-triplett Ridge,Dibromochloromethane,0.397 ppb,0.1 ppb,
Clay Co. P S D-triplett Ridge,Dichloroacetic acid,12.0 ppb,0.2 ppb,
Clay Co. P S D-triplett Ridge,Haloacetic acids (HAA5)†,28.6 ppb,0.1 ppb,60 ppb
Clay Co. P S D-triplett Ridge,Manganese*,"2,260.0 ppb",100 ppb,
Clay Co. P S D-triplett Ridge,Total trihalomethanes (TTHMs)†,47.4 ppb,0.15 ppb,80 ppb
Clay Co. P S D-triplett Ridge,Trichloroacetic acid,15.3 ppb,0.1 ppb,
Clay Co. P S D-triplett Ridge,Aluminum*,806.0 ppb,600 ppb,
Clay Co. P S D-triplett Ridge,Barium*,35.4 ppb,700 ppb,"2,000 ppb"
Clay Co. P S D-triplett Ridge,Dibromoacetic acid*,0.0128 ppb,0.04 ppb,
Clay Co. P S D-triplett Ridge,Monobromoacetic acid,0.257 ppb,25 ppb,
Clay Co. P S D-triplett Ridge,Monochloroacetic acid,1.13 ppb,53 ppb,
Clay Co. P S D-triplett Ridge,Nitrate*,0.163 ppm,0.14 ppm,10 ppm
Clay Co. P S D-triplett Ridge,Nitrate and nitrite*,0.190 ppm,0.14 ppm,10 ppm
Clay Co. P S D-triplett Ridge,None,,,
Clay Co. Psd-hartland,Bromodichloromethane,6.05 ppb,0.06 ppb,
Clay Co. Psd-hartland,Chloroform,40.3 ppb,0.4 ppb,
Clay Co. Psd-hartland,Dibromochloromethane,0.471 ppb,0.1 ppb,
Clay Co. Psd-hartland,Dichloroacetic acid,16.7 ppb,0.2 ppb,
Clay Co. Psd-hartland,Haloacetic acids (HAA5)†,42.1 ppb,0.1 ppb,60 ppb
Clay Co. Psd-hartland,Manganese*,"2,260.0 ppb",100 ppb,
Clay Co. Psd-hartland,Total trihalomethanes (TTHMs)†,47.0 ppb,0.15 ppb,80 ppb
Clay Co. Psd-hartland,Trichloroacetic acid,23.7 ppb,0.1 ppb,
Clay Co. Psd-hartland,Aluminum*,806.0 ppb,600 ppb,
Clay Co. Psd-hartland,Barium*,35.4 ppb,700 ppb,"2,000 ppb"
Clay Co. Psd-hartland,Dibromoacetic acid*,0.0128 ppb,0.04 ppb,
Clay Co. Psd-hartland,Monochloroacetic acid,1.63 ppb,53 ppb,
Clay Co. Psd-hartland,Nitrate*,0.163 ppm,0.14 ppm,10 ppm
Clay Co. Psd-hartland,Nitrate and nitrite*,0.190 ppm,0.14 ppm,10 ppm
Clay Co. Psd-hartland,None,,,
Clay Water Department,Bromodichloromethane,5.93 ppb,0.06 ppb,
Clay Water Department,Chloroform,38.5 ppb,0.4 ppb,
Clay Water Department,Dibromochloromethane,0.520 ppb,0.1 ppb,
Clay Water Department,Dichloroacetic acid,19.8 ppb,0.2 ppb,
Clay Water Department,Haloacetic acids (HAA5)†,42.5 ppb,0.1 ppb,60 ppb
Clay Water Department,Manganese,"2,260.0 ppb",100 ppb,
Clay Water Department,Total trihalomethanes (TTHMs)†,45.0 ppb,0.15 ppb,80 ppb
Clay Water Department,Trichloroacetic acid,20.7 ppb,0.1 ppb,
Clay Water Department,Aluminum,806.0 ppb,600 ppb,
Clay Water Department,Barium,35.4 ppb,700 ppb,"2,000 ppb"
Clay Water Department,Dibromoacetic acid,0.0128 ppb,0.04 ppb,
Clay Water Department,Monochloroacetic acid,1.94 ppb,53 ppb,
Clay Water Department,Nitrate,0.163 ppm,0.14 ppm,10 ppm
Clay Water Department,Nitrate and nitrite,0.190 ppm,0.14 ppm,10 ppm
Clay Water Department,None,,,
Clay-roane Psd (procious District),Bromodichloromethane,2.93 ppb,0.06 ppb,
Clay-roane Psd (procious District),Chloroform,11.8 ppb,0.4 ppb,
Clay-roane Psd (procious District),Dibromochloromethane,0.330 ppb,0.1 ppb,
Clay-roane Psd (procious District),Dichloroacetic acid,9.74 ppb,0.2 ppb,
Clay-roane Psd (procious District),Haloacetic acids (HAA5)†,22.0 ppb,0.1 ppb,60 ppb
Clay-roane Psd (procious District),Nitrate,0.364 ppm,0.14 ppm,10 ppm
Clay-roane Psd (procious District),"Radium, combined (-226 &amp; -228)",0.10 pCi/L,0.05 pCi/L,5 pCi/L
Clay-roane Psd (procious District),Total trihalomethanes (TTHMs)†,15.0 ppb,0.15 ppb,80 ppb
Clay-roane Psd (procious District),Trichloroacetic acid,8.09 ppb,0.1 ppb,
Clay-roane Psd (procious District),Barium,30.1 ppb,700 ppb,"2,000 ppb"
Clay-roane Psd (procious District),Bromoform,0.0122 ppb,0.5 ppb,
Clay-roane Psd (procious District),Monobromoacetic acid,0.937 ppb,25 ppb,
Clay-roane Psd (procious District),Monochloroacetic acid,3.24 ppb,53 ppb,
Clay-roane Psd (procious District),Xylenes (total),0.527 ppb,"1,800 ppb","10,000 ppb"
Clay-roane Psd (procious District),None,,,
Birch River Psd,Bromodichloromethane,7.17 ppb,0.06 ppb,
Birch River Psd,Chloroform,51.9 ppb,0.4 ppb,
Birch River Psd,Dibromochloromethane,1.10 ppb,0.1 ppb,
Birch River Psd,Dichloroacetic acid,10.1 ppb,0.2 ppb,
Birch River Psd,Haloacetic acids (HAA5)†,24.8 ppb,0.1 ppb,60 ppb
Birch River Psd,Nitrate*,0.326 ppm,0.14 ppm,10 ppm
Birch River Psd,Nitrate and nitrite*,0.550 ppm,0.14 ppm,10 ppm
Birch River Psd,"Radium, combined (-226 &amp; -228)*",0.56 pCi/L,0.05 pCi/L,5 pCi/L
Birch River Psd,Total trihalomethanes (TTHMs)†,60.2 ppb,0.15 ppb,80 ppb
Birch River Psd,Trichloroacetic acid,13.1 ppb,0.1 ppb,
Birch River Psd,Barium*,25.5 ppb,700 ppb,"2,000 ppb"
Birch River Psd,Bromoform*,0.00837 ppb,0.5 ppb,
Birch River Psd,Cyanide*,3.17 ppb,,200 ppb
Birch River Psd,Dibromoacetic acid,0.0242 ppb,0.04 ppb,
Birch River Psd,Fluoride*,0.564 ppm,,4 ppm
Birch River Psd,Monobromoacetic acid*,0.506 ppb,25 ppb,
Birch River Psd,Monochloroacetic acid,1.51 ppb,53 ppb,
Birch River Psd,None,,,
Craigsville Psd,Bromodichloromethane,3.34 ppb,0.06 ppb,
Craigsville Psd,Chloroform,21.3 ppb,0.4 ppb,
Craigsville Psd,Dichloroacetic acid,11.4 ppb,0.2 ppb,
Craigsville Psd,Haloacetic acids (HAA5)†,29.1 ppb,0.1 ppb,60 ppb
Craigsville Psd,"Radium, combined (-226 &amp; -228)",0.65 pCi/L,0.05 pCi/L,5 pCi/L
Craigsville Psd,Total trihalomethanes (TTHMs)†,24.8 ppb,0.15 ppb,80 ppb
Craigsville Psd,Trichloroacetic acid,13.2 ppb,0.1 ppb,
Craigsville Psd,Barium,21.7 ppb,700 ppb,"2,000 ppb"
Craigsville Psd,Cyanide,2.00 ppb,,200 ppb
Craigsville Psd,Di(2-ethylhexyl) phthalate,0.250 ppb,3 ppb,6 ppb
Craigsville Psd,Dibromoacetic acid,0.0369 ppb,0.04 ppb,
Craigsville Psd,Dibromochloromethane,0.173 ppb,0.1 ppb,
Craigsville Psd,Fluoride,0.676 ppm,,4 ppm
Craigsville Psd,Monobromoacetic acid,1.36 ppb,25 ppb,
Craigsville Psd,Monochloroacetic acid,3.15 ppb,53 ppb,
Craigsville Psd,Nitrate,0.150 ppm,0.14 ppm,10 ppm
Craigsville Psd,Nitrate and nitrite,0.140 ppm,0.14 ppm,10 ppm
Craigsville Psd,None,,,
Fenwick Mountain Psd,Arsenic*,0.283 ppb,0.004 ppb,10 ppb
Fenwick Mountain Psd,Bromodichloromethane,2.84 ppb,0.06 ppb,
Fenwick Mountain Psd,Chloroform,38.2 ppb,0.4 ppb,
Fenwick Mountain Psd,Dichloroacetic acid,18.4 ppb,0.2 ppb,
Fenwick Mountain Psd,Haloacetic acids (HAA5)†,46.5 ppb,0.1 ppb,60 ppb
Fenwick Mountain Psd,Nitrate*,0.372 ppm,0.14 ppm,10 ppm
Fenwick Mountain Psd,Nitrate and nitrite*,0.330 ppm,0.14 ppm,10 ppm
Fenwick Mountain Psd,"Radium, combined (-226 &amp; -228)*",1.31 pCi/L,0.05 pCi/L,5 pCi/L
Fenwick Mountain Psd,Total trihalomethanes (TTHMs)†,41.1 ppb,0.15 ppb,80 ppb
Fenwick Mountain Psd,Trichloroacetic acid,26.4 ppb,0.1 ppb,
Fenwick Mountain Psd,Antimony*,0.0500 ppb,1 ppb,6 ppb
Fenwick Mountain Psd,Barium*,18.6 ppb,700 ppb,"2,000 ppb"
Fenwick Mountain Psd,Dibromochloromethane*,0.0657 ppb,0.1 ppb,
Fenwick Mountain Psd,Fluoride*,0.549 ppm,,4 ppm
Fenwick Mountain Psd,Monobromoacetic acid,0.435 ppb,25 ppb,
Fenwick Mountain Psd,Monochloroacetic acid,1.29 ppb,53 ppb,
Fenwick Mountain Psd,None,,,
Nettie Leivasy Psd,Bromodichloromethane,4.65 ppb,0.06 ppb,
Nettie Leivasy Psd,Chloroform,28.7 ppb,0.4 ppb,
Nettie Leivasy Psd,Dibromoacetic acid,0.0880 ppb,0.04 ppb,
Nettie Leivasy Psd,Dibromochloromethane,0.490 ppb,0.1 ppb,
Nettie Leivasy Psd,Dichloroacetic acid,18.0 ppb,0.2 ppb,
Nettie Leivasy Psd,Haloacetic acids (HAA5)†,40.2 ppb,0.1 ppb,60 ppb
Nettie Leivasy Psd,Nitrate,0.527 ppm,0.14 ppm,10 ppm
Nettie Leivasy Psd,Nitrate and nitrite,0.520 ppm,0.14 ppm,10 ppm
Nettie Leivasy Psd,Total trihalomethanes (TTHMs)†,33.9 ppb,0.15 ppb,80 ppb
Nettie Leivasy Psd,Trichloroacetic acid,19.3 ppb,0.1 ppb,
Nettie Leivasy Psd,Antimony,0.0833 ppb,1 ppb,6 ppb
Nettie Leivasy Psd,Barium,34.0 ppb,700 ppb,"2,000 ppb"
Nettie Leivasy Psd,Bromoform,0.00551 ppb,0.5 ppb,
Nettie Leivasy Psd,Fluoride,0.0283 ppm,,4 ppm
Nettie Leivasy Psd,Monobromoacetic acid,0.245 ppb,25 ppb,
Nettie Leivasy Psd,Monochloroacetic acid,2.58 ppb,53 ppb,
Nettie Leivasy Psd,Xylenes (total),0.178 ppb,"1,800 ppb","10,000 ppb"
Nettie Leivasy Psd,None,,,
Richwood Water Department,Arsenic,0.283 ppb,0.004 ppb,10 ppb
Richwood Water Department,Bromodichloromethane,2.27 ppb,0.06 ppb,
Richwood Water Department,Chloroform,22.0 ppb,0.4 ppb,
Richwood Water Department,Dichloroacetic acid,14.3 ppb,0.2 ppb,
Richwood Water Department,Haloacetic acids (HAA5)†,33.9 ppb,0.1 ppb,60 ppb
Richwood Water Department,Nitrate,0.372 ppm,0.14 ppm,10 ppm
Richwood Water Department,Nitrate and nitrite,0.330 ppm,0.14 ppm,10 ppm
Richwood Water Department,"Radium, combined (-226 &amp; -228)",1.31 pCi/L,0.05 pCi/L,5 pCi/L
Richwood Water Department,Total trihalomethanes (TTHMs)†,24.4 ppb,0.15 ppb,80 ppb
Richwood Water Department,Trichloroacetic acid,15.3 ppb,0.1 ppb,
Richwood Water Department,Antimony,0.0500 ppb,1 ppb,6 ppb
Richwood Water Department,Barium,18.6 ppb,700 ppb,"2,000 ppb"
Richwood Water Department,Dibromochloromethane,0.0657 ppb,0.1 ppb,
Richwood Water Department,Fluoride,0.549 ppm,,4 ppm
