Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Hayden Water Works,Chromium (hexavalent)*,0.310 ppb,0.02 ppb,
Hayden Water Works,Dibromochloromethane*,1.18 ppb,0.1 ppb,
Hayden Water Works,Haloacetic acids (HAA5)†,1.77 ppb,0.1 ppb,60 ppb
Hayden Water Works,Haloacetic acids (HAA9)*†,4.70 ppb,0.06 ppb,
Hayden Water Works,Nitrate*,1.11 ppm,0.14 ppm,10 ppm
Hayden Water Works,Nitrate and nitrite*,1.17 ppm,0.14 ppm,10 ppm
Hayden Water Works,Total trihalomethanes (TTHMs)†,5.41 ppb,0.15 ppb,80 ppb
Hayden Water Works,Aluminum*,4.29 ppb,600 ppb,
Hayden Water Works,Barium*,15.7 ppb,700 ppb,"2,000 ppb"
Hayden Water Works,Chlorate*,94.7 ppb,210 ppb,
Hayden Water Works,Chromium (total)*,0.238 ppb,,100 ppb
Hayden Water Works,Strontium*,0.0733 ppb,"1,500 ppb",
Hayden Water Works,Vanadium*,0.0275 ppb,21 ppb,
Nectar Water System,Bromodichloromethane,0.320 ppb,0.06 ppb,
Nectar Water System,Chloroform,0.823 ppb,0.4 ppb,
Nectar Water System,Haloacetic acids (HAA5)†,1.76 ppb,0.1 ppb,60 ppb
Nectar Water System,Nitrate,0.307 ppm,0.14 ppm,10 ppm
Nectar Water System,Nitrate and nitrite,0.990 ppm,0.14 ppm,10 ppm
Nectar Water System,Total trihalomethanes (TTHMs)†,5.19 ppb,0.15 ppb,80 ppb
Nectar Water System,Barium,363.0 ppb,700 ppb,"2,000 ppb"
Nectar Water System,Bromomethane,0.500 ppb,,
Nectar Water System,Chloromethane,3.10 ppb,2.69 ppb,
Nectar Water System,Manganese,18.3 ppb,100 ppb,
Nectar Water System,Nitrite,0.0696 ppm,,1 ppm
Nectar Water System,None,,,
Oneonta Utilities Board,Bromodichloromethane,0.974 ppb,0.06 ppb,
Oneonta Utilities Board,Chloroform,2.80 ppb,0.4 ppb,
Oneonta Utilities Board,Chromium (hexavalent),0.269 ppb,0.02 ppb,
Oneonta Utilities Board,Dibromochloromethane,0.377 ppb,0.1 ppb,
Oneonta Utilities Board,Haloacetic acids (HAA5)†,10.9 ppb,0.1 ppb,60 ppb
Oneonta Utilities Board,Haloacetic acids (HAA9)†,18.6 ppb,0.06 ppb,
Oneonta Utilities Board,Nitrate,0.792 ppm,0.14 ppm,10 ppm
Oneonta Utilities Board,Nitrate and nitrite,0.708 ppm,0.14 ppm,10 ppm
Oneonta Utilities Board,Total trihalomethanes (TTHMs)†,21.1 ppb,0.15 ppb,80 ppb
Oneonta Utilities Board,Aluminum,22.0 ppb,600 ppb,
Oneonta Utilities Board,Barium,18.5 ppb,700 ppb,"2,000 ppb"
Oneonta Utilities Board,Chlorate,115.2 ppb,210 ppb,
Oneonta Utilities Board,Chromium (total),0.594 ppb,,100 ppb
Oneonta Utilities Board,Manganese,2.90 ppb,100 ppb,
Oneonta Utilities Board,Strontium,0.0391 ppb,"1,500 ppb",
Oneonta Utilities Board,Vanadium,0.331 ppb,21 ppb,
Oneonta Utilities Board,None,,,
Pine Bluff Water Authority,Haloacetic acids (HAA5)†,17.1 ppb,0.1 ppb,60 ppb
Pine Bluff Water Authority,Total trihalomethanes (TTHMs)†,28.8 ppb,0.15 ppb,80 ppb
Remlap-Pine Mountain Water Authority,Haloacetic acids (HAA5)†,11.4 ppb,0.1 ppb,60 ppb
Remlap-Pine Mountain Water Authority,Total trihalomethanes (TTHMs)†,18.6 ppb,0.15 ppb,80 ppb
Snead Water Works,Haloacetic acids (HAA5)†,3.44 ppb,0.1 ppb,60 ppb
Snead Water Works,Nitrate,0.383 ppm,0.14 ppm,10 ppm
Snead Water Works,Total trihalomethanes (TTHMs)†,7.00 ppb,0.15 ppb,80 ppb
Snead Water Works,Aluminum,7.90 ppb,600 ppb,
Snead Water Works,Barium,504.5 ppb,700 ppb,"2,000 ppb"
Snead Water Works,Chromium (total),0.555 ppb,,100 ppb
Snead Water Works,Manganese,25.7 ppb,100 ppb,
Snead Water Works,None,,,
Central Talladega County Water Authority,Bromodichloromethane,0.146 ppb,0.06 ppb,
Central Talladega County Water Authority,Haloacetic acids (HAA5)†,0.438 ppb,0.1 ppb,60 ppb
Central Talladega County Water Authority,Nitrate,1.04 ppm,0.14 ppm,10 ppm
Central Talladega County Water Authority,Nitrate and nitrite,1.25 ppm,0.14 ppm,10 ppm
Central Talladega County Water Authority,"Radium, combined (-226 &amp; -228)",0.40 pCi/L,0.05 pCi/L,5 pCi/L
Central Talladega County Water Authority,Total trihalomethanes (TTHMs)†,3.22 ppb,0.15 ppb,80 ppb
Central Talladega County Water Authority,Aluminum,350.4 ppb,600 ppb,
Central Talladega County Water Authority,Antimony,0.132 ppb,1 ppb,6 ppb
Central Talladega County Water Authority,Barium,22.9 ppb,700 ppb,"2,000 ppb"
Central Talladega County Water Authority,Bromobenzene,0.0186 ppb,,
Central Talladega County Water Authority,Chloroform,0.367 ppb,0.4 ppb,
Central Talladega County Water Authority,Dibromochloromethane,0.0836 ppb,0.1 ppb,
Central Talladega County Water Authority,Ethylbenzene,0.0214 ppb,300 ppb,700 ppb
Central Talladega County Water Authority,Fluoride,0.148 ppm,,4 ppm
Central Talladega County Water Authority,Selenium,0.194 ppb,30 ppb,50 ppb
Central Talladega County Water Authority,Styrene,0.0157 ppb,0.5 ppb,100 ppb
Central Talladega County Water Authority,Toluene,0.0179 ppb,150 ppb,"1,000 ppb"
Central Talladega County Water Authority,Xylenes (total),0.0475 ppb,"1,800 ppb","10,000 ppb"
Central Talladega County Water Authority,None,,,
Childersburg Water & Sewer Board,Haloacetic acids (HAA5)†,1.92 ppb,0.1 ppb,60 ppb
Childersburg Water & Sewer Board,Nitrate,0.658 ppm,0.14 ppm,10 ppm
Childersburg Water & Sewer Board,Nitrate and nitrite,0.658 ppm,0.14 ppm,10 ppm
Childersburg Water & Sewer Board,Tetrachloroethylene (perchloroethylene),0.163 ppb,0.06 ppb,5 ppb
Childersburg Water & Sewer Board,Total trihalomethanes (TTHMs)†,1.35 ppb,0.15 ppb,80 ppb
Childersburg Water & Sewer Board,Barium,14.3 ppb,700 ppb,"2,000 ppb"
Childersburg Water & Sewer Board,Chloroform,0.0296 ppb,0.4 ppb,
Childersburg Water & Sewer Board,Fluoride,0.198 ppm,,4 ppm
Childersburg Water & Sewer Board,None,,,
City of Talladega Water and Sewer Board,Bromodichloromethane,0.232 ppb,0.06 ppb,
City of Talladega Water and Sewer Board,Chloroform,1.12 ppb,0.4 ppb,
City of Talladega Water and Sewer Board,Chromium (hexavalent),0.156 ppb,0.02 ppb,
City of Talladega Water and Sewer Board,Haloacetic acids (HAA5)†,8.52 ppb,0.1 ppb,60 ppb
City of Talladega Water and Sewer Board,Haloacetic acids (HAA9)†,11.8 ppb,0.06 ppb,
City of Talladega Water and Sewer Board,Nitrate,1.10 ppm,0.14 ppm,10 ppm
City of Talladega Water and Sewer Board,Nitrate and nitrite,1.13 ppm,0.14 ppm,10 ppm
City of Talladega Water and Sewer Board,"Radium, combined (-226 &amp; -228)",1.01 pCi/L,0.05 pCi/L,5 pCi/L
City of Talladega Water and Sewer Board,Total trihalomethanes (TTHMs)†,12.2 ppb,0.15 ppb,80 ppb
City of Talladega Water and Sewer Board,"1,1-Dichloroethane",0.00526 ppb,3 ppb,
City of Talladega Water and Sewer Board,"1,4-Dioxane",0.110 ppb,0.35 ppb,
City of Talladega Water and Sewer Board,Aluminum,0.208 ppb,600 ppb,
City of Talladega Water and Sewer Board,Barium,56.1 ppb,700 ppb,"2,000 ppb"
City of Talladega Water and Sewer Board,Chromium (total),0.125 ppb,,100 ppb
City of Talladega Water and Sewer Board,Dibromochloromethane,0.0347 ppb,0.1 ppb,
City of Talladega Water and Sewer Board,Fluoride,0.782 ppm,,4 ppm
City of Talladega Water and Sewer Board,Manganese,0.896 ppb,100 ppb,
City of Talladega Water and Sewer Board,MTBE,0.0143 ppb,13 ppb,
City of Talladega Water and Sewer Board,Strontium,0.0839 ppb,"1,500 ppb",
City of Talladega Water and Sewer Board,Tetrachloroethylene (perchloroethylene),0.0203 ppb,0.06 ppb,5 ppb
City of Talladega Water and Sewer Board,Toluene,0.0141 ppb,150 ppb,"1,000 ppb"
City of Talladega Water and Sewer Board,Trichloroethylene,0.0188 ppb,0.4 ppb,5 ppb
City of Talladega Water and Sewer Board,Vanadium,0.0863 ppb,21 ppb,
City of Talladega Water and Sewer Board,None,,,
Fayetteville Water Authority,Haloacetic acids (HAA5)†,1.87 ppb,0.1 ppb,60 ppb
Fayetteville Water Authority,Nitrate,0.895 ppm,0.14 ppm,10 ppm
Fayetteville Water Authority,Nitrate and nitrite,0.845 ppm,0.14 ppm,10 ppm
Fayetteville Water Authority,Total trihalomethanes (TTHMs)†,2.89 ppb,0.15 ppb,80 ppb
Fayetteville Water Authority,Barium,9.00 ppb,700 ppb,"2,000 ppb"
Fayetteville Water Authority,Ethylene dibromide,0 ppb,0.01 ppb,0.05 ppb
Fayetteville Water Authority,None,,,
"Lincoln, City of",Bromodichloromethane,0.293 ppb,0.06 ppb,
"Lincoln, City of",Haloacetic acids (HAA5)†,0.566 ppb,0.1 ppb,60 ppb
"Lincoln, City of",Nitrate,0.827 ppm,0.14 ppm,10 ppm
"Lincoln, City of",Nitrate and nitrite,0.817 ppm,0.14 ppm,10 ppm
"Lincoln, City of","Radium, combined (-226 &amp; -228)",0.61 pCi/L,0.05 pCi/L,5 pCi/L
"Lincoln, City of",Total trihalomethanes (TTHMs)†,0.609 ppb,0.15 ppb,80 ppb
"Lincoln, City of",Aluminum,10.00 ppb,600 ppb,
"Lincoln, City of",Barium,3.33 ppb,700 ppb,"2,000 ppb"
"Lincoln, City of",Chloroform,0.518 ppb,0.4 ppb,
"Lincoln, City of",Dibromochloromethane,0.164 ppb,0.1 ppb,
"Lincoln, City of",None,,,
Munford Water Authority Inc.,Bromodichloromethane,0.157 ppb,0.06 ppb,
Munford Water Authority Inc.,Nitrate,0.916 ppm,0.14 ppm,10 ppm
Munford Water Authority Inc.,Nitrate and nitrite,0.965 ppm,0.14 ppm,10 ppm
Munford Water Authority Inc.,Total trihalomethanes (TTHMs)†,1.13 ppb,0.15 ppb,80 ppb
Munford Water Authority Inc.,Aluminum,1.50 ppb,600 ppb,
Munford Water Authority Inc.,Barium,9.50 ppb,700 ppb,"2,000 ppb"
Munford Water Authority Inc.,Chloroform,0.386 ppb,0.4 ppb,
Munford Water Authority Inc.,Dibromochloromethane,0.0714 ppb,0.1 ppb,
Munford Water Authority Inc.,None,,,
Sycamore Water and Sewer Authority,Nitrate,0.588 ppm,0.14 ppm,10 ppm
Sycamore Water and Sewer Authority,Nitrate and nitrite,0.710 ppm,0.14 ppm,10 ppm
Sycamore Water and Sewer Authority,Total trihalomethanes (TTHMs)†,0.914 ppb,0.15 ppb,80 ppb
Sycamore Water and Sewer Authority,Aluminum,1.000 ppb,600 ppb,
Sycamore Water and Sewer Authority,Barium,14.7 ppb,700 ppb,"2,000 ppb"
Sycamore Water and Sewer Authority,Haloacetic acids (HAA5)†,0.0714 ppb,0.1 ppb,60 ppb
Sycamore Water and Sewer Authority,None,,,
Sylacauga Utilities Board,Arsenic,0.0900 ppb,0.004 ppb,10 ppb
Sylacauga Utilities Board,Bromodichloromethane,0.498 ppb,0.06 ppb,
Sylacauga Utilities Board,Chloroform,13.1 ppb,0.4 ppb,
Sylacauga Utilities Board,Chromium (hexavalent),0.0926 ppb,0.02 ppb,
Sylacauga Utilities Board,Haloacetic acids (HAA5)†,11.6 ppb,0.1 ppb,60 ppb
Sylacauga Utilities Board,Haloacetic acids (HAA9)†,16.9 ppb,0.06 ppb,
Sylacauga Utilities Board,Nitrate,0.641 ppm,0.14 ppm,10 ppm
Sylacauga Utilities Board,Nitrate and nitrite,0.497 ppm,0.14 ppm,10 ppm
Sylacauga Utilities Board,"Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
Sylacauga Utilities Board,Tetrachloroethylene (perchloroethylene),1.32 ppb,0.06 ppb,5 ppb
Sylacauga Utilities Board,Total trihalomethanes (TTHMs)†,13.9 ppb,0.15 ppb,80 ppb
Sylacauga Utilities Board,"1,1-Dichloroethane",0.00216 ppb,3 ppb,
Sylacauga Utilities Board,"1,4-Dioxane",0.0800 ppb,0.35 ppb,
Sylacauga Utilities Board,Aluminum,10.4 ppb,600 ppb,
Sylacauga Utilities Board,Antimony,0.161 ppb,1 ppb,6 ppb
Sylacauga Utilities Board,Barium,12.4 ppb,700 ppb,"2,000 ppb"
Sylacauga Utilities Board,Chlorate,34.9 ppb,210 ppb,
Sylacauga Utilities Board,Chromium (total),0.198 ppb,,100 ppb
Sylacauga Utilities Board,"cis-1,2-Dichloroethylene",0.0164 ppb,,70 ppb
Sylacauga Utilities Board,Dibromochloromethane,0.0961 ppb,0.1 ppb,
Sylacauga Utilities Board,Fluoride,0.841 ppm,,4 ppm
Sylacauga Utilities Board,Manganese,3.29 ppb,100 ppb,
Sylacauga Utilities Board,Nitrite,0.00300 ppm,,1 ppm
Sylacauga Utilities Board,Selenium,0.256 ppb,30 ppb,50 ppb
Sylacauga Utilities Board,Strontium,0.0367 ppb,"1,500 ppb",
Sylacauga Utilities Board,Trichloroethylene,0.0414 ppb,0.4 ppb,5 ppb
Sylacauga Utilities Board,Vanadium,0.0919 ppb,21 ppb,
Sylacauga Utilities Board,None,,,
Central Talladega County Water Authority,Bromodichloromethane,0.146 ppb,0.06 ppb,
Central Talladega County Water Authority,Haloacetic acids (HAA5)†,0.438 ppb,0.1 ppb,60 ppb
Central Talladega County Water Authority,Nitrate,1.04 ppm,0.14 ppm,10 ppm
Central Talladega County Water Authority,Nitrate and nitrite,1.25 ppm,0.14 ppm,10 ppm
Central Talladega County Water Authority,"Radium, combined (-226 &amp; -228)",0.40 pCi/L,0.05 pCi/L,5 pCi/L
Central Talladega County Water Authority,Total trihalomethanes (TTHMs)†,3.22 ppb,0.15 ppb,80 ppb
Central Talladega County Water Authority,Aluminum,350.4 ppb,600 ppb,
Central Talladega County Water Authority,Antimony,0.132 ppb,1 ppb,6 ppb
Central Talladega County Water Authority,Barium,22.9 ppb,700 ppb,"2,000 ppb"
Central Talladega County Water Authority,Bromobenzene,0.0186 ppb,,
Central Talladega County Water Authority,Chloroform,0.367 ppb,0.4 ppb,
Central Talladega County Water Authority,Dibromochloromethane,0.0836 ppb,0.1 ppb,
Central Talladega County Water Authority,Ethylbenzene,0.0214 ppb,300 ppb,700 ppb
Central Talladega County Water Authority,Fluoride,0.148 ppm,,4 ppm
Central Talladega County Water Authority,Selenium,0.194 ppb,30 ppb,50 ppb
Central Talladega County Water Authority,Styrene,0.0157 ppb,0.5 ppb,100 ppb
Central Talladega County Water Authority,Toluene,0.0179 ppb,150 ppb,"1,000 ppb"
Central Talladega County Water Authority,Xylenes (total),0.0475 ppb,"1,800 ppb","10,000 ppb"
Central Talladega County Water Authority,None,,,
Talladega-shelby Water Treatment Plant,Bromodichloromethane,1.91 ppb,0.06 ppb,
Talladega-shelby Water Treatment Plant,Chlorite,345.7 ppb,50 ppb,"1,000 ppb"
Talladega-shelby Water Treatment Plant,Chloroform,5.67 ppb,0.4 ppb,
Talladega-shelby Water Treatment Plant,Haloacetic acids (HAA5)†,8.58 ppb,0.1 ppb,60 ppb
Talladega-shelby Water Treatment Plant,Nitrate,0.468 ppm,0.14 ppm,10 ppm
Talladega-shelby Water Treatment Plant,Nitrate and nitrite,0.468 ppm,0.14 ppm,10 ppm
Talladega-shelby Water Treatment Plant,Total trihalomethanes (TTHMs)†,16.1 ppb,0.15 ppb,80 ppb
Talladega-shelby Water Treatment Plant,Fluoride,0.580 ppm,,4 ppm
Talladega-shelby Water Treatment Plant,None,,,
Waldo Water System,Bromodichloromethane*,0.232 ppb,0.06 ppb,
Waldo Water System,Chloroform*,1.12 ppb,0.4 ppb,
Waldo Water System,Chromium (hexavalent)*,0.156 ppb,0.02 ppb,
Waldo Water System,Haloacetic acids (HAA5)†,28.6 ppb,0.1 ppb,60 ppb
Waldo Water System,Haloacetic acids (HAA9)*†,11.8 ppb,0.06 ppb,
Waldo Water System,Nitrate*,1.10 ppm,0.14 ppm,10 ppm
Waldo Water System,Nitrate and nitrite*,1.13 ppm,0.14 ppm,10 ppm
Waldo Water System,"Radium, combined (-226 &amp; -228)*",1.01 pCi/L,0.05 pCi/L,5 pCi/L
Waldo Water System,Total trihalomethanes (TTHMs)†,43.4 ppb,0.15 ppb,80 ppb
Waldo Water System,"1,1-Dichloroethane*",0.00526 ppb,3 ppb,
Waldo Water System,"1,4-Dioxane*",0.110 ppb,0.35 ppb,
Waldo Water System,Aluminum*,0.208 ppb,600 ppb,
Waldo Water System,Barium*,56.1 ppb,700 ppb,"2,000 ppb"
Waldo Water System,Chromium (total)*,0.125 ppb,,100 ppb
Waldo Water System,Dibromochloromethane*,0.0347 ppb,0.1 ppb,
Waldo Water System,Fluoride*,0.782 ppm,,4 ppm
Waldo Water System,Manganese*,0.896 ppb,100 ppb,
Waldo Water System,MTBE*,0.0143 ppb,13 ppb,
Waldo Water System,Strontium*,0.0839 ppb,"1,500 ppb",
Waldo Water System,Tetrachloroethylene (perchloroethylene)*,0.0203 ppb,0.06 ppb,5 ppb
Waldo Water System,Toluene*,0.0141 ppb,150 ppb,"1,000 ppb"
Waldo Water System,Trichloroethylene*,0.0188 ppb,0.4 ppb,5 ppb
Waldo Water System,Vanadium*,0.0863 ppb,21 ppb,
Central Water Works Inc.,Arsenic,0.1000 ppb,0.004 ppb,10 ppb
Central Water Works Inc.,Chromium (hexavalent),0.384 ppb,0.02 ppb,
Central Water Works Inc.,Nitrate,2.09 ppm,0.14 ppm,10 ppm
Central Water Works Inc.,"Radium, combined (-226 &amp; -228)",2.85 pCi/L,0.05 pCi/L,5 pCi/L
Central Water Works Inc.,Tetrachloroethylene (perchloroethylene),0.226 ppb,0.06 ppb,5 ppb
Central Water Works Inc.,Total trihalomethanes (TTHMs)†,0.610 ppb,0.15 ppb,80 ppb
Central Water Works Inc.,Aluminum,194.5 ppb,600 ppb,
Central Water Works Inc.,Barium,53.5 ppb,700 ppb,"2,000 ppb"
Central Water Works Inc.,Chlorate,297.5 ppb,210 ppb,
Central Water Works Inc.,Chromium (total),0.228 ppb,,100 ppb
Central Water Works Inc.,Cobalt,0.525 ppb,70 ppb,
Central Water Works Inc.,Manganese,8.41 ppb,100 ppb,
Central Water Works Inc.,Silver,0.367 ppb,,
Central Water Works Inc.,Strontium,0.0198 ppb,"1,500 ppb",
Central Water Works Inc.,Thallium,0.0333 ppb,0.1 ppb,2 ppb
Central Water Works Inc.,None,,,
Calvert Beach - Decatur Street,Arsenic,2.17 ppb,0.004 ppb,10 ppb
Calvert Beach - Decatur Street,Bromodichloromethane,0.930 ppb,0.06 ppb,
Calvert Beach - Decatur Street,Chloroform,1.33 ppb,0.4 ppb,
Calvert Beach - Decatur Street,Dibromochloromethane,0.570 ppb,0.1 ppb,
Calvert Beach - Decatur Street,Total trihalomethanes (TTHMs)†,2.28 ppb,0.15 ppb,80 ppb
Calvert Beach - Decatur Street,Fluoride,0.270 ppm,,4 ppm
Calvert Beach - Decatur Street,None,,,
Cullman County Water Department,Chromium (hexavalent),0.0863 ppb,0.02 ppb,
Cullman County Water Department,Haloacetic acids (HAA5)†,32.7 ppb,0.1 ppb,60 ppb
Cullman County Water Department,Haloacetic acids (HAA9)†,44.2 ppb,0.06 ppb,
Cullman County Water Department,Total trihalomethanes (TTHMs)†,43.5 ppb,0.15 ppb,80 ppb
Cullman County Water Department,Chlorate,382.5 ppb,210 ppb,
Cullman County Water Department,Chromium (total)*,0.113 ppb,,100 ppb
Cullman County Water Department,Manganese,7.45 ppb,100 ppb,
Cullman County Water Department,Oxyfluorfen,0.0133 ppb,,
Cullman County Water Department,Permethrin,0.0200 ppb,,
Cullman County Water Department,Strontium,0.0303 ppb,"1,500 ppb",
Cullman County Water Department,Vanadium,0.1000 ppb,21 ppb,
Cullman County Water Department,None,,,
Arab Water Works Board,Bromodichloromethane,2.89 ppb,0.06 ppb,
Arab Water Works Board,Chloroform,5.06 ppb,0.4 ppb,
Arab Water Works Board,Chromium (hexavalent),0.193 ppb,0.02 ppb,
Arab Water Works Board,Dibromochloromethane,1.20 ppb,0.1 ppb,
Arab Water Works Board,Haloacetic acids (HAA5)†,16.8 ppb,0.1 ppb,60 ppb
Arab Water Works Board,Haloacetic acids (HAA9)†,19.6 ppb,0.06 ppb,
Arab Water Works Board,Nitrate,0.335 ppm,0.14 ppm,10 ppm
Arab Water Works Board,Nitrate and nitrite,0.335 ppm,0.14 ppm,10 ppm
Arab Water Works Board,Total trihalomethanes (TTHMs)†,37.6 ppb,0.15 ppb,80 ppb
Arab Water Works Board,"1,4-Dioxane",0.108 ppb,0.35 ppb,
Arab Water Works Board,Aluminum,37.5 ppb,600 ppb,
Arab Water Works Board,Barium,4.50 ppb,700 ppb,"2,000 ppb"
Arab Water Works Board,Chlorate,46.9 ppb,210 ppb,
Arab Water Works Board,Chromium (total),0.107 ppb,,100 ppb
Arab Water Works Board,Fluoride,0.250 ppm,,4 ppm
Arab Water Works Board,Manganese,0.680 ppb,100 ppb,
Arab Water Works Board,Strontium,0.0745 ppb,"1,500 ppb",
Arab Water Works Board,Vanadium,0.538 ppb,21 ppb,
Arab Water Works Board,None,,,
City of Cullman Water Works,Bromodichloromethane*,1.38 ppb,0.06 ppb,
City of Cullman Water Works,Chlorite*,532.0 ppb,50 ppb,"1,000 ppb"
City of Cullman Water Works,Chloroform*,4.83 ppb,0.4 ppb,
City of Cullman Water Works,Chromium (hexavalent),0.140 ppb,0.02 ppb,
City of Cullman Water Works,Haloacetic acids (HAA5)†,29.4 ppb,0.1 ppb,60 ppb
City of Cullman Water Works,Haloacetic acids (HAA9)†,36.7 ppb,0.06 ppb,
City of Cullman Water Works,Nitrate*,0.789 ppm,0.14 ppm,10 ppm
City of Cullman Water Works,Nitrate and nitrite*,0.789 ppm,0.14 ppm,10 ppm
City of Cullman Water Works,Total trihalomethanes (TTHMs)†,40.2 ppb,0.15 ppb,80 ppb
City of Cullman Water Works,"2,4-D*",0.1000 ppb,20 ppb,70 ppb
City of Cullman Water Works,Aluminum*,18.3 ppb,600 ppb,
City of Cullman Water Works,Barium*,22.9 ppb,700 ppb,"2,000 ppb"
City of Cullman Water Works,Chlorate,315.0 ppb,210 ppb,
City of Cullman Water Works,Chromium (total),0.113 ppb,,100 ppb
City of Cullman Water Works,Fluoride*,0.543 ppm,,4 ppm
City of Cullman Water Works,Manganese,3.88 ppb,100 ppb,
City of Cullman Water Works,"Radium, combined (-226 &amp; -228)*",0.09 pCi/L,0.05 pCi/L,5 pCi/L
City of Cullman Water Works,Strontium,0.0296 ppb,"1,500 ppb",
City of Cullman Water Works,Vanadium,0.163 ppb,21 ppb,
City of Cullman Water Works,None,,,
Albertville Utilities Board,Bromodichloromethane,3.66 ppb,0.06 ppb,
Albertville Utilities Board,Chloroform,11.6 ppb,0.4 ppb,
Albertville Utilities Board,Dibromochloromethane,0.422 ppb,0.1 ppb,
Albertville Utilities Board,Haloacetic acids (HAA5)†,34.2 ppb,0.1 ppb,60 ppb
Albertville Utilities Board,Haloacetic acids (HAA9)†,41.7 ppb,0.06 ppb,
Albertville Utilities Board,Nitrate,1.87 ppm,0.14 ppm,10 ppm
Albertville Utilities Board,Nitrate and nitrite,1.72 ppm,0.14 ppm,10 ppm
Albertville Utilities Board,Perfluoroheptanoic acid (PFHPA),6.25 ppt,1 ppt,
Albertville Utilities Board,Perfluorooctanoic acid (PFOA),5.00 ppt,0.007 ppt,
Albertville Utilities Board,"Radium, combined (-226 &amp; -228)",0.25 pCi/L,0.05 pCi/L,5 pCi/L
Albertville Utilities Board,Total trihalomethanes (TTHMs)†,40.4 ppb,0.15 ppb,80 ppb
Albertville Utilities Board,"1,4-Dioxane",0.109 ppb,0.35 ppb,
Albertville Utilities Board,Barium,17.5 ppb,700 ppb,"2,000 ppb"
Albertville Utilities Board,Chlorate,39.9 ppb,210 ppb,
Albertville Utilities Board,Chromium (hexavalent),0.0167 ppb,0.02 ppb,
Albertville Utilities Board,Chromium (total),0.0125 ppb,,100 ppb
Albertville Utilities Board,Fluoride,0.640 ppm,,4 ppm
Albertville Utilities Board,Manganese,0.218 ppb,100 ppb,
Albertville Utilities Board,Molybdenum,0.0917 ppb,40 ppb,
Albertville Utilities Board,Strontium,0.0448 ppb,"1,500 ppb",
Albertville Utilities Board,Vanadium,0.175 ppb,21 ppb,
Albertville Utilities Board,None,,,
Cullman Utilities Board,Bromodichloromethane,1.38 ppb,0.06 ppb,
Cullman Utilities Board,Chlorite,532.0 ppb,50 ppb,"1,000 ppb"
Cullman Utilities Board,Chloroform,4.83 ppb,0.4 ppb,
Cullman Utilities Board,Haloacetic acids (HAA5)†,19.2 ppb,0.1 ppb,60 ppb
Cullman Utilities Board,Nitrate,0.789 ppm,0.14 ppm,10 ppm
Cullman Utilities Board,Nitrate and nitrite,0.789 ppm,0.14 ppm,10 ppm
Cullman Utilities Board,Total trihalomethanes (TTHMs)†,18.9 ppb,0.15 ppb,80 ppb
Cullman Utilities Board,"2,4-D",0.1000 ppb,20 ppb,70 ppb
Cullman Utilities Board,Aluminum,18.3 ppb,600 ppb,
Cullman Utilities Board,Barium,22.9 ppb,700 ppb,"2,000 ppb"
Cullman Utilities Board,Chromium (total),0.346 ppb,,100 ppb
Cullman Utilities Board,Fluoride,0.543 ppm,,4 ppm
Cullman Utilities Board,Manganese,3.92 ppb,100 ppb,
Cullman Utilities Board,"Radium, combined (-226 &amp; -228)",0.09 pCi/L,0.05 pCi/L,5 pCi/L
Cullman Utilities Board,None,,,
East Cullman Water System,Chromium (hexavalent),0.0738 ppb,0.02 ppb,
East Cullman Water System,Haloacetic acids (HAA5)†,31.5 ppb,0.1 ppb,60 ppb
East Cullman Water System,Haloacetic acids (HAA9)†,43.0 ppb,0.06 ppb,
East Cullman Water System,Total trihalomethanes (TTHMs)†,32.7 ppb,0.15 ppb,80 ppb
East Cullman Water System,Chlorate,386.3 ppb,210 ppb,
East Cullman Water System,Chromium (total),0.175 ppb,,100 ppb
East Cullman Water System,Manganese,12.0 ppb,100 ppb,
East Cullman Water System,Strontium,0.0297 ppb,"1,500 ppb",
East Cullman Water System,Vanadium,0.0500 ppb,21 ppb,
East Cullman Water System,None,,,
Falkville Water Works,Haloacetic acids (HAA5)†,25.5 ppb,0.1 ppb,60 ppb
Falkville Water Works,Total trihalomethanes (TTHMs)†,40.4 ppb,0.15 ppb,80 ppb
Garden City Water and Sewer System,Arsenic,1.51 ppb,0.004 ppb,10 ppb
Garden City Water and Sewer System,Haloacetic acids (HAA9)†,1.33 ppb,0.06 ppb,
Garden City Water and Sewer System,Total trihalomethanes (TTHMs)†,2.91 ppb,0.15 ppb,80 ppb
Garden City Water and Sewer System,"1,4-Dioxane",0.00463 ppb,0.35 ppb,
Garden City Water and Sewer System,Barium,6.67 ppb,700 ppb,"2,000 ppb"
Garden City Water and Sewer System,Chlorate,72.7 ppb,210 ppb,
Garden City Water and Sewer System,Chromium (hexavalent),0.0296 ppb,0.02 ppb,
Garden City Water and Sewer System,Chromium (total),0.121 ppb,,100 ppb
Garden City Water and Sewer System,Fluoride,0.291 ppm,,4 ppm
Garden City Water and Sewer System,Germanium,0.119 ppb,,
Garden City Water and Sewer System,Manganese,123.5 ppb,100 ppb,
Garden City Water and Sewer System,Molybdenum,2.19 ppb,40 ppb,
Garden City Water and Sewer System,Nitrate,0.113 ppm,0.14 ppm,10 ppm
