Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Minooka,Molybdenum,0.950 ppb,40 ppb,
Minooka,Monobromoacetic acid,0.631 ppb,25 ppb,
Minooka,Monochloroacetic acid,0.141 ppb,53 ppb,
Minooka,Selenium,1.01 ppb,30 ppb,50 ppb
Minooka,Strontium,0.800 ppb,"1,500 ppb",
Minooka,Trichloroacetic acid,0.0418 ppb,0.1 ppb,
Minooka,Uranium,0.33 pCi/L,0.43 pCi/L,20 pCi/L
Minooka,None,,,
Goodell Water Supply,Arsenic,2.00 ppb,0.004 ppb,10 ppb
Goodell Water Supply,Bromodichloromethane,0.500 ppb,0.06 ppb,
Goodell Water Supply,Chloroform,5.35 ppb,0.4 ppb,
Goodell Water Supply,Dichloroacetic acid,1.000 ppb,0.2 ppb,
Goodell Water Supply,"Radium, combined (-226 &amp; -228)",0.30 pCi/L,0.05 pCi/L,5 pCi/L
Goodell Water Supply,Total trihalomethanes (TTHMs)†,5.85 ppb,0.15 ppb,80 ppb
Goodell Water Supply,Trichloroacetic acid,1.000 ppb,0.1 ppb,
Goodell Water Supply,Nitrate,0.0413 ppm,0.14 ppm,10 ppm
Goodell Water Supply,Nitrite,0.00275 ppm,,1 ppm
Goodell Water Supply,None,,,
Prairie Oaks Estates Homeowners Association,Bromoform,3.53 ppb,0.5 ppb,
Prairie Oaks Estates Homeowners Association,"Radium, combined (-226 &amp; -228)",3.04 pCi/L,0.05 pCi/L,5 pCi/L
Prairie Oaks Estates Homeowners Association,Total trihalomethanes (TTHMs)†,3.53 ppb,0.15 ppb,80 ppb
Prairie Oaks Estates Homeowners Association,Barium,4.00 ppb,700 ppb,"2,000 ppb"
Prairie Oaks Estates Homeowners Association,Fluoride,0.900 ppm,,4 ppm
Prairie Oaks Estates Homeowners Association,Manganese,2.00 ppb,100 ppb,
Prairie Oaks Estates Homeowners Association,Nitrate,0.0459 ppm,0.14 ppm,10 ppm
Prairie Oaks Estates Homeowners Association,Nitrate and nitrite,0.0682 ppm,0.14 ppm,10 ppm
Prairie Oaks Estates Homeowners Association,Nitrite,0.00500 ppm,,1 ppm
Prairie Oaks Estates Homeowners Association,Uranium,0.04 pCi/L,0.43 pCi/L,20 pCi/L
Prairie Oaks Estates Homeowners Association,None,,,
Ridgecrest North Subdivision,Arsenic,0.233 ppb,0.004 ppb,10 ppb
Ridgecrest North Subdivision,Bromodichloromethane,0.434 ppb,0.06 ppb,
Ridgecrest North Subdivision,Chloroform,1.53 ppb,0.4 ppb,
Ridgecrest North Subdivision,Haloacetic acids (HAA5)†,15.7 ppb,0.1 ppb,60 ppb
Ridgecrest North Subdivision,"Radium, combined (-226 &amp; -228)",1.77 pCi/L,0.05 pCi/L,5 pCi/L
Ridgecrest North Subdivision,Styrene,1.62 ppb,0.5 ppb,100 ppb
Ridgecrest North Subdivision,Total trihalomethanes (TTHMs)†,1.97 ppb,0.15 ppb,80 ppb
Ridgecrest North Subdivision,Barium,27.3 ppb,700 ppb,"2,000 ppb"
Ridgecrest North Subdivision,Carbon tetrachloride,0.0385 ppb,0.1 ppb,5 ppb
Ridgecrest North Subdivision,Dichloromethane (methylene chloride),0.149 ppb,4 ppb,5 ppb
Ridgecrest North Subdivision,Ethylbenzene,0.0423 ppb,300 ppb,700 ppb
Ridgecrest North Subdivision,Fluoride,0.382 ppm,,4 ppm
Ridgecrest North Subdivision,Manganese,12.2 ppb,100 ppb,
Ridgecrest North Subdivision,Monobromoacetic acid,15.7 ppb,25 ppb,
Ridgecrest North Subdivision,Nitrate,0.0610 ppm,0.14 ppm,10 ppm
Ridgecrest North Subdivision,Nitrate and nitrite,0.0300 ppm,0.14 ppm,10 ppm
Ridgecrest North Subdivision,Selenium,0.667 ppb,30 ppb,50 ppb
Ridgecrest North Subdivision,Toluene,0.0623 ppb,150 ppb,"1,000 ppb"
Ridgecrest North Subdivision,None,,,
Shady Oaks Mobile Home Park,Bromodichloromethane,0.529 ppb,0.06 ppb,
Shady Oaks Mobile Home Park,Chloroform,0.829 ppb,0.4 ppb,
Shady Oaks Mobile Home Park,Dibromochloromethane,0.243 ppb,0.1 ppb,
Shady Oaks Mobile Home Park,Dichloroacetic acid,0.757 ppb,0.2 ppb,
Shady Oaks Mobile Home Park,Haloacetic acids (HAA5)†,1.37 ppb,0.1 ppb,60 ppb
Shady Oaks Mobile Home Park,"Radium, combined (-226 &amp; -228)",4.12 pCi/L,0.05 pCi/L,5 pCi/L
Shady Oaks Mobile Home Park,Total trihalomethanes (TTHMs)†,1.60 ppb,0.15 ppb,80 ppb
Shady Oaks Mobile Home Park,Trichloroacetic acid,0.614 ppb,0.1 ppb,
Shady Oaks Mobile Home Park,Barium,28.5 ppb,700 ppb,"2,000 ppb"
Shady Oaks Mobile Home Park,Dalapon,1.05 ppb,,200 ppb
Shady Oaks Mobile Home Park,Fluoride,0.722 ppm,,4 ppm
Shady Oaks Mobile Home Park,Manganese,8.00 ppb,100 ppb,
Shady Oaks Mobile Home Park,Nitrate,0.0986 ppm,0.14 ppm,10 ppm
Shady Oaks Mobile Home Park,Selenium,1.55 ppb,30 ppb,50 ppb
Shady Oaks Mobile Home Park,None,,,
South Wilmington,Arsenic,1.07 ppb,0.004 ppb,10 ppb
South Wilmington,Bromodichloromethane,0.200 ppb,0.06 ppb,
South Wilmington,Bromoform,9.67 ppb,0.5 ppb,
South Wilmington,Dibromoacetic acid,2.08 ppb,0.04 ppb,
South Wilmington,Dibromochloromethane,1.42 ppb,0.1 ppb,
South Wilmington,Haloacetic acids (HAA5)†,2.62 ppb,0.1 ppb,60 ppb
South Wilmington,Nitrate,1.02 ppm,0.14 ppm,10 ppm
South Wilmington,Nitrate and nitrite,0.970 ppm,0.14 ppm,10 ppm
South Wilmington,"Radium, combined (-226 &amp; -228)",3.43 pCi/L,0.05 pCi/L,5 pCi/L
South Wilmington,Total trihalomethanes (TTHMs)†,11.3 ppb,0.15 ppb,80 ppb
South Wilmington,Barium,12.8 ppb,700 ppb,"2,000 ppb"
South Wilmington,Fluoride,1.33 ppm,,4 ppm
South Wilmington,Manganese,15.2 ppb,100 ppb,
South Wilmington,Monobromoacetic acid,0.533 ppb,25 ppb,
South Wilmington,Nitrite,0.00843 ppm,,1 ppm
South Wilmington,Selenium,1.46 ppb,30 ppb,50 ppb
South Wilmington,None,,,
City of Strawn,Arsenic,0.123 ppb,0.004 ppb,10 ppb
City of Strawn,Bromochloroacetic acid,9.83 ppb,0.02 ppb,
City of Strawn,Bromodichloromethane,31.4 ppb,0.06 ppb,
City of Strawn,Chloroform,107.7 ppb,0.4 ppb,
City of Strawn,Dibromoacetic acid,2.38 ppb,0.04 ppb,
City of Strawn,Dibromochloromethane,8.05 ppb,0.1 ppb,
City of Strawn,Dichloroacetic acid,46.2 ppb,0.2 ppb,
City of Strawn,Haloacetic acids (HAA5)†,89.1 ppb,0.1 ppb,60 ppb
City of Strawn,Nitrate,0.528 ppm,0.14 ppm,10 ppm
City of Strawn,Total trihalomethanes (TTHMs)†,158.8 ppb,0.15 ppb,80 ppb
City of Strawn,Trichloroacetic acid,60.7 ppb,0.1 ppb,
City of Strawn,2-Hexanone,0.122 ppb,,
City of Strawn,Acetone,10.6 ppb,,
City of Strawn,Aluminum,87.8 ppb,600 ppb,
City of Strawn,Antimony,0.0567 ppb,1 ppb,6 ppb
City of Strawn,Barium,88.0 ppb,700 ppb,"2,000 ppb"
City of Strawn,Bromoform,0.833 ppb,0.5 ppb,
City of Strawn,Cyanide,53.3 ppb,,200 ppb
City of Strawn,Fluoride,0.0835 ppm,,4 ppm
City of Strawn,Manganese,24.4 ppb,100 ppb,
City of Strawn,Methyl ethyl ketone,1.29 ppb,,
City of Strawn,Monobromoacetic acid,0.775 ppb,25 ppb,
City of Strawn,Monochloroacetic acid,2.24 ppb,53 ppb,
City of Strawn,Silver,0.0750 ppb,,
City of Strawn,None,,,
Wm W Fox Development Center,Arsenic*,3.73 ppb,0.004 ppb,10 ppb
Wm W Fox Development Center,Bromodichloromethane,2.96 ppb,0.06 ppb,
Wm W Fox Development Center,Chloroform,3.96 ppb,0.4 ppb,
Wm W Fox Development Center,Dibromoacetic acid,1.65 ppb,0.04 ppb,
Wm W Fox Development Center,Dibromochloromethane,1.28 ppb,0.1 ppb,
Wm W Fox Development Center,Dichloroacetic acid,6.40 ppb,0.2 ppb,
Wm W Fox Development Center,Haloacetic acids (HAA5)†,9.80 ppb,0.1 ppb,60 ppb
Wm W Fox Development Center,Nitrate*,1.65 ppm,0.14 ppm,10 ppm
Wm W Fox Development Center,Nitrate and nitrite*,0.847 ppm,0.14 ppm,10 ppm
Wm W Fox Development Center,"Radium, combined (-226 &amp; -228)*",1.78 pCi/L,0.05 pCi/L,5 pCi/L
Wm W Fox Development Center,Total trihalomethanes (TTHMs)†,8.20 ppb,0.15 ppb,80 ppb
Wm W Fox Development Center,Trichloroacetic acid*,0.420 ppb,0.1 ppb,
Wm W Fox Development Center,Barium*,112.7 ppb,700 ppb,"2,000 ppb"
Wm W Fox Development Center,Bromoform*,0.840 ppb,0.5 ppb,
Wm W Fox Development Center,Fluoride*,0.628 ppm,,4 ppm
Wm W Fox Development Center,Manganese*,146.0 ppb,100 ppb,
Wm W Fox Development Center,Molybdenum*,6.72 ppb,40 ppb,
Wm W Fox Development Center,Monobromoacetic acid*,0.691 ppb,25 ppb,
Wm W Fox Development Center,Monochloroacetic acid,1.73 ppb,53 ppb,
Wm W Fox Development Center,Strontium*,0.922 ppb,"1,500 ppb",
Wm W Fox Development Center,None,,,
Momence,Arsenic,0.125 ppb,0.004 ppb,10 ppb
Momence,Bromodichloromethane,4.49 ppb,0.06 ppb,
Momence,Bromoform,2.24 ppb,0.5 ppb,
Momence,Chloroform,3.30 ppb,0.4 ppb,
Momence,Dibromoacetic acid,0.911 ppb,0.04 ppb,
Momence,Dibromochloromethane,5.25 ppb,0.1 ppb,
Momence,Haloacetic acids (HAA5)†,0.911 ppb,0.1 ppb,60 ppb
Momence,Nitrate,4.46 ppm,0.14 ppm,10 ppm
Momence,Nitrate and nitrite,3.79 ppm,0.14 ppm,10 ppm
Momence,"Radium, combined (-226 &amp; -228)",1.13 pCi/L,0.05 pCi/L,5 pCi/L
Momence,Total trihalomethanes (TTHMs)†,15.3 ppb,0.15 ppb,80 ppb
Momence,"1,1,1-Trichloroethane",0.173 ppb,,200 ppb
Momence,Barium,25.4 ppb,700 ppb,"2,000 ppb"
Momence,Fluoride,0.524 ppm,,4 ppm
Momence,Manganese,2.65 ppb,100 ppb,
Momence,Strontium,128.0 ppb,"1,500 ppb",
Momence,None,,,
City of Ottawa,Arsenic,0.217 ppb,0.004 ppb,10 ppb
City of Ottawa,Atrazine,1.09 ppb,0.1 ppb,3 ppb
City of Ottawa,Bromodichloromethane,12.7 ppb,0.06 ppb,
City of Ottawa,Chloroform,38.4 ppb,0.4 ppb,
City of Ottawa,Dibromoacetic acid,1.36 ppb,0.04 ppb,
City of Ottawa,Dibromochloromethane,4.06 ppb,0.1 ppb,
City of Ottawa,Dichloroacetic acid,26.3 ppb,0.2 ppb,
City of Ottawa,Haloacetic acids (HAA5)†,42.1 ppb,0.1 ppb,60 ppb
City of Ottawa,Haloacetic acids (HAA9)†,45.2 ppb,0.06 ppb,
City of Ottawa,Total trihalomethanes (TTHMs)†,55.4 ppb,0.15 ppb,80 ppb
City of Ottawa,Trichloroacetic acid,11.7 ppb,0.1 ppb,
City of Ottawa,Aluminum,64.2 ppb,600 ppb,
City of Ottawa,Barium,47.2 ppb,700 ppb,"2,000 ppb"
City of Ottawa,Bromoform,0.166 ppb,0.5 ppb,
City of Ottawa,Chlorate,7.63 ppb,210 ppb,
City of Ottawa,Chromium (hexavalent),0.0238 ppb,0.02 ppb,
City of Ottawa,Chromium (total),0.150 ppb,,100 ppb
City of Ottawa,Desethylatrazine,0.196 ppb,0.1 ppb,
City of Ottawa,Fluoride,0.647 ppm,,4 ppm
City of Ottawa,Manganese,0.741 ppb,100 ppb,
City of Ottawa,Metolachlor,0.893 ppb,,
City of Ottawa,Molybdenum,1.39 ppb,40 ppb,
City of Ottawa,Monobromoacetic acid,0.436 ppb,25 ppb,
City of Ottawa,Monochloroacetic acid,2.34 ppb,53 ppb,
City of Ottawa,Nitrate,0.175 ppm,0.14 ppm,10 ppm
City of Ottawa,Selenium,0.500 ppb,30 ppb,50 ppb
City of Ottawa,Strontium,0.231 ppb,"1,500 ppb",
City of Ottawa,Vanadium,0.938 ppb,21 ppb,
City of Ottawa,None,,,
Peru,Bromoform,10.6 ppb,0.5 ppb,
Peru,Dibromoacetic acid,0.692 ppb,0.04 ppb,
Peru,Dibromochloromethane,0.628 ppb,0.1 ppb,
Peru,Haloacetic acids (HAA5)†,2.09 ppb,0.1 ppb,60 ppb
Peru,Haloacetic acids (HAA9)†,4.10 ppb,0.06 ppb,
Peru,"Radium, combined (-226 &amp; -228)",3.79 pCi/L,0.05 pCi/L,5 pCi/L
Peru,Thallium,0.650 ppb,0.1 ppb,2 ppb
Peru,Total trihalomethanes (TTHMs)†,11.2 ppb,0.15 ppb,80 ppb
Peru,Barium,22.7 ppb,700 ppb,"2,000 ppb"
Peru,Chromium (total),0.186 ppb,,100 ppb
Peru,Fluoride,0.913 ppm,,4 ppm
Peru,Manganese,1.75 ppb,100 ppb,
Peru,Monobromoacetic acid,1.40 ppb,25 ppb,
Peru,Nitrate,0.184 ppm,0.14 ppm,10 ppm
Peru,Nitrate and nitrite,0.186 ppm,0.14 ppm,10 ppm
Peru,Nitrite,0.00167 ppm,,1 ppm
Peru,Strontium,1.01 ppb,"1,500 ppb",
Peru,None,,,
Country Acres Mobile Home Park (la Salle County),Bromodichloromethane,0.550 ppb,0.06 ppb,
Country Acres Mobile Home Park (la Salle County),Bromoform,1.70 ppb,0.5 ppb,
Country Acres Mobile Home Park (la Salle County),Dibromoacetic acid,0.800 ppb,0.04 ppb,
Country Acres Mobile Home Park (la Salle County),Dibromochloromethane,1.000 ppb,0.1 ppb,
Country Acres Mobile Home Park (la Salle County),Haloacetic acids (HAA5)†,0.800 ppb,0.1 ppb,60 ppb
Country Acres Mobile Home Park (la Salle County),Nitrate,1.06 ppm,0.14 ppm,10 ppm
Country Acres Mobile Home Park (la Salle County),Nitrate and nitrite,0.971 ppm,0.14 ppm,10 ppm
Country Acres Mobile Home Park (la Salle County),"Radium, combined (-226 &amp; -228)",6.73 pCi/L,0.05 pCi/L,5 pCi/L
Country Acres Mobile Home Park (la Salle County),Total trihalomethanes (TTHMs)†,3.25 ppb,0.15 ppb,80 ppb
Country Acres Mobile Home Park (la Salle County),Barium,7.77 ppb,700 ppb,"2,000 ppb"
Country Acres Mobile Home Park (la Salle County),Fluoride,0.568 ppm,,4 ppm
Country Acres Mobile Home Park (la Salle County),Manganese,5.10 ppb,100 ppb,
Country Acres Mobile Home Park (la Salle County),Nitrite,0.0909 ppm,,1 ppm
Country Acres Mobile Home Park (la Salle County),Strontium,282.0 ppb,"1,500 ppb",
Country Acres Mobile Home Park (la Salle County),Uranium,0.01 pCi/L,0.43 pCi/L,20 pCi/L
Country Acres Mobile Home Park (la Salle County),None,,,
City of Mendota,Arsenic,3.87 ppb,0.004 ppb,10 ppb
City of Mendota,Bromodichloromethane,1.66 ppb,0.06 ppb,
City of Mendota,Bromoform,29.9 ppb,0.5 ppb,
City of Mendota,Dibromoacetic acid,6.79 ppb,0.04 ppb,
City of Mendota,Dibromochloromethane,7.13 ppb,0.1 ppb,
City of Mendota,Haloacetic acids (HAA5)†,6.87 ppb,0.1 ppb,60 ppb
City of Mendota,Haloacetic acids (HAA9)†,15.5 ppb,0.06 ppb,
City of Mendota,Total trihalomethanes (TTHMs)†,41.7 ppb,0.15 ppb,80 ppb
City of Mendota,Aluminum,66.3 ppb,600 ppb,
City of Mendota,Barium,6.67 ppb,700 ppb,"2,000 ppb"
City of Mendota,Bromide,333.3 ppb,,
City of Mendota,Chlorate,219.3 ppb,210 ppb,
City of Mendota,Chloroform,0.0433 ppb,0.4 ppb,
City of Mendota,Dacthal,60.0 ppb,,
City of Mendota,Dichloroacetic acid,0.0262 ppb,0.2 ppb,
City of Mendota,Fluoride,0.528 ppm,,4 ppm
City of Mendota,Germanium,1.98 ppb,,
City of Mendota,Manganese,13.2 ppb,100 ppb,
City of Mendota,Molybdenum,10.1 ppb,40 ppb,
City of Mendota,Monobromoacetic acid,0.0262 ppb,25 ppb,
City of Mendota,o-Dichlorobenzene,7.10 ppb,600 ppb,600 ppb
City of Mendota,Strontium,0.0239 ppb,"1,500 ppb",
City of Mendota,Trichloroacetic acid,0.0345 ppb,0.1 ppb,
City of Mendota,Vanadium,0.734 ppb,21 ppb,
City of Mendota,None,,,
Utilities Inc.-apple Canyon Utilities Company,Bromodichloromethane,1.02 ppb,0.06 ppb,
Utilities Inc.-apple Canyon Utilities Company,Chloroform,2.79 ppb,0.4 ppb,
Utilities Inc.-apple Canyon Utilities Company,Dibromochloromethane,0.223 ppb,0.1 ppb,
Utilities Inc.-apple Canyon Utilities Company,Dichloroacetic acid,1.16 ppb,0.2 ppb,
Utilities Inc.-apple Canyon Utilities Company,Haloacetic acids (HAA5)†,1.69 ppb,0.1 ppb,60 ppb
Utilities Inc.-apple Canyon Utilities Company,"Radium, combined (-226 &amp; -228)",2.35 pCi/L,0.05 pCi/L,5 pCi/L
Utilities Inc.-apple Canyon Utilities Company,Total trihalomethanes (TTHMs)†,4.03 ppb,0.15 ppb,80 ppb
Utilities Inc.-apple Canyon Utilities Company,Trichloroacetic acid,0.529 ppb,0.1 ppb,
Utilities Inc.-apple Canyon Utilities Company,Barium,86.7 ppb,700 ppb,"2,000 ppb"
Utilities Inc.-apple Canyon Utilities Company,Fluoride,0.865 ppm,,4 ppm
Utilities Inc.-apple Canyon Utilities Company,Manganese,6.57 ppb,100 ppb,
Utilities Inc.-apple Canyon Utilities Company,None,,,
Marseilles,Arsenic,1.20 ppb,0.004 ppb,10 ppb
Marseilles,Bromodichloromethane,3.59 ppb,0.06 ppb,
Marseilles,Bromoform,11.5 ppb,0.5 ppb,
Marseilles,Chloroform,0.989 ppb,0.4 ppb,
Marseilles,Dibromoacetic acid,3.31 ppb,0.04 ppb,
Marseilles,Dibromochloromethane,9.68 ppb,0.1 ppb,
Marseilles,Haloacetic acids (HAA5)†,3.31 ppb,0.1 ppb,60 ppb
Marseilles,"Radium, combined (-226 &amp; -228)",1.33 pCi/L,0.05 pCi/L,5 pCi/L
Marseilles,Total trihalomethanes (TTHMs)†,25.8 ppb,0.15 ppb,80 ppb
Marseilles,Barium,52.0 ppb,700 ppb,"2,000 ppb"
Marseilles,Fluoride,0.902 ppm,,4 ppm
Marseilles,Manganese,1.52 ppb,100 ppb,
Marseilles,Nitrate,0.0125 ppm,0.14 ppm,10 ppm
Marseilles,Selenium,1.28 ppb,30 ppb,50 ppb
Marseilles,Strontium,913.0 ppb,"1,500 ppb",
Marseilles,None,,,
City of Oglesby,Arsenic,0.775 ppb,0.004 ppb,10 ppb
City of Oglesby,Bromochloroacetic acid,0.445 ppb,0.02 ppb,
City of Oglesby,Bromodichloromethane,0.704 ppb,0.06 ppb,
City of Oglesby,Bromoform,5.03 ppb,0.5 ppb,
City of Oglesby,Dibromoacetic acid,1.86 ppb,0.04 ppb,
City of Oglesby,Dibromochloromethane,2.30 ppb,0.1 ppb,
City of Oglesby,Haloacetic acids (HAA5)†,1.86 ppb,0.1 ppb,60 ppb
City of Oglesby,"Radium, combined (-226 &amp; -228)",0.75 pCi/L,0.05 pCi/L,5 pCi/L
City of Oglesby,Total trihalomethanes (TTHMs)†,8.79 ppb,0.15 ppb,80 ppb
City of Oglesby,Aluminum,5.93 ppb,600 ppb,
City of Oglesby,Barium,34.9 ppb,700 ppb,"2,000 ppb"
City of Oglesby,Ethylbenzene,0.0417 ppb,300 ppb,700 ppb
City of Oglesby,Fluoride,1.37 ppm,,4 ppm
City of Oglesby,Manganese,2.10 ppb,100 ppb,
City of Oglesby,Nitrate,0.218 ppm,0.14 ppm,10 ppm
City of Oglesby,Nitrate and nitrite,0.160 ppm,0.14 ppm,10 ppm
City of Oglesby,Selenium,2.63 ppb,30 ppb,50 ppb
City of Oglesby,Xylenes (total),0.475 ppb,"1,800 ppb","10,000 ppb"
City of Oglesby,None,,,
Fox Lawn Utilities Company Inc.,"Radium, combined (-226 &amp; -228)",7.04 pCi/L,0.05 pCi/L,5 pCi/L
Fox Lawn Utilities Company Inc.,Barium,162.0 ppb,700 ppb,"2,000 ppb"
Fox Lawn Utilities Company Inc.,Fluoride,0.730 ppm,,4 ppm
Fox Lawn Utilities Company Inc.,Uranium,0.12 pCi/L,0.43 pCi/L,20 pCi/L
Fox Lawn Utilities Company Inc.,None,,,
Morgan Creek,Arsenic,0.700 ppb,0.004 ppb,10 ppb
Morgan Creek,"Radium, combined (-226 &amp; -228)",3.20 pCi/L,0.05 pCi/L,5 pCi/L
Morgan Creek,Barium,41.7 ppb,700 ppb,"2,000 ppb"
Morgan Creek,Chromium (total),3.17 ppb,,100 ppb
Morgan Creek,Fluoride,0.818 ppm,,4 ppm
Morgan Creek,Manganese,21.2 ppb,100 ppb,
Morgan Creek,Nitrate,0.0117 ppm,0.14 ppm,10 ppm
Morgan Creek,Selenium,2.55 ppb,30 ppb,50 ppb
Morgan Creek,None,,,
City of Newark,Arsenic,0.700 ppb,0.004 ppb,10 ppb
City of Newark,Bromochloroacetic acid,1.33 ppb,0.02 ppb,
City of Newark,Bromodichloromethane,0.374 ppb,0.06 ppb,
City of Newark,Bromoform,9.30 ppb,0.5 ppb,
City of Newark,Dibromoacetic acid,3.65 ppb,0.04 ppb,
City of Newark,Dibromochloromethane,3.06 ppb,0.1 ppb,
City of Newark,Haloacetic acids (HAA5)†,5.37 ppb,0.1 ppb,60 ppb
City of Newark,Nitrate,0.315 ppm,0.14 ppm,10 ppm
City of Newark,Nitrate and nitrite,0.325 ppm,0.14 ppm,10 ppm
City of Newark,Total trihalomethanes (TTHMs)†,23.8 ppb,0.15 ppb,80 ppb
City of Newark,Acetone,1.56 ppb,,
City of Newark,Barium,40.8 ppb,700 ppb,"2,000 ppb"
City of Newark,Chromium (total),1.90 ppb,,100 ppb
City of Newark,Ethylbenzene,0.207 ppb,300 ppb,700 ppb
City of Newark,Fluoride,0.496 ppm,,4 ppm
City of Newark,Manganese,1.73 ppb,100 ppb,
City of Newark,Methyl ethyl ketone,0.146 ppb,,
City of Newark,Methyl isobutyl ketone,4.35 ppb,,
City of Newark,Monobromoacetic acid,0.383 ppb,25 ppb,
City of Newark,Monochloroacetic acid,1.33 ppb,53 ppb,
City of Newark,Xylenes (total),1.12 ppb,"1,800 ppb","10,000 ppb"
City of Newark,None,,,
City of Plano,Arsenic*,0.150 ppb,0.004 ppb,10 ppb
City of Plano,Atrazine*,0.249 ppb,0.1 ppb,3 ppb
City of Plano,Bromate*,0.276 ppb,0.1 ppb,10 ppb
City of Plano,Bromochloroacetic acid,7.79 ppb,0.02 ppb,
City of Plano,Bromodichloromethane,12.6 ppb,0.06 ppb,
City of Plano,Bromoform,2.15 ppb,0.5 ppb,
City of Plano,Chlorate,518.1 ppb,210 ppb,
City of Plano,Chloroform,11.1 ppb,0.4 ppb,
City of Plano,Chromium (hexavalent),0.116 ppb,0.02 ppb,
City of Plano,Dibromoacetic acid,3.95 ppb,0.04 ppb,
City of Plano,Dibromochloromethane,8.52 ppb,0.1 ppb,
City of Plano,Dichloroacetic acid,12.2 ppb,0.2 ppb,
City of Plano,Haloacetic acids (HAA5)†,22.2 ppb,0.1 ppb,60 ppb
City of Plano,Haloacetic acids (HAA9)†,32.4 ppb,0.06 ppb,
City of Plano,Nitrate,0.404 ppm,0.14 ppm,10 ppm
City of Plano,Nitrate and nitrite,0.360 ppm,0.14 ppm,10 ppm
City of Plano,"Radium, combined (-226 &amp; -228)*",0.42 pCi/L,0.05 pCi/L,5 pCi/L
City of Plano,Total trihalomethanes (TTHMs)†,34.3 ppb,0.15 ppb,80 ppb
City of Plano,Trichloroacetic acid,3.42 ppb,0.1 ppb,
City of Plano,Acetone*,10.9 ppb,,
City of Plano,Aluminum*,1.08 ppb,600 ppb,
City of Plano,Antimony*,0.0125 ppb,1 ppb,6 ppb
City of Plano,Barium*,51.5 ppb,700 ppb,"2,000 ppb"
City of Plano,Bromochloromethane,0.0150 ppb,,
City of Plano,Chlorite*,17.4 ppb,50 ppb,"1,000 ppb"
City of Plano,Chromium (total),0.375 ppb,,100 ppb
City of Plano,Cyanide*,93.6 ppb,,200 ppb
City of Plano,Di(2-ethylhexyl) phthalate*,0.0765 ppb,3 ppb,6 ppb
City of Plano,Fluoride*,0.369 ppm,,4 ppm
City of Plano,Manganese,2.97 ppb,100 ppb,
City of Plano,Methyl ethyl ketone*,0.184 ppb,,
City of Plano,Molybdenum,0.463 ppb,40 ppb,
City of Plano,Monobromoacetic acid,1.27 ppb,25 ppb,
City of Plano,Monochloroacetic acid,1.39 ppb,53 ppb,
City of Plano,Selenium*,0.625 ppb,30 ppb,50 ppb
City of Plano,Silver*,0.0625 ppb,,
City of Plano,Simazine*,0.0753 ppb,0.1 ppb,4 ppb
City of Plano,Strontium,0.690 ppb,"1,500 ppb",
City of Plano,None,,,
Storybook Highlands,Barium,73.5 ppb,700 ppb,"2,000 ppb"
Storybook Highlands,Fluoride,0.674 ppm,,4 ppm
Storybook Highlands,Nitrate,0.0243 ppm,0.14 ppm,10 ppm
Storybook Highlands,Nitrate and nitrite,0.0243 ppm,0.14 ppm,10 ppm
Storybook Highlands,None,,,
East Lowndes W/a A East-old Yorkville,Bromodichloromethane,1.72 ppb,0.06 ppb,
East Lowndes W/a A East-old Yorkville,Chloroform,1.92 ppb,0.4 ppb,
East Lowndes W/a A East-old Yorkville,Dibromochloromethane,1.06 ppb,0.1 ppb,
East Lowndes W/a A East-old Yorkville,Dichloroacetic acid,1.33 ppb,0.2 ppb,
East Lowndes W/a A East-old Yorkville,Haloacetic acids (HAA5)†,5.33 ppb,0.1 ppb,60 ppb
East Lowndes W/a A East-old Yorkville,Total trihalomethanes (TTHMs)†,4.70 ppb,0.15 ppb,80 ppb
East Lowndes W/a A East-old Yorkville,Barium,93.1 ppb,700 ppb,"2,000 ppb"
East Lowndes W/a A East-old Yorkville,Chromium (total),1.10 ppb,,100 ppb
East Lowndes W/a A East-old Yorkville,Fluoride,0.457 ppm,,4 ppm
East Lowndes W/a A East-old Yorkville,Manganese,30.0 ppb,100 ppb,
East Lowndes W/a A East-old Yorkville,Monochloroacetic acid,4.00 ppb,53 ppb,
East Lowndes W/a A East-old Yorkville,None,,,
California Water Service Company - Dixon,Arsenic,1.12 ppb,0.004 ppb,10 ppb
California Water Service Company - Dixon,Chromium (hexavalent),9.41 ppb,0.02 ppb,
California Water Service Company - Dixon,Nitrate,4.99 ppm,0.14 ppm,10 ppm
California Water Service Company - Dixon,Nitrate and nitrite,3.94 ppm,0.14 ppm,10 ppm
California Water Service Company - Dixon,Radon,580.00 pCi/L,1.5 pCi/L,
California Water Service Company - Dixon,Total trihalomethanes (TTHMs)†,0.814 ppb,0.15 ppb,80 ppb
California Water Service Company - Dixon,Aluminum,1.02 ppb,600 ppb,
California Water Service Company - Dixon,Antimony,0.0111 ppb,1 ppb,6 ppb
California Water Service Company - Dixon,Barium,211.3 ppb,700 ppb,"2,000 ppb"
California Water Service Company - Dixon,Beryllium,0.000519 ppb,1 ppb,4 ppb
California Water Service Company - Dixon,Bromodichloromethane,0.0556 ppb,0.06 ppb,
California Water Service Company - Dixon,Bromoform,0.207 ppb,0.5 ppb,
California Water Service Company - Dixon,Cadmium,0.00139 ppb,0.04 ppb,5 ppb
