Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Medford Water Commission,Strontium,0.0624 ppb,"1,500 ppb",
Medford Water Commission,Vanadium,7.50 ppb,21 ppb,
Medford Water Commission,None,,,
Ashland Water Department,Bromodichloromethane,0.533 ppb,0.06 ppb,
Ashland Water Department,Dibromochloromethane,0.658 ppb,0.1 ppb,
Ashland Water Department,Haloacetic acids (HAA9)†,0.235 ppb,0.06 ppb,
Ashland Water Department,Nitrate,0.613 ppm,0.14 ppm,10 ppm
Ashland Water Department,"Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
Ashland Water Department,Total trihalomethanes (TTHMs)†,2.07 ppb,0.15 ppb,80 ppb
Ashland Water Department,Barium,25.0 ppb,700 ppb,"2,000 ppb"
Ashland Water Department,Bromoform,0.388 ppb,0.5 ppb,
Ashland Water Department,Chloroform,0.148 ppb,0.4 ppb,
Ashland Water Department,Manganese,5.32 ppb,100 ppb,
Ashland Water Department,Uranium,0.13 pCi/L,0.43 pCi/L,20 pCi/L
Ashland Water Department,None,,,
City of Central Point,Chromium (hexavalent),0.193 ppb,0.02 ppb,
City of Central Point,Haloacetic acids (HAA5)†,3.68 ppb,0.1 ppb,60 ppb
City of Central Point,Haloacetic acids (HAA9)†,11.7 ppb,0.06 ppb,
City of Central Point,Total trihalomethanes (TTHMs)†,8.55 ppb,0.15 ppb,80 ppb
City of Central Point,Barium*,3.57 ppb,700 ppb,"2,000 ppb"
City of Central Point,Chlorate,68.5 ppb,210 ppb,
City of Central Point,Chromium (total),0.0800 ppb,,100 ppb
City of Central Point,Manganese,62.6 ppb,100 ppb,
City of Central Point,Strontium,0.0589 ppb,"1,500 ppb",
City of Central Point,Vanadium,7.83 ppb,21 ppb,
City of Central Point,None,,,
"Eagle Point, City of",Chromium (hexavalent)*,0.159 ppb,0.02 ppb,
"Eagle Point, City of",Haloacetic acids (HAA5)†,20.0 ppb,0.1 ppb,60 ppb
"Eagle Point, City of",Haloacetic acids (HAA9)*†,6.03 ppb,0.06 ppb,
"Eagle Point, City of",Total trihalomethanes (TTHMs)†,24.0 ppb,0.15 ppb,80 ppb
"Eagle Point, City of",Barium*,3.57 ppb,700 ppb,"2,000 ppb"
"Eagle Point, City of",Chlorate*,202.3 ppb,210 ppb,
"Eagle Point, City of",Chromium (total)*,0.180 ppb,,100 ppb
"Eagle Point, City of",Manganese*,1.31 ppb,100 ppb,
"Eagle Point, City of",Strontium*,0.0624 ppb,"1,500 ppb",
"Eagle Point, City of",Vanadium*,7.50 ppb,21 ppb,
"Talent, City of",Chromium (hexavalent)*,0.159 ppb,0.02 ppb,
"Talent, City of",Haloacetic acids (HAA5)†,0.435 ppb,0.1 ppb,60 ppb
"Talent, City of",Haloacetic acids (HAA9)*†,6.03 ppb,0.06 ppb,
"Talent, City of",Total trihalomethanes (TTHMs)†,4.80 ppb,0.15 ppb,80 ppb
"Talent, City of",Barium*,3.57 ppb,700 ppb,"2,000 ppb"
"Talent, City of",Chlorate*,202.3 ppb,210 ppb,
"Talent, City of",Chromium (total)*,0.180 ppb,,100 ppb
"Talent, City of",Manganese*,1.31 ppb,100 ppb,
"Talent, City of",Strontium*,0.0624 ppb,"1,500 ppb",
"Talent, City of",Vanadium*,7.50 ppb,21 ppb,
"Talent, City of",None,,,
"Phoenix, City of",Chromium (hexavalent)*,0.159 ppb,0.02 ppb,
"Phoenix, City of",Haloacetic acids (HAA5)†,0.932 ppb,0.1 ppb,60 ppb
"Phoenix, City of",Total trihalomethanes (TTHMs)†,2.05 ppb,0.15 ppb,80 ppb
"Phoenix, City of",Barium*,3.57 ppb,700 ppb,"2,000 ppb"
"Phoenix, City of",Chlorate*,202.3 ppb,210 ppb,
"Phoenix, City of",Chromium (total)*,0.180 ppb,,100 ppb
"Phoenix, City of",Haloacetic acids (HAA9)†,0.0975 ppb,0.06 ppb,
"Phoenix, City of",Manganese*,1.31 ppb,100 ppb,
"Phoenix, City of",Strontium*,0.0624 ppb,"1,500 ppb",
"Phoenix, City of",Vanadium*,7.50 ppb,21 ppb,
"Phoenix, City of",None,,,
"Jacksonville, City of",Chromium (hexavalent)*,0.159 ppb,0.02 ppb,
"Jacksonville, City of",Haloacetic acids (HAA5)†,3.25 ppb,0.1 ppb,60 ppb
"Jacksonville, City of",Haloacetic acids (HAA9)*†,6.03 ppb,0.06 ppb,
"Jacksonville, City of",Total trihalomethanes (TTHMs)†,5.79 ppb,0.15 ppb,80 ppb
"Jacksonville, City of",Barium*,3.57 ppb,700 ppb,"2,000 ppb"
"Jacksonville, City of",Chlorate*,202.3 ppb,210 ppb,
"Jacksonville, City of",Chromium (total)*,0.180 ppb,,100 ppb
"Jacksonville, City of",Manganese*,1.31 ppb,100 ppb,
"Jacksonville, City of",Strontium*,0.0624 ppb,"1,500 ppb",
"Jacksonville, City of",Vanadium*,7.50 ppb,21 ppb,
"Rogue River, City of",Arsenic,2.12 ppb,0.004 ppb,10 ppb
"Rogue River, City of",Haloacetic acids (HAA5)†,19.1 ppb,0.1 ppb,60 ppb
"Rogue River, City of",Nitrate,0.572 ppm,0.14 ppm,10 ppm
"Rogue River, City of",Nitrate and nitrite,1.03 ppm,0.14 ppm,10 ppm
"Rogue River, City of",Total trihalomethanes (TTHMs)†,30.7 ppb,0.15 ppb,80 ppb
"Rogue River, City of",Barium,3.87 ppb,700 ppb,"2,000 ppb"
"Rogue River, City of",Uranium,0.11 pCi/L,0.43 pCi/L,20 pCi/L
"Rogue River, City of",None,,,
"Gold Hill, City of",Haloacetic acids (HAA5)†,25.1 ppb,0.1 ppb,60 ppb
"Gold Hill, City of","Radium, combined (-226 &amp; -228)",0.21 pCi/L,0.05 pCi/L,5 pCi/L
"Gold Hill, City of",Total trihalomethanes (TTHMs)†,29.1 ppb,0.15 ppb,80 ppb
"Gold Hill, City of",Barium,5.41 ppb,700 ppb,"2,000 ppb"
"Gold Hill, City of",Nitrate,0.134 ppm,0.14 ppm,10 ppm
"Gold Hill, City of",None,,,
Hiland Water Company - Bear Creek,Haloacetic acids (HAA5)†,0.780 ppb,0.1 ppb,60 ppb
Hiland Water Company - Bear Creek,Nitrate,0.309 ppm,0.14 ppm,10 ppm
Hiland Water Company - Bear Creek,Total trihalomethanes (TTHMs)†,3.72 ppb,0.15 ppb,80 ppb
Hiland Water Company - Bear Creek,Barium,8.27 ppb,700 ppb,"2,000 ppb"
Hiland Water Company - Bear Creek,Chromium (total),0.423 ppb,,100 ppb
Hiland Water Company - Bear Creek,Fluoride,0.187 ppm,,4 ppm
Hiland Water Company - Bear Creek,Nitrate and nitrite,0.176 ppm,0.14 ppm,10 ppm
Hiland Water Company - Bear Creek,Nitrite,0.00648 ppm,,1 ppm
Hiland Water Company - Bear Creek,Toluene,0.492 ppb,150 ppb,"1,000 ppb"
Hiland Water Company - Bear Creek,None,,,
Salem Public Works,Chromium (hexavalent),0.0653 ppb,0.02 ppb,
Salem Public Works,Haloacetic acids (HAA5)†,34.0 ppb,0.1 ppb,60 ppb
Salem Public Works,Haloacetic acids (HAA9)†,32.7 ppb,0.06 ppb,
Salem Public Works,Total trihalomethanes (TTHMs)†,35.9 ppb,0.15 ppb,80 ppb
Salem Public Works,"2,4-D",0.0105 ppb,20 ppb,70 ppb
Salem Public Works,Barium,1.19 ppb,700 ppb,"2,000 ppb"
Salem Public Works,Chlorate,95.0 ppb,210 ppb,
Salem Public Works,Chromium (total),0.0300 ppb,,100 ppb
Salem Public Works,Fluoride,0.462 ppm,,4 ppm
Salem Public Works,Hexachlorocyclopentadiene,0.00407 ppb,2 ppb,50 ppb
Salem Public Works,Nitrate,0.0215 ppm,0.14 ppm,10 ppm
Salem Public Works,Nitrate and nitrite,0.0215 ppm,0.14 ppm,10 ppm
Salem Public Works,"Radium, combined (-226 &amp; -228)",0.09 pCi/L,0.05 pCi/L,5 pCi/L
Salem Public Works,Strontium,0.0228 ppb,"1,500 ppb",
Salem Public Works,Vanadium,1.32 ppb,21 ppb,
Salem Public Works,None,,,
City of Keizer,Arsenic,1.30 ppb,0.004 ppb,10 ppb
City of Keizer,Manganese,206.5 ppb,100 ppb,
City of Keizer,"Radium, combined (-226 &amp; -228)",0.20 pCi/L,0.05 pCi/L,5 pCi/L
City of Keizer,Tetrachloroethylene (perchloroethylene),0.346 ppb,0.06 ppb,5 ppb
City of Keizer,Chlorodifluoromethane,0.0693 ppb,,
City of Keizer,Chromium (hexavalent),0.0106 ppb,0.02 ppb,
City of Keizer,Chromium (total),0.0109 ppb,,100 ppb
City of Keizer,Fluoride,0.180 ppm,,4 ppm
City of Keizer,Germanium,0.01000 ppb,,
City of Keizer,Molybdenum,0.845 ppb,40 ppb,
City of Keizer,Nitrate,0.264 ppm,0.14 ppm,10 ppm
City of Keizer,Nitrate and nitrite,0.158 ppm,0.14 ppm,10 ppm
City of Keizer,Strontium,0.114 ppb,"1,500 ppb",
City of Keizer,Toluene,0.00948 ppb,150 ppb,"1,000 ppb"
City of Keizer,Trichloroethylene,0.706 ppb,0.4 ppb,5 ppb
City of Keizer,Vanadium,0.543 ppb,21 ppb,
City of Keizer,None,,,
City of Woodburn,Arsenic,5.00 ppb,0.004 ppb,10 ppb
City of Woodburn,Haloacetic acids (HAA5)†,3.17 ppb,0.1 ppb,60 ppb
City of Woodburn,Haloacetic acids (HAA9)†,1.60 ppb,0.06 ppb,
City of Woodburn,Total trihalomethanes (TTHMs)†,1.73 ppb,0.15 ppb,80 ppb
City of Woodburn,Barium,2.22 ppb,700 ppb,"2,000 ppb"
City of Woodburn,Chlorate,274.0 ppb,210 ppb,
City of Woodburn,Chromium (hexavalent),0.00367 ppb,0.02 ppb,
City of Woodburn,Fluoride,0.343 ppm,,4 ppm
City of Woodburn,Manganese,15.5 ppb,100 ppb,
City of Woodburn,Molybdenum,1.74 ppb,40 ppb,
City of Woodburn,Nitrate,0.00538 ppm,0.14 ppm,10 ppm
City of Woodburn,Nitrate and nitrite,0.00847 ppm,0.14 ppm,10 ppm
City of Woodburn,Nitrite,0.00847 ppm,,1 ppm
City of Woodburn,Strontium,0.114 ppb,"1,500 ppb",
City of Woodburn,None,,,
Suburban East Salem WD,Chromium (hexavalent),0.0551 ppb,0.02 ppb,
Suburban East Salem WD,Haloacetic acids (HAA5)†,31.4 ppb,0.1 ppb,60 ppb
Suburban East Salem WD,Haloacetic acids (HAA9)†,34.4 ppb,0.06 ppb,
Suburban East Salem WD,Total trihalomethanes (TTHMs)†,29.5 ppb,0.15 ppb,80 ppb
Suburban East Salem WD,"2,4-D*",0.0105 ppb,20 ppb,70 ppb
Suburban East Salem WD,Barium*,1.19 ppb,700 ppb,"2,000 ppb"
Suburban East Salem WD,Chlorate,107.3 ppb,210 ppb,
Suburban East Salem WD,Chromium (total),0.0657 ppb,,100 ppb
Suburban East Salem WD,Fluoride,0.328 ppm,,4 ppm
Suburban East Salem WD,Hexachlorocyclopentadiene*,0.00407 ppb,2 ppb,50 ppb
Suburban East Salem WD,Nitrate*,0.0215 ppm,0.14 ppm,10 ppm
Suburban East Salem WD,Nitrate and nitrite*,0.0215 ppm,0.14 ppm,10 ppm
Suburban East Salem WD,"Radium, combined (-226 &amp; -228)*",0.09 pCi/L,0.05 pCi/L,5 pCi/L
Suburban East Salem WD,Strontium,0.0257 ppb,"1,500 ppb",
Suburban East Salem WD,Vanadium,1.38 ppb,21 ppb,
Suburban East Salem WD,None,,,
"Silverton, City of",Haloacetic acids (HAA5)†,4.88 ppb,0.1 ppb,60 ppb
"Silverton, City of","Radium, combined (-226 &amp; -228)",0.70 pCi/L,0.05 pCi/L,5 pCi/L
"Silverton, City of",Total trihalomethanes (TTHMs)†,7.92 ppb,0.15 ppb,80 ppb
"Silverton, City of",Nitrate,0.271 ppm,0.14 ppm,10 ppm
"Silverton, City of",None,,,
Stayton Water Supply,Haloacetic acids (HAA5)†,20.6 ppb,0.1 ppb,60 ppb
Stayton Water Supply,Total trihalomethanes (TTHMs)†,22.5 ppb,0.15 ppb,80 ppb
Stayton Water Supply,None,,,
"Mount Angel, City of","Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
"Mount Angel, City of",Uranium,1.34 pCi/L,0.43 pCi/L,20 pCi/L
"Mount Angel, City of",Fluoride,0.134 ppm,,4 ppm
"Mount Angel, City of",Nitrate,0.0384 ppm,0.14 ppm,10 ppm
"Mount Angel, City of",None,,,
"Aumsville, City of",Arsenic,3.60 ppb,0.004 ppb,10 ppb
"Aumsville, City of",Haloacetic acids (HAA5)†,1.37 ppb,0.1 ppb,60 ppb
"Aumsville, City of",Nitrate,0.659 ppm,0.14 ppm,10 ppm
"Aumsville, City of","Radium, combined (-226 &amp; -228)",0.80 pCi/L,0.05 pCi/L,5 pCi/L
"Aumsville, City of",Total trihalomethanes (TTHMs)†,7.99 ppb,0.15 ppb,80 ppb
"Aumsville, City of",None,,,
"Hubbard, City of",Arsenic,9.20 ppb,0.004 ppb,10 ppb
"Hubbard, City of",Nitrate and nitrite,0.328 ppm,0.14 ppm,10 ppm
"Hubbard, City of",Nitrate,0.155 ppm,0.14 ppm,10 ppm
"Hubbard, City of",Total trihalomethanes (TTHMs)†,0.0333 ppb,0.15 ppb,80 ppb
"Hubbard, City of",None,,,
"Sublimity, City of",Total trihalomethanes (TTHMs)†,0.320 ppb,0.15 ppb,80 ppb
"Sublimity, City of",Asbestos,0.12 MFL,,7 MFL
"Sublimity, City of",Fluoride,0.229 ppm,,4 ppm
"Sublimity, City of",None,,,
North Clackamas County Water Commission,Haloacetic acids (HAA5)†,14.0 ppb,0.1 ppb,60 ppb
North Clackamas County Water Commission,Total trihalomethanes (TTHMs)†,16.0 ppb,0.15 ppb,80 ppb
North Clackamas County Water Commission,Barium,1.77 ppb,700 ppb,"2,000 ppb"
North Clackamas County Water Commission,Nitrate,0.190 ppm,0.14 ppm,10 ppm
North Clackamas County Water Commission,Nitrate and nitrite,0.0720 ppm,0.14 ppm,10 ppm
North Clackamas County Water Commission,Nitrite,0.00778 ppm,,1 ppm
North Clackamas County Water Commission,None,,,
South Fork Water Board,Haloacetic acids (HAA5)†,21.6 ppb,0.1 ppb,60 ppb
South Fork Water Board,Nitrate,0.286 ppm,0.14 ppm,10 ppm
South Fork Water Board,Total trihalomethanes (TTHMs)†,29.8 ppb,0.15 ppb,80 ppb
South Fork Water Board,Barium,2.89 ppb,700 ppb,"2,000 ppb"
South Fork Water Board,Fluoride,0.0286 ppm,,4 ppm
South Fork Water Board,Nitrate and nitrite,0.250 ppm,0.14 ppm,10 ppm
South Fork Water Board,None,,,
Camano Sunrise Water Association #1,Arsenic,7.40 ppb,0.004 ppb,10 ppb
Camano Sunrise Water Association #1,Nitrate,0.762 ppm,0.14 ppm,10 ppm
Camano Sunrise Water Association #1,Nitrate and nitrite,0.790 ppm,0.14 ppm,10 ppm
Camano Sunrise Water Association #1,Fluoride,0.400 ppm,,4 ppm
Camano Sunrise Water Association #1,Manganese,24.0 ppb,100 ppb,
Camano Sunrise Water Association #1,None,,,
Clackamas River Water - Clackamas,Chromium (hexavalent),0.0843 ppb,0.02 ppb,
Clackamas River Water - Clackamas,Haloacetic acids (HAA5)†,26.0 ppb,0.1 ppb,60 ppb
Clackamas River Water - Clackamas,Haloacetic acids (HAA9)†,28.5 ppb,0.06 ppb,
Clackamas River Water - Clackamas,Total trihalomethanes (TTHMs)†,33.8 ppb,0.15 ppb,80 ppb
Clackamas River Water - Clackamas,Barium,2.47 ppb,700 ppb,"2,000 ppb"
Clackamas River Water - Clackamas,Chlorate,101.4 ppb,210 ppb,
Clackamas River Water - Clackamas,Fluoride,0.0267 ppm,,4 ppm
Clackamas River Water - Clackamas,Manganese,0.313 ppb,100 ppb,
Clackamas River Water - Clackamas,Nitrate,0.249 ppm,0.14 ppm,10 ppm
Clackamas River Water - Clackamas,Nitrate and nitrite,0.181 ppm,0.14 ppm,10 ppm
Clackamas River Water - Clackamas,Nitrite,0.0134 ppm,,1 ppm
Clackamas River Water - Clackamas,Strontium,0.0381 ppb,"1,500 ppb",
Clackamas River Water - Clackamas,Vanadium,0.910 ppb,21 ppb,
Clackamas River Water - Clackamas,None,,,
Lake Oswego Municipal Water,Chromium (hexavalent),0.0925 ppb,0.02 ppb,
Lake Oswego Municipal Water,Haloacetic acids (HAA5)†,12.7 ppb,0.1 ppb,60 ppb
Lake Oswego Municipal Water,Haloacetic acids (HAA9)†,6.79 ppb,0.06 ppb,
Lake Oswego Municipal Water,Total trihalomethanes (TTHMs)†,18.2 ppb,0.15 ppb,80 ppb
Lake Oswego Municipal Water,Barium,4.00 ppb,700 ppb,"2,000 ppb"
Lake Oswego Municipal Water,Bromate,0.135 ppb,0.1 ppb,10 ppb
Lake Oswego Municipal Water,Chlorate,123.3 ppb,210 ppb,
Lake Oswego Municipal Water,Chromium (total),0.0326 ppb,,100 ppb
Lake Oswego Municipal Water,Manganese,0.990 ppb,100 ppb,
Lake Oswego Municipal Water,Nitrate,0.0733 ppm,0.14 ppm,10 ppm
Lake Oswego Municipal Water,Strontium,0.0333 ppb,"1,500 ppb",
Lake Oswego Municipal Water,Vanadium,0.560 ppb,21 ppb,
Lake Oswego Municipal Water,None,,,
Oregon City,Bromodichloromethane,10.8 ppb,0.06 ppb,
Oregon City,Chlorite,123.7 ppb,50 ppb,"1,000 ppb"
Oregon City,Chloroform,32.3 ppb,0.4 ppb,
Oregon City,Chromium (hexavalent),0.169 ppb,0.02 ppb,
Oregon City,Dibromoacetic acid,1.38 ppb,0.04 ppb,
Oregon City,Dibromochloromethane,4.87 ppb,0.1 ppb,
Oregon City,Dichloroacetic acid,9.70 ppb,0.2 ppb,
Oregon City,Haloacetic acids (HAA5)†,13.5 ppb,0.1 ppb,60 ppb
Oregon City,Haloacetic acids (HAA9)†,19.8 ppb,0.06 ppb,
Oregon City,Nitrate,1.57 ppm,0.14 ppm,10 ppm
Oregon City,Nitrate and nitrite,1.58 ppm,0.14 ppm,10 ppm
Oregon City,Total trihalomethanes (TTHMs)†,48.3 ppb,0.15 ppb,80 ppb
Oregon City,Trichloroacetic acid,2.06 ppb,0.1 ppb,
Oregon City,2-Methoxyethanol,0.898 ppb,,
Oregon City,Atrazine,0.121 ppb,0.1 ppb,3 ppb
Oregon City,Barium,10.8 ppb,700 ppb,"2,000 ppb"
Oregon City,Bromoform,0.554 ppb,0.5 ppb,
Oregon City,Chlorate,22.8 ppb,210 ppb,
Oregon City,Chromium (total),0.114 ppb,,100 ppb
Oregon City,Fluoride,0.865 ppm,,4 ppm
Oregon City,Molybdenum,2.06 ppb,40 ppb,
Oregon City,Monochloroacetic acid,0.368 ppb,53 ppb,
Oregon City,Nitrite,0.00243 ppm,,1 ppm
Oregon City,Simazine,0.01000 ppb,0.1 ppb,4 ppb
Oregon City,Strontium,0.145 ppb,"1,500 ppb",
Oregon City,Vanadium,0.625 ppb,21 ppb,
Oregon City,None,,,
Oak Lodge Water District,Chromium (hexavalent),0.0833 ppb,0.02 ppb,
Oak Lodge Water District,Haloacetic acids (HAA5)†,27.6 ppb,0.1 ppb,60 ppb
Oak Lodge Water District,Haloacetic acids (HAA9)†,38.2 ppb,0.06 ppb,
Oak Lodge Water District,Total trihalomethanes (TTHMs)†,35.3 ppb,0.15 ppb,80 ppb
Oak Lodge Water District,Barium*,1.77 ppb,700 ppb,"2,000 ppb"
Oak Lodge Water District,Chlorate,44.0 ppb,210 ppb,
Oak Lodge Water District,Chromium (total),0.165 ppb,,100 ppb
Oak Lodge Water District,Manganese,0.368 ppb,100 ppb,
Oak Lodge Water District,Nitrate*,0.190 ppm,0.14 ppm,10 ppm
Oak Lodge Water District,Nitrate and nitrite*,0.0720 ppm,0.14 ppm,10 ppm
Oak Lodge Water District,Nitrite*,0.00778 ppm,,1 ppm
Oak Lodge Water District,Strontium,0.0385 ppb,"1,500 ppb",
Oak Lodge Water District,Vanadium,1.24 ppb,21 ppb,
Oak Lodge Water District,None,,,
City of West Linn,Chromium (hexavalent),0.142 ppb,0.02 ppb,
City of West Linn,Haloacetic acids (HAA5)†,33.4 ppb,0.1 ppb,60 ppb
City of West Linn,Haloacetic acids (HAA9)†,39.9 ppb,0.06 ppb,
City of West Linn,Nitrate*,0.286 ppm,0.14 ppm,10 ppm
City of West Linn,Total trihalomethanes (TTHMs)†,35.3 ppb,0.15 ppb,80 ppb
City of West Linn,Barium*,2.89 ppb,700 ppb,"2,000 ppb"
City of West Linn,Chlorate,53.5 ppb,210 ppb,
City of West Linn,Chromium (total),0.165 ppb,,100 ppb
City of West Linn,Fluoride*,0.0286 ppm,,4 ppm
City of West Linn,Manganese,0.472 ppb,100 ppb,
City of West Linn,Nitrate and nitrite*,0.250 ppm,0.14 ppm,10 ppm
City of West Linn,Strontium,0.0379 ppb,"1,500 ppb",
City of West Linn,Vanadium,1.23 ppb,21 ppb,
City of West Linn,None,,,
"Canyonville, City of",Haloacetic acids (HAA5)†,51.0 ppb,0.1 ppb,60 ppb
"Canyonville, City of",Total trihalomethanes (TTHMs)†,27.5 ppb,0.15 ppb,80 ppb
"Canyonville, City of",Fluoride,0.138 ppm,,4 ppm
"Canyonville, City of",None,,,
City of Roseburg,Chromium (hexavalent),0.102 ppb,0.02 ppb,
City of Roseburg,Haloacetic acids (HAA5)†,19.9 ppb,0.1 ppb,60 ppb
City of Roseburg,Haloacetic acids (HAA9)†,14.1 ppb,0.06 ppb,
City of Roseburg,Total trihalomethanes (TTHMs)†,24.9 ppb,0.15 ppb,80 ppb
City of Roseburg,Chlorate,11.4 ppb,210 ppb,
City of Roseburg,Fluoride,0.161 ppm,,4 ppm
City of Roseburg,Manganese,0.900 ppb,100 ppb,
City of Roseburg,Strontium,0.0411 ppb,"1,500 ppb",
City of Roseburg,Vanadium,1.82 ppb,21 ppb,
City of Roseburg,None,,,
Clarks Branch Water Association,Haloacetic acids (HAA5)†,36.0 ppb,0.1 ppb,60 ppb
Clarks Branch Water Association,Total trihalomethanes (TTHMs)†,46.6 ppb,0.15 ppb,80 ppb
Clarks Branch Water Association,Nitrate,0.102 ppm,0.14 ppm,10 ppm
Clarks Branch Water Association,Xylenes (total),0.533 ppb,"1,800 ppb","10,000 ppb"
Clarks Branch Water Association,None,,,
Diamond Lake Lodge/resort,None,,,
"Drain, City of",Haloacetic acids (HAA5)†,19.4 ppb,0.1 ppb,60 ppb
"Drain, City of",Total trihalomethanes (TTHMs)†,45.9 ppb,0.15 ppb,80 ppb
"Drain, City of",Xylenes (total),0.318 ppb,"1,800 ppb","10,000 ppb"
"Drain, City of",None,,,
"Elkton, City of",Haloacetic acids (HAA5)†,27.2 ppb,0.1 ppb,60 ppb
"Elkton, City of",Total trihalomethanes (TTHMs)†,32.9 ppb,0.15 ppb,80 ppb
"Elkton, City of",Barium,4.03 ppb,700 ppb,"2,000 ppb"
"Elkton, City of",None,,,
Fortune Branch Mobile Village,"Radium, combined (-226 &amp; -228)",0.43 pCi/L,0.05 pCi/L,5 pCi/L
Fortune Branch Mobile Village,Barium,19.6 ppb,700 ppb,"2,000 ppb"
Fortune Branch Mobile Village,Fluoride,0.204 ppm,,4 ppm
Fortune Branch Mobile Village,Nitrate,0.0829 ppm,0.14 ppm,10 ppm
Fortune Branch Mobile Village,None,,,
"Glendale, City of",Arsenic*,0.0273 ppb,0.004 ppb,10 ppb
"Glendale, City of",Bromodichloromethane*,6.41 ppb,0.06 ppb,
"Glendale, City of",Chloroform*,11.8 ppb,0.4 ppb,
"Glendale, City of",Dibromoacetic acid*,0.260 ppb,0.04 ppb,
"Glendale, City of",Dibromochloromethane*,2.03 ppb,0.1 ppb,
"Glendale, City of",Dichloroacetic acid*,7.76 ppb,0.2 ppb,
"Glendale, City of",Haloacetic acids (HAA5)*†,14.2 ppb,0.1 ppb,60 ppb
"Glendale, City of",Haloacetic acids (HAA9)*†,14.7 ppb,0.06 ppb,
"Glendale, City of","Radium, combined (-226 &amp; -228)*",0.33 pCi/L,0.05 pCi/L,5 pCi/L
"Glendale, City of",Total trihalomethanes (TTHMs)*†,23.0 ppb,0.15 ppb,80 ppb
"Glendale, City of",Trichloroacetic acid*,4.03 ppb,0.1 ppb,
"Glendale, City of","2,4-D*",0.00417 ppb,20 ppb,70 ppb
"Glendale, City of","4-Androstene-3,17-dione*",0.0270 ppt,,
"Glendale, City of",Antimony*,0.0181 ppb,1 ppb,6 ppb
"Glendale, City of",Barium*,30.9 ppb,700 ppb,"2,000 ppb"
"Glendale, City of",Beryllium*,0.000504 ppb,1 ppb,4 ppb
"Glendale, City of",Bromoform*,0.0303 ppb,0.5 ppb,
"Glendale, City of",Cadmium*,0.00306 ppb,0.04 ppb,5 ppb
"Glendale, City of",Chlorodifluoromethane*,0.00808 ppb,,
"Glendale, City of",Chromium (hexavalent)*,0.0378 ppb,0.02 ppb,
"Glendale, City of",Chromium (total)*,0.185 ppb,,100 ppb
"Glendale, City of",Fluoride*,0.616 ppm,,4 ppm
"Glendale, City of",Manganese*,8.41 ppb,100 ppb,
"Glendale, City of",Mercury (inorganic)*,0.000778 ppb,1.2 ppb,2 ppb
"Glendale, City of",Molybdenum*,6.86 ppb,40 ppb,
"Glendale, City of",Monobromoacetic acid*,0.248 ppb,25 ppb,
"Glendale, City of",Monochloroacetic acid*,0.140 ppb,53 ppb,
"Glendale, City of",Nitrate*,0.0473 ppm,0.14 ppm,10 ppm
"Glendale, City of",Nitrate and nitrite*,0.0504 ppm,0.14 ppm,10 ppm
"Glendale, City of",Selenium*,0.155 ppb,30 ppb,50 ppb
"Glendale, City of",Strontium*,0.171 ppb,"1,500 ppb",
"Glendale, City of",Thallium*,0.000496 ppb,0.1 ppb,2 ppb
"Glendale, City of",Uranium*,0.12 pCi/L,0.43 pCi/L,20 pCi/L
"Glendale, City of",Vanadium*,0.264 ppb,21 ppb,
Glide Water Association,Haloacetic acids (HAA5)†,9.98 ppb,0.1 ppb,60 ppb
Glide Water Association,Total trihalomethanes (TTHMs)†,11.6 ppb,0.15 ppb,80 ppb
Glide Water Association,Nitrate,0.0200 ppm,0.14 ppm,10 ppm
Glide Water Association,None,,,
Lawson Acres Water Association,Haloacetic acids (HAA5)†,70.4 ppb,0.1 ppb,60 ppb
Lawson Acres Water Association,Total trihalomethanes (TTHMs)†,76.0 ppb,0.15 ppb,80 ppb
Lawson Acres Water Association,Nitrate,0.233 ppm,0.14 ppm,10 ppm
Lawson Acres Water Association,None,,,
Milo Academy,Haloacetic acids (HAA5)†,39.4 ppb,0.1 ppb,60 ppb
Milo Academy,Total trihalomethanes (TTHMs)†,22.5 ppb,0.15 ppb,80 ppb
Milo Academy,Fluoride,0.0500 ppm,,4 ppm
Milo Academy,Nitrate,0.0778 ppm,0.14 ppm,10 ppm
Milo Academy,None,,,
"Myrtle Creek, City of",Haloacetic acids (HAA5)†,27.5 ppb,0.1 ppb,60 ppb
"Myrtle Creek, City of",Total trihalomethanes (TTHMs)†,28.3 ppb,0.15 ppb,80 ppb
"Myrtle Creek, City of",Chromium (total),18.5 ppb,,100 ppb
"Myrtle Creek, City of",Nitrate,0.200 ppm,0.14 ppm,10 ppm
"Myrtle Creek, City of",Nitrate and nitrite,0.215 ppm,0.14 ppm,10 ppm
"Myrtle Creek, City of",None,,,
"Oakland, City of",Bromodichloromethane,0.234 ppb,0.06 ppb,
"Oakland, City of",Bromoform,2.68 ppb,0.5 ppb,
"Oakland, City of",Dibromoacetic acid,0.979 ppb,0.04 ppb,
"Oakland, City of",Dibromochloromethane,1.14 ppb,0.1 ppb,
"Oakland, City of",Haloacetic acids (HAA5)†,0.979 ppb,0.1 ppb,60 ppb
"Oakland, City of",Heptachlor epoxide,0.0125 ppb,0.006 ppb,0.2 ppb
