Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Canteen Water Service,"Radium, combined (-226 &amp; -228)*",0.10 pCi/L,0.05 pCi/L,5 pCi/L
Deerfield Hutterite Colony,Nitrate and nitrite,0.177 ppm,0.14 ppm,10 ppm
Deerfield Hutterite Colony,None,,,
"Denton, Town of",Bromodichloromethane,0.384 ppb,0.06 ppb,
"Denton, Town of",Dibromochloromethane,0.457 ppb,0.1 ppb,
"Denton, Town of",Nitrate and nitrite,7.07 ppm,0.14 ppm,10 ppm
"Denton, Town of","Radium, combined (-226 &amp; -228)",1.10 pCi/L,0.05 pCi/L,5 pCi/L
"Denton, Town of",Total trihalomethanes (TTHMs)†,1.54 ppb,0.15 ppb,80 ppb
"Denton, Town of",Uranium,4.02 pCi/L,0.43 pCi/L,20 pCi/L
"Denton, Town of",Barium,40.0 ppb,700 ppb,"2,000 ppb"
"Denton, Town of",Bromoform,0.160 ppb,0.5 ppb,
"Denton, Town of",Chloroform,0.142 ppb,0.4 ppb,
"Denton, Town of",Fluoride,1.10 ppm,,4 ppm
"Denton, Town of",Selenium,0.333 ppb,30 ppb,50 ppb
"Denton, Town of",None,,,
"Grass Range, Town of","Radium, combined (-226 &amp; -228)",3.80 pCi/L,0.05 pCi/L,5 pCi/L
"Grass Range, Town of",Nitrate and nitrite,0.01000 ppm,0.14 ppm,10 ppm
"Grass Range, Town of",None,,,
Ken Glass Water,Fluoride*,0.600 ppm,,4 ppm
Ken Glass Water,Nitrate and nitrite*,0.183 ppm,0.14 ppm,10 ppm
Ken Glass Water,"Radium, combined (-226 &amp; -228)*",0.10 pCi/L,0.05 pCi/L,5 pCi/L
King Ranch Colony,Nitrate and nitrite,10.7 ppm,0.14 ppm,10 ppm
King Ranch Colony,None,,,
"Lewistown, City of",Fluoride,0.600 ppm,,4 ppm
"Lewistown, City of",Nitrate and nitrite,0.183 ppm,0.14 ppm,10 ppm
"Lewistown, City of","Radium, combined (-226 &amp; -228)",0.10 pCi/L,0.05 pCi/L,5 pCi/L
"Lewistown, City of",None,,,
"Moore, Town of",Bromodichloromethane,1.48 ppb,0.06 ppb,
"Moore, Town of",Chloroform,1.41 ppb,0.4 ppb,
"Moore, Town of",Dibromoacetic acid,0.195 ppb,0.04 ppb,
"Moore, Town of",Dibromochloromethane,1.12 ppb,0.1 ppb,
"Moore, Town of",Dichloroacetic acid,0.470 ppb,0.2 ppb,
"Moore, Town of",Haloacetic acids (HAA5)†,0.845 ppb,0.1 ppb,60 ppb
"Moore, Town of","Radium, combined (-226 &amp; -228)",4.70 pCi/L,0.05 pCi/L,5 pCi/L
"Moore, Town of",Total trihalomethanes (TTHMs)†,4.15 ppb,0.15 ppb,80 ppb
"Moore, Town of",Barium,25.0 ppb,700 ppb,"2,000 ppb"
"Moore, Town of",Fluoride,0.600 ppm,,4 ppm
"Moore, Town of",Nitrate and nitrite,0.0250 ppm,0.14 ppm,10 ppm
"Moore, Town of",None,,,
Mountain Acres Mb Hm Park,Fluoride*,0.600 ppm,,4 ppm
Mountain Acres Mb Hm Park,Nitrate and nitrite*,0.183 ppm,0.14 ppm,10 ppm
Mountain Acres Mb Hm Park,"Radium, combined (-226 &amp; -228)*",0.10 pCi/L,0.05 pCi/L,5 pCi/L
Roy Water and Sewer District,Bromochloroacetic acid,3.00 ppb,0.02 ppb,
Roy Water and Sewer District,Bromodichloromethane,1.43 ppb,0.06 ppb,
Roy Water and Sewer District,Dibromoacetic acid,3.00 ppb,0.04 ppb,
Roy Water and Sewer District,Dibromochloromethane,1.93 ppb,0.1 ppb,
Roy Water and Sewer District,Dichloroacetic acid,1.70 ppb,0.2 ppb,
Roy Water and Sewer District,Haloacetic acids (HAA5)†,6.00 ppb,0.1 ppb,60 ppb
Roy Water and Sewer District,Total trihalomethanes (TTHMs)†,5.00 ppb,0.15 ppb,80 ppb
Roy Water and Sewer District,Trichloroacetic acid,0.540 ppb,0.1 ppb,
Roy Water and Sewer District,Uranium,3.89 pCi/L,0.43 pCi/L,20 pCi/L
Roy Water and Sewer District,Bromoform,0.933 ppb,0.5 ppb,
Roy Water and Sewer District,Chloroform,0.700 ppb,0.4 ppb,
Roy Water and Sewer District,Fluoride,0.500 ppm,,4 ppm
Roy Water and Sewer District,Monobromoacetic acid,0.720 ppb,25 ppb,
Roy Water and Sewer District,Nitrate and nitrite,0.00200 ppm,0.14 ppm,10 ppm
Roy Water and Sewer District,None,,,
Spring Creek Colony Lewistown,"Radium, combined (-226 &amp; -228)",0.15 pCi/L,0.05 pCi/L,5 pCi/L
Spring Creek Colony Lewistown,Fluoride,1.45 ppm,,4 ppm
Spring Creek Colony Lewistown,Nitrate and nitrite,0.0267 ppm,0.14 ppm,10 ppm
Spring Creek Colony Lewistown,None,,,
"Winifred, Town of",Nitrate and nitrite,0.370 ppm,0.14 ppm,10 ppm
"Winifred, Town of","Radium, combined (-226 &amp; -228)",2.20 pCi/L,0.05 pCi/L,5 pCi/L
"Winifred, Town of",Uranium,1.83 pCi/L,0.43 pCi/L,20 pCi/L
"Winifred, Town of",Fluoride,1.70 ppm,,4 ppm
"Winifred, Town of",None,,,
Duncan Ranch Colony,Nitrate and nitrite,0.725 ppm,0.14 ppm,10 ppm
Duncan Ranch Colony,"Radium, combined (-226 &amp; -228)",3.20 pCi/L,0.05 pCi/L,5 pCi/L
Duncan Ranch Colony,Fluoride,1.35 ppm,,4 ppm
Duncan Ranch Colony,Selenium,0.500 ppb,30 ppb,50 ppb
Duncan Ranch Colony,None,,,
"Harlowton, City of",Bromochloroacetic acid,2.62 ppb,0.02 ppb,
"Harlowton, City of",Bromodichloromethane,3.71 ppb,0.06 ppb,
"Harlowton, City of",Chloroform,2.60 ppb,0.4 ppb,
"Harlowton, City of",Dibromoacetic acid,2.00 ppb,0.04 ppb,
"Harlowton, City of",Dibromochloromethane,3.63 ppb,0.1 ppb,
"Harlowton, City of",Dichloroacetic acid,2.32 ppb,0.2 ppb,
"Harlowton, City of",Haloacetic acids (HAA5)†,5.98 ppb,0.1 ppb,60 ppb
"Harlowton, City of",Total trihalomethanes (TTHMs)†,10.9 ppb,0.15 ppb,80 ppb
"Harlowton, City of",Trichloroacetic acid,1.55 ppb,0.1 ppb,
"Harlowton, City of",Bromoform,0.973 ppb,0.5 ppb,
"Harlowton, City of",Manganese,7.33 ppb,100 ppb,
"Harlowton, City of",Monobromoacetic acid,0.0589 ppb,25 ppb,
"Harlowton, City of",Nitrate and nitrite,0.00444 ppm,0.14 ppm,10 ppm
"Harlowton, City of",Uranium,0.09 pCi/L,0.43 pCi/L,20 pCi/L
"Harlowton, City of",None,,,
"Judith Gap, Town of",Dibromoacetic acid,0.140 ppb,0.04 ppb,
"Judith Gap, Town of","Radium, combined (-226 &amp; -228)",3.55 pCi/L,0.05 pCi/L,5 pCi/L
"Judith Gap, Town of",Total trihalomethanes (TTHMs)†,0.383 ppb,0.15 ppb,80 ppb
"Judith Gap, Town of",Haloacetic acids (HAA5)†,0.140 ppb,0.1 ppb,60 ppb
"Judith Gap, Town of",None,,,
Martinsdale Colony,Arsenic,0.500 ppb,0.004 ppb,10 ppb
Martinsdale Colony,Nitrate and nitrite,0.00333 ppm,0.14 ppm,10 ppm
Martinsdale Colony,None,,,
Springwater Colony,Fluoride,2.05 ppm,,4 ppm
Springwater Colony,Nitrate and nitrite,0.0571 ppm,0.14 ppm,10 ppm
Springwater Colony,None,,,
Two Dot Water Users Company,None,,,
Worden Ballantine Yellowstone,Arsenic,2.75 ppb,0.004 ppb,10 ppb
Worden Ballantine Yellowstone,Bromochloroacetic acid,3.67 ppb,0.02 ppb,
Worden Ballantine Yellowstone,Bromodichloroacetic acid,3.70 ppb,0.04 ppb,
Worden Ballantine Yellowstone,Bromodichloromethane,4.27 ppb,0.06 ppb,
Worden Ballantine Yellowstone,Bromoform,2.45 ppb,0.5 ppb,
Worden Ballantine Yellowstone,Chloroform,2.86 ppb,0.4 ppb,
Worden Ballantine Yellowstone,Dibromoacetic acid,3.55 ppb,0.04 ppb,
Worden Ballantine Yellowstone,Dibromochloromethane,6.15 ppb,0.1 ppb,
Worden Ballantine Yellowstone,Dichloroacetic acid,2.58 ppb,0.2 ppb,
Worden Ballantine Yellowstone,Haloacetic acids (HAA5)†,8.25 ppb,0.1 ppb,60 ppb
Worden Ballantine Yellowstone,Nitrate and nitrite,5.92 ppm,0.14 ppm,10 ppm
Worden Ballantine Yellowstone,"Radium, combined (-226 &amp; -228)",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Worden Ballantine Yellowstone,Total trihalomethanes (TTHMs)†,15.9 ppb,0.15 ppb,80 ppb
Worden Ballantine Yellowstone,Trichloroacetic acid,3.46 ppb,0.1 ppb,
Worden Ballantine Yellowstone,Uranium,5.95 pCi/L,0.43 pCi/L,20 pCi/L
Worden Ballantine Yellowstone,Barium,12.5 ppb,700 ppb,"2,000 ppb"
Worden Ballantine Yellowstone,Fluoride,0.525 ppm,,4 ppm
Worden Ballantine Yellowstone,Monobromoacetic acid,0.374 ppb,25 ppb,
Worden Ballantine Yellowstone,Selenium,8.00 ppb,30 ppb,50 ppb
Worden Ballantine Yellowstone,None,,,
Meadowlark Inc. (former Meadowlark Mobi,Arsenic,0.825 ppb,0.004 ppb,10 ppb
Meadowlark Inc. (former Meadowlark Mobi,Nitrate,1.69 ppm,0.14 ppm,10 ppm
Meadowlark Inc. (former Meadowlark Mobi,Nitrate and nitrite,1.91 ppm,0.14 ppm,10 ppm
Meadowlark Inc. (former Meadowlark Mobi,"Radium, combined (-226 &amp; -228)",0.66 pCi/L,0.05 pCi/L,5 pCi/L
Meadowlark Inc. (former Meadowlark Mobi,Uranium,1.99 pCi/L,0.43 pCi/L,20 pCi/L
Meadowlark Inc. (former Meadowlark Mobi,Antimony,0.1000 ppb,1 ppb,6 ppb
Meadowlark Inc. (former Meadowlark Mobi,Barium,5.25 ppb,700 ppb,"2,000 ppb"
Meadowlark Inc. (former Meadowlark Mobi,Beryllium,0.0500 ppb,1 ppb,4 ppb
Meadowlark Inc. (former Meadowlark Mobi,Chloroform,0.200 ppb,0.4 ppb,
Meadowlark Inc. (former Meadowlark Mobi,Fluoride,0.0845 ppm,,4 ppm
Meadowlark Inc. (former Meadowlark Mobi,Selenium,0.575 ppb,30 ppb,50 ppb
Meadowlark Inc. (former Meadowlark Mobi,None,,,
Golden Valley Colony,"Radium, combined (-226 &amp; -228)",1.80 pCi/L,0.05 pCi/L,5 pCi/L
Golden Valley Colony,None,,,
"Ryegate, Town of",Bromochloroacetic acid,5.90 ppb,0.02 ppb,
"Ryegate, Town of",Bromodichloromethane,6.16 ppb,0.06 ppb,
"Ryegate, Town of",Bromoform,1.07 ppb,0.5 ppb,
"Ryegate, Town of",Chloroform,5.15 ppb,0.4 ppb,
"Ryegate, Town of",Dibromoacetic acid,2.65 ppb,0.04 ppb,
"Ryegate, Town of",Dibromochloromethane,5.00 ppb,0.1 ppb,
"Ryegate, Town of",Dichloroacetic acid,8.70 ppb,0.2 ppb,
"Ryegate, Town of",Haloacetic acids (HAA5)†,17.5 ppb,0.1 ppb,60 ppb
"Ryegate, Town of","Radium, combined (-226 &amp; -228)",0.36 pCi/L,0.05 pCi/L,5 pCi/L
"Ryegate, Town of",Total trihalomethanes (TTHMs)†,17.4 ppb,0.15 ppb,80 ppb
"Ryegate, Town of",Trichloroacetic acid,5.90 ppb,0.1 ppb,
"Ryegate, Town of",Uranium,4.24 pCi/L,0.43 pCi/L,20 pCi/L
"Ryegate, Town of",Chromium (total),1.50 ppb,,100 ppb
"Ryegate, Town of",Fluoride,0.500 ppm,,4 ppm
"Ryegate, Town of",Monobromoacetic acid,0.415 ppb,25 ppb,
"Ryegate, Town of",Nitrate and nitrite,0.162 ppm,0.14 ppm,10 ppm
"Ryegate, Town of",Selenium,0.750 ppb,30 ppb,50 ppb
"Ryegate, Town of",None,,,
Martinsdale Water and Sewer District,Bromochloroacetic acid,0.333 ppb,0.02 ppb,
Martinsdale Water and Sewer District,Bromodichloromethane,0.976 ppb,0.06 ppb,
Martinsdale Water and Sewer District,Dibromoacetic acid,0.933 ppb,0.04 ppb,
Martinsdale Water and Sewer District,Dibromochloromethane,1.30 ppb,0.1 ppb,
Martinsdale Water and Sewer District,Haloacetic acids (HAA5)†,0.933 ppb,0.1 ppb,60 ppb
Martinsdale Water and Sewer District,Nitrate and nitrite,0.693 ppm,0.14 ppm,10 ppm
Martinsdale Water and Sewer District,Total trihalomethanes (TTHMs)†,3.32 ppb,0.15 ppb,80 ppb
Martinsdale Water and Sewer District,Bromoform,0.660 ppb,0.5 ppb,
Martinsdale Water and Sewer District,Chloroform,0.260 ppb,0.4 ppb,
Martinsdale Water and Sewer District,Fluoride,0.300 ppm,,4 ppm
Martinsdale Water and Sewer District,None,,,
Springdale Hutterite Colony,Arsenic,0.500 ppb,0.004 ppb,10 ppb
Springdale Hutterite Colony,Nitrate and nitrite,0.563 ppm,0.14 ppm,10 ppm
Springdale Hutterite Colony,None,,,
White Sulphur Springs Water,Bromodichloromethane,0.122 ppb,0.06 ppb,
White Sulphur Springs Water,Dibromochloromethane,0.312 ppb,0.1 ppb,
White Sulphur Springs Water,Dichloroacetic acid,0.411 ppb,0.2 ppb,
White Sulphur Springs Water,Haloacetic acids (HAA5)†,1.81 ppb,0.1 ppb,60 ppb
White Sulphur Springs Water,"Radium, combined (-226 &amp; -228)",0.59 pCi/L,0.05 pCi/L,5 pCi/L
White Sulphur Springs Water,Total trihalomethanes (TTHMs)†,0.653 ppb,0.15 ppb,80 ppb
White Sulphur Springs Water,Barium,17.6 ppb,700 ppb,"2,000 ppb"
White Sulphur Springs Water,Bromoform,0.220 ppb,0.5 ppb,
White Sulphur Springs Water,Fluoride,0.525 ppm,,4 ppm
White Sulphur Springs Water,Monochloroacetic acid,1.41 ppb,53 ppb,
White Sulphur Springs Water,Nitrate,0.0550 ppm,0.14 ppm,10 ppm
White Sulphur Springs Water,Nitrate and nitrite,0.0400 ppm,0.14 ppm,10 ppm
White Sulphur Springs Water,None,,,
"Melstone, Town of",Nitrate and nitrite,0.353 ppm,0.14 ppm,10 ppm
"Melstone, Town of","Radium, combined (-226 &amp; -228)",1.40 pCi/L,0.05 pCi/L,5 pCi/L
"Melstone, Town of",Chloroform,0.260 ppb,0.4 ppb,
"Melstone, Town of",Fluoride,0.800 ppm,,4 ppm
"Melstone, Town of",Total trihalomethanes (TTHMs)†,0.300 ppb,0.15 ppb,80 ppb
"Melstone, Town of",None,,,
Musselshell Community County WSD,"Radium, combined (-226 &amp; -228)",0.25 pCi/L,0.05 pCi/L,5 pCi/L
Musselshell Community County WSD,Fluoride,1.87 ppm,,4 ppm
Musselshell Community County WSD,Nitrate and nitrite,0.0200 ppm,0.14 ppm,10 ppm
Musselshell Community County WSD,None,,,
Roundup Water Department,Arsenic,1.000 ppb,0.004 ppb,10 ppb
Roundup Water Department,Bromochloroacetic acid,4.47 ppb,0.02 ppb,
Roundup Water Department,Bromodichloromethane,8.21 ppb,0.06 ppb,
Roundup Water Department,Bromoform,1.81 ppb,0.5 ppb,
Roundup Water Department,Chloroform,5.23 ppb,0.4 ppb,
Roundup Water Department,Dibromoacetic acid,3.45 ppb,0.04 ppb,
Roundup Water Department,Dibromochloromethane,7.61 ppb,0.1 ppb,
Roundup Water Department,Dichloroacetic acid,4.05 ppb,0.2 ppb,
Roundup Water Department,Haloacetic acids (HAA5)†,11.1 ppb,0.1 ppb,60 ppb
Roundup Water Department,"Radium, combined (-226 &amp; -228)",2.10 pCi/L,0.05 pCi/L,5 pCi/L
Roundup Water Department,Total trihalomethanes (TTHMs)†,22.9 ppb,0.15 ppb,80 ppb
Roundup Water Department,Trichloroacetic acid,2.80 ppb,0.1 ppb,
Roundup Water Department,Uranium,2.01 pCi/L,0.43 pCi/L,20 pCi/L
Roundup Water Department,Di(2-ethylhexyl) phthalate,1.10 ppb,3 ppb,6 ppb
Roundup Water Department,Monobromoacetic acid,0.695 ppb,25 ppb,
Roundup Water Department,Nitrate and nitrite,0.0150 ppm,0.14 ppm,10 ppm
Roundup Water Department,None,,,
"Jordan, Town of",Dibromoacetic acid,0.730 ppb,0.04 ppb,
"Jordan, Town of",Haloacetic acids (HAA5)†,0.730 ppb,0.1 ppb,60 ppb
"Jordan, Town of","Radium, combined (-226 &amp; -228)",3.10 pCi/L,0.05 pCi/L,5 pCi/L
"Jordan, Town of",Nitrate and nitrite,0.00500 ppm,0.14 ppm,10 ppm
"Jordan, Town of",None,,,
"Winnett, Town of",Bromochloroacetic acid,0.310 ppb,0.02 ppb,
"Winnett, Town of",Bromodichloromethane,0.975 ppb,0.06 ppb,
"Winnett, Town of",Bromoform,2.93 ppb,0.5 ppb,
"Winnett, Town of",Dibromoacetic acid,0.900 ppb,0.04 ppb,
"Winnett, Town of",Dibromochloromethane,2.53 ppb,0.1 ppb,
"Winnett, Town of",Haloacetic acids (HAA5)†,0.900 ppb,0.1 ppb,60 ppb
"Winnett, Town of","Radium, combined (-226 &amp; -228)",2.35 pCi/L,0.05 pCi/L,5 pCi/L
"Winnett, Town of",Total trihalomethanes (TTHMs)†,6.83 ppb,0.15 ppb,80 ppb
"Winnett, Town of",Barium,30.0 ppb,700 ppb,"2,000 ppb"
"Winnett, Town of",Chloroform,0.135 ppb,0.4 ppb,
"Winnett, Town of",Fluoride,2.55 ppm,,4 ppm
"Winnett, Town of",Nitrate and nitrite,0.0371 ppm,0.14 ppm,10 ppm
"Winnett, Town of",Selenium,1.000 ppb,30 ppb,50 ppb
"Winnett, Town of",None,,,
City of Bozeman,Bromochloroacetic acid,0.207 ppb,0.02 ppb,
City of Bozeman,Bromodichloromethane,1.18 ppb,0.06 ppb,
City of Bozeman,Chloroform,18.1 ppb,0.4 ppb,
City of Bozeman,Chromium (hexavalent),0.116 ppb,0.02 ppb,
City of Bozeman,Dichloroacetic acid,6.99 ppb,0.2 ppb,
City of Bozeman,Haloacetic acids (HAA5)†,14.2 ppb,0.1 ppb,60 ppb
City of Bozeman,Haloacetic acids (HAA9)†,18.5 ppb,0.06 ppb,
City of Bozeman,Total trihalomethanes (TTHMs)†,19.3 ppb,0.15 ppb,80 ppb
City of Bozeman,Trichloroacetic acid,7.10 ppb,0.1 ppb,
City of Bozeman,Chlorate,46.9 ppb,210 ppb,
City of Bozeman,Fluoride,0.672 ppm,,4 ppm
City of Bozeman,Manganese,4.43 ppb,100 ppb,
City of Bozeman,Molybdenum,0.171 ppb,40 ppb,
City of Bozeman,Monochloroacetic acid,0.0733 ppb,53 ppb,
City of Bozeman,Nitrate and nitrite,0.0800 ppm,0.14 ppm,10 ppm
City of Bozeman,Strontium,0.0805 ppb,"1,500 ppb",
City of Bozeman,Uranium,0.37 pCi/L,0.43 pCi/L,20 pCi/L
City of Bozeman,Vanadium,0.449 ppb,21 ppb,
City of Bozeman,None,,,
"West Yellowstone, Town of",Arsenic,1.31 ppb,0.004 ppb,10 ppb
"West Yellowstone, Town of","Radium, combined (-226 &amp; -228)",2.80 pCi/L,0.05 pCi/L,5 pCi/L
"West Yellowstone, Town of",Antimony,0.0756 ppb,1 ppb,6 ppb
"West Yellowstone, Town of",Barium,1.06 ppb,700 ppb,"2,000 ppb"
"West Yellowstone, Town of",Fluoride,2.73 ppm,,4 ppm
"West Yellowstone, Town of",Mercury (inorganic),0.00880 ppb,1.2 ppb,2 ppb
"West Yellowstone, Town of",Nitrate and nitrite,0.124 ppm,0.14 ppm,10 ppm
"West Yellowstone, Town of",Selenium,1.30 ppb,30 ppb,50 ppb
"West Yellowstone, Town of",None,,,
"Belgrade, City of",Arsenic,0.429 ppb,0.004 ppb,10 ppb
"Belgrade, City of",Nitrate and nitrite,1.85 ppm,0.14 ppm,10 ppm
"Belgrade, City of","Radium, combined (-226 &amp; -228)",0.24 pCi/L,0.05 pCi/L,5 pCi/L
"Belgrade, City of",Uranium,2.01 pCi/L,0.43 pCi/L,20 pCi/L
"Belgrade, City of",Barium,105.0 ppb,700 ppb,"2,000 ppb"
"Belgrade, City of",Fluoride,0.0250 ppm,,4 ppm
"Belgrade, City of",None,,,
River Rock County Water and Sewer District,Bromodichloromethane,0.875 ppb,0.06 ppb,
River Rock County Water and Sewer District,Chloroform,6.48 ppb,0.4 ppb,
River Rock County Water and Sewer District,Dibromochloromethane,0.650 ppb,0.1 ppb,
River Rock County Water and Sewer District,Nitrate and nitrite,1.28 ppm,0.14 ppm,10 ppm
River Rock County Water and Sewer District,Total trihalomethanes (TTHMs)†,8.78 ppb,0.15 ppb,80 ppb
River Rock County Water and Sewer District,Uranium,1.34 pCi/L,0.43 pCi/L,20 pCi/L
River Rock County Water and Sewer District,Barium,100.0 ppb,700 ppb,"2,000 ppb"
River Rock County Water and Sewer District,Bromoform,0.550 ppb,0.5 ppb,
River Rock County Water and Sewer District,Fluoride,0.228 ppm,,4 ppm
River Rock County Water and Sewer District,"Radium, combined (-226 &amp; -228)",0.05 pCi/L,0.05 pCi/L,5 pCi/L
River Rock County Water and Sewer District,None,,,
"Three Forks, City of",Arsenic,6.68 ppb,0.004 ppb,10 ppb
"Three Forks, City of",Bromochloroacetic acid,1.12 ppb,0.02 ppb,
"Three Forks, City of",Bromodichloromethane,0.396 ppb,0.06 ppb,
"Three Forks, City of",Dibromoacetic acid,2.18 ppb,0.04 ppb,
"Three Forks, City of",Dibromochloromethane,0.781 ppb,0.1 ppb,
"Three Forks, City of",Dichloroacetic acid,0.696 ppb,0.2 ppb,
"Three Forks, City of",Haloacetic acids (HAA5)†,3.21 ppb,0.1 ppb,60 ppb
"Three Forks, City of","Radium, combined (-226 &amp; -228)",1.18 pCi/L,0.05 pCi/L,5 pCi/L
"Three Forks, City of",Total trihalomethanes (TTHMs)†,2.19 ppb,0.15 ppb,80 ppb
"Three Forks, City of",Uranium,2.70 pCi/L,0.43 pCi/L,20 pCi/L
"Three Forks, City of",Barium,14.0 ppb,700 ppb,"2,000 ppb"
"Three Forks, City of",Bromoform,0.619 ppb,0.5 ppb,
"Three Forks, City of",Chloroform,0.326 ppb,0.4 ppb,
"Three Forks, City of",Fluoride,1.57 ppm,,4 ppm
"Three Forks, City of",Manganese,10.00 ppb,100 ppb,
"Three Forks, City of",Monobromoacetic acid,0.0889 ppb,25 ppb,
"Three Forks, City of",Monochloroacetic acid,0.122 ppb,53 ppb,
"Three Forks, City of",Nitrate and nitrite,0.182 ppm,0.14 ppm,10 ppm
"Three Forks, City of",Selenium,0.600 ppb,30 ppb,50 ppb
"Three Forks, City of",Toluene,0.0667 ppb,150 ppb,"1,000 ppb"
"Three Forks, City of",Trichloroacetic acid,0.0789 ppb,0.1 ppb,
"Three Forks, City of",None,,,
North Star Zoot Water,Arsenic,0.353 ppb,0.004 ppb,10 ppb
North Star Zoot Water,Bromochloroacetic acid,1.80 ppb,0.02 ppb,
North Star Zoot Water,Bromodichloromethane,2.90 ppb,0.06 ppb,
North Star Zoot Water,Chloroform,1.57 ppb,0.4 ppb,
North Star Zoot Water,Dibromoacetic acid,2.02 ppb,0.04 ppb,
North Star Zoot Water,Dibromochloromethane,3.70 ppb,0.1 ppb,
North Star Zoot Water,Dichloroacetic acid,1.18 ppb,0.2 ppb,
North Star Zoot Water,Haloacetic acids (HAA5)†,3.76 ppb,0.1 ppb,60 ppb
North Star Zoot Water,Nitrate and nitrite,1.75 ppm,0.14 ppm,10 ppm
North Star Zoot Water,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
North Star Zoot Water,Total trihalomethanes (TTHMs)†,9.19 ppb,0.15 ppb,80 ppb
North Star Zoot Water,Barium,132.3 ppb,700 ppb,"2,000 ppb"
North Star Zoot Water,Bromoform,0.857 ppb,0.5 ppb,
North Star Zoot Water,Fluoride,0.512 ppm,,4 ppm
North Star Zoot Water,Uranium,0.34 pCi/L,0.43 pCi/L,20 pCi/L
North Star Zoot Water,None,,,
"Manhattan, Town of",Arsenic,1.86 ppb,0.004 ppb,10 ppb
"Manhattan, Town of",Bromochloroacetic acid,0.638 ppb,0.02 ppb,
"Manhattan, Town of",Bromodichloromethane,1.25 ppb,0.06 ppb,
"Manhattan, Town of",Chloroform,0.970 ppb,0.4 ppb,
"Manhattan, Town of",Dibromoacetic acid,0.166 ppb,0.04 ppb,
"Manhattan, Town of",Dibromochloromethane,0.896 ppb,0.1 ppb,
"Manhattan, Town of",Dichloroacetic acid,0.890 ppb,0.2 ppb,
"Manhattan, Town of",Haloacetic acids (HAA5)†,1.77 ppb,0.1 ppb,60 ppb
"Manhattan, Town of",Nitrate and nitrite,1.37 ppm,0.14 ppm,10 ppm
"Manhattan, Town of","Radium, combined (-226 &amp; -228)",0.29 pCi/L,0.05 pCi/L,5 pCi/L
"Manhattan, Town of",Total trihalomethanes (TTHMs)†,3.49 ppb,0.15 ppb,80 ppb
"Manhattan, Town of",Uranium,2.51 pCi/L,0.43 pCi/L,20 pCi/L
"Manhattan, Town of",Antimony,0.550 ppb,1 ppb,6 ppb
"Manhattan, Town of",Barium,24.5 ppb,700 ppb,"2,000 ppb"
"Manhattan, Town of",Bromoform,0.140 ppb,0.5 ppb,
"Manhattan, Town of",Fluoride,0.235 ppm,,4 ppm
"Manhattan, Town of",Selenium,1.05 ppb,30 ppb,50 ppb
"Manhattan, Town of",None,,,
Rae Water and Sewer District 313,Arsenic,0.1000 ppb,0.004 ppb,10 ppb
Rae Water and Sewer District 313,Nitrate and nitrite,1.04 ppm,0.14 ppm,10 ppm
Rae Water and Sewer District 313,Uranium,2.01 pCi/L,0.43 pCi/L,20 pCi/L
Rae Water and Sewer District 313,Barium,77.5 ppb,700 ppb,"2,000 ppb"
Rae Water and Sewer District 313,Fluoride,0.1000 ppm,,4 ppm
Rae Water and Sewer District 313,"Radium, combined (-226 &amp; -228)",0.03 pCi/L,0.05 pCi/L,5 pCi/L
Rae Water and Sewer District 313,None,,,
Valley Grove Subdivision,Arsenic,0.333 ppb,0.004 ppb,10 ppb
Valley Grove Subdivision,Nitrate and nitrite,1.88 ppm,0.14 ppm,10 ppm
Valley Grove Subdivision,"Radium, combined (-226 &amp; -228)",1.75 pCi/L,0.05 pCi/L,5 pCi/L
Valley Grove Subdivision,Uranium,2.46 pCi/L,0.43 pCi/L,20 pCi/L
Valley Grove Subdivision,Barium,18.3 ppb,700 ppb,"2,000 ppb"
Valley Grove Subdivision,Di(2-ethylhexyl) phthalate,0.236 ppb,3 ppb,6 ppb
Valley Grove Subdivision,Fluoride,0.1000 ppm,,4 ppm
Valley Grove Subdivision,None,,,
"Bainville, Town of",Bromochloroacetic acid,4.59 ppb,0.02 ppb,
"Bainville, Town of",Bromodichloromethane,13.2 ppb,0.06 ppb,
"Bainville, Town of",Chloroform,25.9 ppb,0.4 ppb,
"Bainville, Town of",Dibromoacetic acid,0.898 ppb,0.04 ppb,
"Bainville, Town of",Dibromochloromethane,3.98 ppb,0.1 ppb,
"Bainville, Town of",Dichloroacetic acid,12.1 ppb,0.2 ppb,
"Bainville, Town of",Haloacetic acids (HAA5)†,26.5 ppb,0.1 ppb,60 ppb
"Bainville, Town of",Total trihalomethanes (TTHMs)†,43.1 ppb,0.15 ppb,80 ppb
"Bainville, Town of",Trichloroacetic acid,12.2 ppb,0.1 ppb,
"Bainville, Town of",Manganese*,22.0 ppb,100 ppb,
"Bainville, Town of",Monobromoacetic acid,0.0857 ppb,25 ppb,
"Bainville, Town of",Monochloroacetic acid,1.16 ppb,53 ppb,
"Bainville, Town of",None,,,
Cherry Creek Wua Glasgow,Nitrate and nitrite,1.42 ppm,0.14 ppm,10 ppm
Cherry Creek Wua Glasgow,None,,,
"Culbertson, Town of",Arsenic,1.50 ppb,0.004 ppb,10 ppb
