Utility name,City,People served,Zip
Clay County Public Water Supply District 2,Liberty,"Population served: 3,157",64024
Clay County Public Water Supply District 3,Holt,"Population served: 3,300",64024
Clay County Public Water Supply District 4,Liberty,Population served: 970,64024
Clay County Public Water Supply District 5,Liberty,"Population served: 1,000",64024
Clay County Public Water Supply District 6,Kearney,"Population served: 4,700",64024
Clay County Public Water Supply District 7,Excelsior Spgs,Population served: 283,64024
Clay County Public Water Supply District 8,Kearney,"Population served: 1,904",64024
Clay County Public Water Supply District 9,Smithville,"Population served: 2,532",64024
Excelsior Springs,Excelsior Springs,"Population served: 11,084",64024
Gladstone,Kansas City,"Population served: 27,000",64024
Kearney PWS,Kearney,"Population served: 9,261",64024
Liberty,Liberty,"Population served: 31,507",64024
Missouri City PWS,Missouri City,Population served: 250,64024
Mosby PWS,Mosby,Population served: 194,64024
North Kansas City PWS,No Kansas City,"Population served: 4,800",64024
Prathersville PWS,Excelsior Spgs,Population served: 120,64024
Smithville PWS,Smithville,"Population served: 9,233",64024
Bogard PWS,Bogard,Population served: 260,64035
Bosworth PWS,Bosworth,Population served: 305,64035
Carroll County Public Water Supply District 1,Carrollton,"Population served: 2,980",64035
Carrollton PWS,Carrollton,"Population served: 3,300",64035
Dewitt PWS,De Witt,Population served: 125,64035
Hale PWS,Hale,Population served: 480,64035
Norborne PWS,Norborne,Population served: 708,64035
Tina PWS,Tina,Population served: 154,64035
Cameron PWS,Cameron,"Population served: 9,933",64048
Clinton County Public Water Supply District 1,Trimble,Population served: 985,64048
Clinton County Public Water Supply District 3,Cameron,"Population served: 3,410",64048
Clinton County Public Water Supply District 4 System 1,Lathrop,"Population served: 4,518",64048
Clinton County Public Water Supply District 4 System 2,Lathrop,Population served: 950,64048
Gower PWS,Gower,"Population served: 1,526",64048
Lathrop PWS,Lathrop,"Population served: 2,735",64048
Plattsburg PWS,Plattsburg,"Population served: 2,966",64048
Buchanan County Public Water Supply District 1,Rushville,"Population served: 2,050",64401
Dekalb PWS,De Kalb,Population served: 250,64401
Easton PWS,Easton,Population served: 234,64401
Albany PWS,Albany,"Population served: 1,650",64402
Gentry County Public Water Supply District 1,Albany,"Population served: 2,000",64402
Gentry County Public Water Supply District 2,Stanberry,Population served: 900,64402
King City PWS,King City,"Population served: 1,013",64402
Middle Fork Water County,Gentry,Population served: 25,64402
Stanberry PWS,Stanberry,"Population served: 1,200",64402
Grant City PWS,Grant City,Population served: 850,64420
Sheridan PWS,Sheridan,Population served: 172,64420
Worth County Public Water Supply District 1,Grant City,"Population served: 1,368",64420
Amazonia PWS,Amazonia,Population served: 312,64421
Andrew County Public Water Supply District 1,Savannah,"Population served: 5,273",64421
Andrew County Public Water Supply District 2,Cosby,"Population served: 3,548",64421
Andrew County Public Water Supply District 3,Fillmore,"Population served: 1,113",64421
Andrew County Public Water Supply District 4,Rosendale,Population served: 588,64421
Bolckow PWS,Bolckow,Population served: 187,64421
Bungalow Trailer Park,Savanna,Population served: 50,64421
Fillmore PWS,Fillmore,Population served: 187,64421
Rosendale PWS,Rosendale,Population served: 82,64421
Savannah PWS,Savannah,"Population served: 5,057",64421
Clarksdale PWS,Clarksdale,Population served: 271,64422
Dekalb County Public Water Supply District 1,Clarksdale,"Population served: 7,283",64422
Maysville PWS,Maysville,"Population served: 1,100",64422
Osborn PWS,Osborn,Population served: 527,64422
Stewartsville PWS,Stewartsville,Population served: 750,64422
Union Star PWS,Union Star,Population served: 437,64422
Barnard PWS,Barnard,Population served: 248,64423
Burlington Junction PWS,Burlington Jct,Population served: 537,64423
Clearmont PWS,Clearmont,Population served: 161,64423
Conception Junction PWS,Conception Jct,Population served: 231,64423
Elmo PWS,Elmo,Population served: 165,64423
Graham PWS,Graham,Population served: 170,64423
Hopkins PWS,Hopkins,Population served: 532,64423
Maryville,Maryville,"Population served: 11,972",64423
Nodaway County Public Water Supply District 1,Maryville,"Population served: 6,428",64423
Parnell PWS,Parnell,Population served: 200,64423
Ravenwood PWS,Ravenwood,Population served: 440,64423
Skidmore PWS,Skidmore,Population served: 263,64423
Bethany PWS,Bethany,"Population served: 3,292",64424
Cainsville PWS,Cainsville,Population served: 290,64424
Gilman City PWS,Gilman City,Population served: 460,64424
Harrison County Public Water Supply District 1,Eagleville,Population served: 823,64424
Harrison County Public Water Supply District 2,Bethany,"Population served: 3,740",64424
New Hampton PWS,New Hampton,Population served: 283,64424
Ridgeway PWS,Ridgeway,Population served: 464,64424
Big Lake Village of,Craig,"Population served: 1,100",64437
Craig PWS,Craig,Population served: 400,64437
Holt County Public Water Supply District 1,Oregon,"Population served: 1,020",64437
Maitland PWS,Maitland,Population served: 323,64437
Mound City PWS,Mound City,"Population served: 1,200",64437
Oregon PWS,Oregon,"Population served: 1,371",64437
Atchison County Public Water Supply District 1,Rock Port,Population served: 753,64446
Atchison County Wholesale Water Commission,Rock Port,Population served: 25,64446
Fairfax PWS,Fairfax,Population served: 640,64446
Rock Port PWS,Rockport,"Population served: 1,318",64446
Tarkio Board of Public Works,Tarkio,"Population served: 1,583",64446
Westboro PWS,Westboro,Population served: 163,64446
Braymer PWS,Braymer,Population served: 878,64465
Breckenridge PWS,Breckenridge,Population served: 333,64465
Caldwell County Public Water Supply District 1,Cowgill,Population served: 335,64465
Caldwell County Public Water Supply District 2,Kidder,Population served: 665,64465
Caldwell County Public Water Supply District 3,Braymer,"Population served: 1,452",64465
Hamilton PWS,Hamilton,"Population served: 1,813",64465
Kingston PWS,Kingston,Population served: 283,64465
Polo PWS,Polo,Population served: 575,64465
Altamont PWS,Altamont,Population served: 207,64497
Coffey PWS,Coffey,Population served: 166,64497
Daviess County Public Water Supply District 1,Pattonsburg,"Population served: 2,103",64497
Daviess County Public Water Supply District 2,Gallatin,"Population served: 2,448",64497
Daviess County Public Water Supply District 3,Gallatin,Population served: 337,64497
Gallatin PWS,Gallatin,"Population served: 1,785",64497
Jameson,Jameson,Population served: 121,64497
Jamesport PWS,Jamesport,Population served: 826,64497
Pattonsburg PWS,Pattonsburg,Population served: 348,64497
Chillicothe Municipal Utilities PWS,Chillicothe,"Population served: 9,515",64601
Chula PWS,Chula,Population served: 210,64601
IL American-saunemin,Belleville,Population served: 456,64601
Illinois American-Pontiac,Belleville,"Population served: 11,864",64601
Linn Livingston County Public Water Supply District 3,Wheeling,"Population served: 1,350",64601
Livingston County Public Water Supply District 1,Dawn,"Population served: 1,320",64601
Livingston County Public Water Supply District 2,Chillicothe,"Population served: 2,053",64601
Livingston County Public Water Supply District 3 East,Chillicothe,"Population served: 2,087",64601
Wheeling PWS,Wheeling,Population served: 284,64601
Garden Grove Water Supply,Allerton,Population served: 216,64632
Lamoni Municipal Utilities,Lamoni,"Population served: 2,324",64632
Leon Water Supply,Leon,"Population served: 1,977",64632
Mercer PWS,Mercer,Population served: 318,64632
Princeton PWS,Princeton,"Population served: 1,166",64632
Sirwa #3 (leon),Creston,"Population served: 2,395",64632
Galt PWS,Galt,Population served: 253,64635
Grundy County Public Water Supply District 1,Trenton,"Population served: 3,710",64635
IL American-nettle Creek,Belleville,Population served: 285,64635
IL American-ridgecrest,Belleville,Population served: 219,64635
Laredo PWS,Laredo,Population served: 240,64635
Spickard PWS,Spickard,Population served: 254,64635
Trenton Municipal Utilities PWS,Trenton,"Population served: 6,001",64635
Adrian PWS,Adrian,"Population served: 1,635",64720
Amoret PWS,Amoret,Population served: 190,64720
Bates County Public Water Supply District 1,Butler,Population served: 327,64720
Bates County Public Water Supply District 2,Amsterdam,"Population served: 1,492",64720
Bates County Public Water Supply District 3,Butler,Population served: 423,64720
Bates County Public Water Supply District 5,Adrian,"Population served: 2,690",64720
Bates County Public Water Supply District 6,Butler,"Population served: 1,712",64720
Bates County Public Water Supply District 7,Rockville,Population served: 512,64720
Butler PWS,Butler,"Population served: 4,219",64720
Hume PWS,Hume,Population served: 336,64720
Rich Hill PWS,Rich Hill,"Population served: 1,400",64720
Rockville PWS,Rockville,Population served: 175,64720
Collins PWS,Collins,Population served: 156,64724
IL American - East St. Louis,Belleville,"Population served: 139,879",64724
Twin Oaks Harbor,Lowry City,Population served: 50,64724
Blairstown PWS,Blairstown,Population served: 123,64726
Calhoun PWS,Calhoun,Population served: 496,64726
Deepwater PWS,Deepwater,Population served: 433,64726
Henry County Public Water Supply District 1,Clinton,Population served: 255,64726
Henry County Public Water Supply District 3,Clinton,"Population served: 2,600",64726
Henry County Public Water Supply District 4,Urich,"Population served: 1,055",64726
Henry County Water Company,Clinton,"Population served: 9,014",64726
Montrose PWS,Montrose,Population served: 386,64726
Oakwood Water Association,Deepwater,Population served: 28,64726
Urich PWS,Urich,Population served: 499,64726
Windsor PWS,Windsor,"Population served: 3,044",64726
Bronaugh PWS,Bronaugh,Population served: 245,64728
Nevada PWS,Nevada,"Population served: 8,149",64728
Schell City PWS,Schell City,Population served: 250,64728
Sheldon PWS,Sheldon,Population served: 543,64728
Vernon County Cons Public Water Supply District 1,Nevada,"Population served: 8,925",64728
Vernon County Public Water Supply District 2,Sheldon,"Population served: 1,175",64728
Vernon County Public Water Supply District 7,Deerfield,Population served: 550,64728
Walker PWS,Walker,Population served: 283,64728
Warsaw PWS,"Warsaw, MO","Population served:2,400",64735
Cole Camp PWS,"Cole Camp, MO","Population served:1,120",64735
Agape Boarding School,Stockton,Population served: 250,64744
Cedar County Public Water Supply District 1,El Dorado Spgs,"Population served: 1,633",64744
Chapel Hill Subdivision,Stockton,Population served: 32,64744
El Dorado Springs PWS,El Dorado Spgs,"Population served: 3,593",64744
Friendship Hills Subd,Stockton,Population served: 35,64744
Stockton Hills Water Company,Stockton,Population served: 391,64744
Stockton PWS,Stockton,"Population served: 1,892",64744
Village of Umber View Heights,Stockton,Population served: 50,64744
Alba PWS,Alba,Population served: 550,64748
Arcola PWS,Arcola,Population served: 45,64748
Asbury PWS,Asbury,Population served: 207,64748
Barton Dade Cedar & Jasper Counties Consolidated Public Water Supply District 1,Lamar,"Population served: 9,375",64748
Carl Junction PWS,Carl Junction,"Population served: 7,445",64748
Carterville PWS,Carterville,"Population served: 1,863",64748
Carthage,Carthage,"Population served: 14,570",64748
Dadeville PWS,Dadeville,Population served: 248,64748
Duenweg PWS,Duenweg,"Population served: 1,382",64748
Everton PWS,Everton,Population served: 352,64748
Golden City PWS,Golden City,Population served: 764,64748
Greenfield PWS,Greenfield,"Population served: 1,366",64748
Jasper County Public Water Supply District 1,Joplin,"Population served: 5,500",64748
Jasper County Public Water Supply District 2,Webb City,"Population served: 3,075",64748
Jasper County Public Water Supply District 3,Joplin,"Population served: 1,542",64748
Jasper PWS,Jasper,Population served: 932,64748
Lamar PWS,Lamar,"Population served: 4,532",64748
Liberal PWS,Liberal,Population served: 759,64748
Lockwood PWS,Lockwood,Population served: 936,64748
Malfunction Junction,Carthage,Population served: 37,64748
Mindenmines PWS,Mindenmines,Population served: 340,64748
Missouri American - Joplin,Joplin,"Population served: 55,309",64748
Oronogo PWS,Oronogo,"Population served: 2,500",64748
Purcell PWS,Purcell,Population served: 408,64748
Sarcoxie PWS,Sarcoxie,"Population served: 1,354",64748
South Greenfield PWS,South Greenfield,Population served: 100,64748
Sunset Mobile Home Park,Carthage,Population served: 80,64748
Webb City,Webb City,"Population served: 11,334",64748
Neosho,"Neosho, MO","Population served:12,157",64804
Anderson PWS,Anderson,"Population served: 1,961",64831
Goodman PWS,Goodman,"Population served: 1,250",64831
Lanagan PWS,Lanagan,Population served: 417,64831
Liberty Water Noel,Noel,"Population served: 1,832",64831
McDonald County Public Water Supply District 1,Jane,"Population served: 2,481",64831
McDonald County Public Water Supply District 2,Rocky Comfort,"Population served: 1,500",64831
McDonald County Public Water Supply District 3,Southwest City,Population served: 600,64831
Pineville PWS,Pineville,Population served: 791,64831
Sky Blue Water Inc.,Pineville,Population served: 75,64831
Southwest City PWS,Southwest City,Population served: 976,64831
Big Valley Park Mobile Home Park,Joplin,Population served: 158,64840
Diamond PWS,Diamond,Population served: 926,64840
Fairview PWS,Fairview,Population served: 380,64840
Granby PWS,Granby,"Population served: 2,100",64840
Highway 43 Mobile Home & Rv Park,Seneca,Population served: 137,64840
Boondocks Enterprises Llc,Neosho,Population served: 35,64840
Newton County Public Water Supply District 1,Stark City,Population served: 450,64840
Park Place Mobile Home Park Joplin,Joplin,Population served: 62,64840
Red Oak Estates,Neosho,Population served: 75,64840
Redings Mill PWS,Joplin,Population served: 127,64840
Seneca PWS,Seneca,"Population served: 2,390",64840
Stella PWS,Stella,Population served: 158,64840
Timberlost Mobile Home Park,Joplin,Population served: 150,64840
Town & Country Mobile Home Park,Joplin,Population served: 77,64840
Monett PWS,"Monett, MO","Population served:9,027",64842
Cassville PWS,"Cassville, MO","Population served:3,133",64842
Aurora Verona,"Joplin, MO","Population served:8,529",64848
Southwest Rural Water District 1,"Washburn, MO","Population served:1,800",64861
Freistatt PWS,Freistatt,Population served: 165,64873
Halltown PWS,Springfield,Population served: 185,64873
Heim Mobile Home Park,Monett,Population served: 112,64873
Lucky Lady Mobile Home Park,Mount Vernon,Population served: 46,64873
Marionville,Marionville,"Population served: 2,225",64873
Miller PWS,Miller,Population served: 680,64873
Mount Vernon PWS,Mount Vernon,"Population served: 4,575",64873
Park Woods Water Company Inc.,Mt Vernon,Population served: 80,64873
Pierce City PWS,Pierce City,"Population served: 1,200",64873
Stotts City PWS,Stotts City,Population served: 225,64873
Vaughn Trailer Park,Monett,Population served: 50,64873
Youngberg Estates Mobile Home Park,Verona,Population served: 70,64873
Airport Homeowners Association Inc.,Golden,Population served: 50,64874
Arrow Point Village PWS,Golden,Population served: 120,64874
Barry County Public Water Supply District 2,Shell Knob,Population served: 34,64874
Butterfield PWS,Butterfield,Population served: 470,64874
Central Crossing Acres II,Shell Knob,Population served: 25,64874
Chain O Lakes Village PWS,Eagle Rock,Population served: 40,64874
Elmo Subdivision 1 & 2 & 3,Eagle Rock,Population served: 275,64874
Emerald Beach Village of,Golden,Population served: 484,64874
Exeter PWS,Exeter,Population served: 772,64874
Fox Woods Subdivision,Shell Knob,Population served: 125,64874
Green Shores Subdivision,Shell Knob,Population served: 120,64874
Green Woods,Shell Knob,Population served: 25,64874
Kings River Beach Water Association Inc.,Shell Knob,Population served: 50,64874
Knob Hill Acres,Shell Knob,Population served: 125,64874
MO American - Lakewood Manor Subdivision,Shell Knob,Population served: 50,64874
MO American - Ozark Mountain Water Company 1,Shell Knob,Population served: 350,64874
Oaks Homeowners Association Water District,Aurora,Population served: 85,64874
Ozark Villa At Shell Knob,Shell Knob,Population served: 108,64874
Purdy PWS,Purdy,"Population served: 1,100",64874
Roaring River Homeowners Association Inc.,Eagle Rock,Population served: 30,64874
Seligman PWS,Seligman,Population served: 890,64874
Shell Rock Utilities,Shell Knob,Population served: 45,64874
Sweetwater Beach Subdivision,Eagle Rock,Population served: 63,64874
Twin Rivers Subdivision,Shell Knob,Population served: 72,64874
Washburn PWS,Washburn,Population served: 448,64874
Wheaton PWS,Wheaton,Population served: 698,64874
Chamois PWS,Chamois,Population served: 395,65001
Frankenstein PWS,Bonnots Mill,Population served: 125,65001
Freeburg PWS,Freeburg,Population served: 437,65001
Linn Acres,Loose Creek,Population served: 58,65001
Linn PWS,Linn,"Population served: 1,459",65001
Maries County Public Water Supply District 1 North,Vienna,Population served: 450,65001
Maries County Public Water Supply District 1 South,Vienna,Population served: 200,65001
Meta PWS,Meta,Population served: 229,65001
Osage County Public Water Supply District 1,Loose Creek,"Population served: 1,200",65001
Osage County Public Water Supply District 2 North,Westphalia,Population served: 705,65001
Osage County Public Water Supply District 2 South,Westphalia,Population served: 468,65001
Osage County Public Water Supply District 3,Linn,"Population served: 1,125",65001
Town of Martin,Belle,Population served: 25,65001
Vienna PWS,Vienna,Population served: 591,65001
Ashland PWS,Ashland,"Population served: 3,707",65010
Blue Acres Mobile Home Park,Columbia,Population served: 275,65010
Boone County Cons. PWSD1,Columbia,"Population served: 21,500",65010
Boone County Public Water Supply District 10,Centralia,"Population served: 4,625",65010
Boone County Public Water Supply District 4,Hallsville,"Population served: 6,455",65010
Boone County PWSD 9,Columbia,"Population served: 12,200",65010
Centralia PWS,Centralia,"Population served: 4,027",65010
Columbia,Columbia,"Population served: 100,733",65010
Green Hills Mobile Home Park,Columbia,Population served: 240,65010
Hallsville PWS,Hallsville,"Population served: 1,400",65010
Kuhle H20,Columbia,Population served: 450,65010
Sturgeon PWS,Sturgeon,Population served: 872,65010
University of Missouri Columbia,Columbia,"Population served: 40,000",65010
10 4 Water System,Stover,Population served: 150,65011
Barnett PWS,Barnett,Population served: 207,65011
Bendco Cove,Stover,Population served: 50,65011
Blue Anchor Bay Condominiums,Laurie,Population served: 150,65011
California PWS,California,"Population served: 4,278",65011
Clarksburg PWS,Clarksburg,Population served: 334,65011
Jamestown PWS,Jamestown,Population served: 382,65011
Johnson Bay Subdivision,Gravois Mills,Population served: 133,65011
Laurie PWS,Laurie,Population served: 995,65011
Millstone Luxury Condominiums,Gravois Mills,Population served: 250,65011
MO American Hickory Hills,California,Population served: 125,65011
Moniteau County Public Water Supply District 1,Fortuna,Population served: 203,65011
Moniteau County Public Water Supply District 2,California,"Population served: 1,325",65011
Morgan County Public Water Supply District # 2,Stover,"Population served: 1,200",65011
Stover PWS,Stover,"Population served: 1,623",65011
Sunshine Acres Subd,Stover,Population served: 30,65011
Syracuse PWS,Syracuse,Population served: 172,65011
Timberlake Master Association Inc.,Lake Ozark,Population served: 300,65011
Tipton PWS,Tipton,"Population served: 3,262",65011
Tonys Point,Gravois Mill,Population served: 75,65011
Versailles PWS,Versailles,"Population served: 2,465",65011
Zwanzig Mobile Home Park,Gravois Mills,Population served: 45,65011
Black Forest Hoa Inc. No 2,Hermann,Population served: 50,65014
Bland PWS,Bland,Population served: 539,65014
Gasconade PWS,Gasconade,Population served: 280,65014
Gascony Village,Hermann,Population served: 180,65014
Hermann PWS,Hermann,"Population served: 2,500",65014
Lake Northwoods Utility Inc.,Owensville,Population served: 25,65014
Morrison PWS,Morrison,Population served: 140,65014
Owensville PWS,Owensville,"Population served: 2,800",65014
Peaceful Valley Service Company,Owensville,Population served: 200,65014
Rosebud PWS,Rosebud,Population served: 400,65014
Beach Club Condo Association,Lake Ozark,Population served: 65,65017
Brookview Apartments,Kaiser,Population served: 180,65017
Doolittle Mobile Home Park,Eldon,Population served: 100,65017
Doyle Apartments,Eldon,Population served: 50,65017
Eagle Mobile Home Park,Eldon,Population served: 30,65017
Eldon PWS,Eldon,"Population served: 4,895",65017
Iberia PWS,Iberia,Population served: 736,65017
Isla Del Sol,Rocky Mount,Population served: 200,65017
Lake Ozark PWS,Lake Ozark,"Population served: 1,586",65017
Lookout Point Subd,Lake Ozark,Population served: 80,65017
Miller County Care Center,Tuscumbia,Population served: 180,65017
Oak Hill Forest Subdivision,Eldon,Population served: 25,65017
Osage Ridge Apts,Lake Ozark,Population served: 150,65017
Palace Lane Estates,Kaiser,Population served: 120,65017
St. Elizabeth,St Elizabeth,Population served: 435,65017
Blackwater PWS,Blackwater,Population served: 205,65018
Boonville PWS,Boonville,"Population served: 8,319",65018
Bunceton PWS,Bunceton,Population served: 354,65018
Cooper County Consolidated Public Water Supply District # 1,Boonville,"Population served: 2,451",65018
Cooper County Public Water Supply District 1,Wooldridge,Population served: 562,65018
Otterville PWS,Otterville,Population served: 450,65018
Pilot Grove PWS,Pilot Grove,Population served: 768,65018
Prairie Home PWS,Prairie Home,Population served: 280,65018
Camden County Public Water Supply District 4,"Lake Ozark, MO","Population served:5,500",65020
Camdenton PWS,"Camdenton, MO","Population served:3,718",65020
Osage Beach East PWS,"Osage Beach, MO","Population served:2,611",65020
Kk Water Supply,"Osage Beach, MO","Population served:2,500",65020
Osage Beach West PWS,"Osage Beach, MO","Population served:1,740",65020
Camden County Public Water Supply District 2,"Camdenton, MO","Population served:1,400",65020
Camden County PWSD #4 Shawnee Bend,"Lake Ozark, MO","Population served:1,700",65020
Camden County Public Water Supply District 1,"Macks Creek, MO","Population served:1,200",65020
The Knolls,"Osage Beach, MO",Population served:725,65020
Old Kinderhook Community,"Camdenton, MO",Population served:700,65020
Centertown PWS,Centertown,Population served: 278,65023
Cole County Public Water Supply District 3,Jefferson City,"Population served: 1,875",65023
Cole County Public Water Supply District 4,Jefferson City,"Population served: 7,568",65023
Cole County Public Water Supply District 5,St Thomas,Population served: 260,65023
Cole County PWSD 1,Jefferson City,"Population served: 12,493",65023
Cole County PWSD 2,Jefferson City,"Population served: 12,945",65023
Eugene PWS,Jefferson City,Population served: 220,65023
Missouri American Jefferson City District,Jefferson City,"Population served: 27,117",65023
MO American Lake Carmel,Jefferson City,Population served: 123,65023
MO American Red Field Subdivision,Eugene,Population served: 60,65023
MO American Wardsville,Jefferson City,"Population served: 1,506",65023
Russellville PWS,Russellville,Population served: 807,65023
Bakersfield PWS,Bakersfield,Population served: 303,65062
East Wind Community,Tecumseh,Population served: 70,65062
Gainesville PWS,Gainesville,Population served: 742,65062
Ozark County Public Water Supply District 1,Theodosia,Population served: 243,65062
Sundown Water System Inc.,Theodosia,Population served: 60,65062
Bourbon PWS,Bourbon,"Population served: 1,632",65066
Crawford County Public Water Supply District 1,Sullivan,Population served: 160,65066
Lead M The Oaks,Washington,Population served: 35,65066
Leasburg PWS,Leasburg,Population served: 320,65066
Route 66 Homes,Cuba,Population served: 35,65066
Steelville PWS,Steelville,"Population served: 1,672",65066
Village of West Sullivan,West Sullivan,Population served: 257,65066
Fayette PWS,Fayette,"Population served: 2,800",65230
Glasgow PWS,Glasgow,"Population served: 1,103",65230
Howard County Cons Public Water Supply District 1,New Franklin,"Population served: 2,100",65230
Howard County Public Water Supply District 2,Glasgow,"Population served: 1,098",65230
Howard County Regional Water Comm.,New Franklin,Population served: 25,65230
New Franklin PWS,New Franklin,"Population served: 1,089",65230
Crestview Mobile Home Park,Sedalia,Population served: 72,65301
Green Ridge PWS,Green Ridge,Population served: 450,65301
Hidden Hills Estates,Sedalia,Population served: 60,65301
Houstonia PWS,Houstonia,Population served: 220,65301
Hughesville PWS,Hughesville,Population served: 158,65301
La Monte PWS,La Monte,"Population served: 1,120",65301
Lakewood Heights Subdivision,Sedalia,Population served: 40,65301
Meadowlark Acres Mobile Home Park,Sedalia,Population served: 35,65301
Missouri Utilities Company,St Ann,Population served: 154,65301
MO American Maplewood Subdivision,Joplin,"Population served: 1,000",65301
Monsees Lake Estates,Sedalia,Population served: 155,65301
Sedalia,Sedalia,"Population served: 22,000",65301
Show Me Christian Youth Home,La Monte,Population served: 62,65301
Smithton PWS,Smithton,Population served: 480,65301
Southern Hills Water Company,Sedalia,Population served: 144,65301
Southgate Subdivision,Sedalia,Population served: 216,65301
Southwood Acres Subdivision,Sedalia,Population served: 35,65301
Stoney Ridge Village,Sedalia,Population served: 54,65301
Woolery Mobile Home Park,Sedalia,Population served: 45,65301
Arrow Rock PWS,Arrow Rock,Population served: 54,65320
Gilliam PWS,Gilliam,Population served: 125,65320
Malta Bend PWS,Malta Bend,Population served: 200,65320
Miami PWS,Miami,Population served: 140,65320
Nelson PWS,Nelson,Population served: 189,65320
Saline County Public Water Supply District 1,Marshall,Population served: 480,65320
Saline County Public Water Supply District 2,Slater,Population served: 883,65320
Saline County Public Water Supply District 3,Marshall,"Population served: 2,673",65320
Slater PWS,Slater,"Population served: 1,856",65320
Sweet Springs PWS,Sweet Springs,"Population served: 1,428",65320
Lincoln PWS,"Lincoln, MO","Population served:1,100",65325
Public Water Supply District 2 of Hickory County,"Wheatland, MO","Population served:1,280",65326
Blue Branch Improvement Association Inc.,Warsaw,Population served: 200,65338
Braden Park Village,Warsaw,Population served: 153,65338
Cedar Gate Estates,Warsaw,Population served: 40,65338
Cole Turkey Acres,Warsaw,Population served: 150,65338
Country Lakes Rv Resort,Warsaw,Population served: 46,65338
Docs Retreat Unit 1,Warsaw,Population served: 26,65338
Hidden Valley Mobile Home Park,Warsaw,Population served: 60,65338
Ionia PWS,Ionia,Population served: 105,65338
Keithley Beach Subdivision,Warsaw,Population served: 240,65338
Lake Hills Park,Warsaw,Population served: 40,65338
Lake Ridge Bay,Warsaw,Population served: 120,65338
MO American - Whitebranch Subdivision,Warsaw,Population served: 450,65338
Oak Ridge Acres,Warsaw,Population served: 120,65338
Ocwc Spring Branch Water,Edwards,Population served: 273,65338
Our Slice of Paradise,Warsaw,Population served: 35,65338
Pom Osa Height Subdivision,Warsaw,Population served: 119,65338
Southview Mobile Home Park & Rv Camp,Warsaw,Population served: 100,65338
Sterett Creek Village,Warsaw,Population served: 250,65338
Sycamore Valley Subdivision,Warsaw,Population served: 304,65338
The Missing Well,Clinton,Population served: 204,65338
Twin Lakes Mobile Home and Rv Park LLC,Warsaw,Population served: 45,65338
Winegars Teal Bend Subdivision,Warsaw,Population served: 400,65338
Alta Vista Mobile Villa,Rolla,Population served: 60,65401
Cedar Knoll Home,St James,Population served: 27,65401
Ferndale Residential Care II,St James,Population served: 32,65401
Great Circle,St James,Population served: 200,65401
Lakeside Community Inc.,Rolla,Population served: 164,65401
Lakeside Estates Subdivision,Newburg,Population served: 82,65401
Newburg PWS,Newburg,Population served: 424,65401
Phelps County Public Water Supply District 1,Edgar Springs,Population served: 800,65401
Phelps County Public Water Supply District 2 North,Rolla,Population served: 523,65401
Phelps County Public Water Supply District 2 South,Rolla,"Population served: 1,768",65401
Rolla,Rolla,"Population served: 19,559",65401
Shady Lane Trailer Park,Rolla,Population served: 48,65401
St. James,St James,"Population served: 4,119",65401
Stately Mansion Mobile Villa,Rolla,Population served: 40,65401
Sugar Tree Club,Newburg,Population served: 50,65401
Tanglewood Mobile Court,St James,Population served: 96,65401
Cabool PWS,Cabool,"Population served: 2,132",65444
Country Aire Mobile Home Park,Mountain Grove,Population served: 55,65444
Houston PWS,Houston,"Population served: 2,090",65444
Licking PWS,Licking,"Population served: 3,124",65444
Raymondville PWS,Raymondville,Population served: 364,65444
Summersville PWS,Summersville,Population served: 502,65444
Texas County Public Water Supply District 1,Roby,"Population served: 3,032",65444
Texas County Public Water Supply District 2,Houston,"Population served: 1,355",65444
Texas County Public Water Supply District 3,Houston,Population served: 635,65444
Texas County Public Water Supply District 4,Licking,"Population served: 2,200",65444
Crocker PWS,Crocker,"Population served: 1,033",65452
Dixon PWS,Dixon,"Population served: 1,500",65452
Fort Leonard Wood,Ft Leonard Wood,"Population served: 34,000",65452
Waynesville High Point Estates,Waynesville,Population served: 200,65452
Waynesville Northern Heights Est Sub,Waynesville,Population served: 961,65452
Pulaski County Public Water Supply District 1,Laquey,"Population served: 4,500",65452
Pulaski County Public Water Supply District 2,Waynesville,"Population served: 7,840",65452
Pulaski County Public Water Supply District 3,Crocker,"Population served: 1,103",65452
Richland PWS,Richland,"Population served: 1,863",65452
Ridge Creek Water Company LLC,Dixon,Population served: 262,65452
Shalom Mountain,St Robert,Population served: 318,65452
St. Robert,St Robert,"Population served: 5,773",65452
Waynesville PWS,Waynesville,"Population served: 5,460",65452
Conway PWS,Conway,Population served: 788,65463
Laclede County Public Water Supply District 1,Lebanon,"Population served: 8,550",65463
Laclede County Public Water Supply District 2,Stoutland,Population served: 657,65463
Laclede County Public Water Supply District 3,Lebanon,"Population served: 6,075",65463
Lebanon,Lebanon,"Population served: 14,709",65463
Hartville PWS,Hartville,Population served: 621,65470
Mansfield PWS,Mansfield,"Population served: 1,415",65470
MO Park Campground,Mountain Grove,Population served: 90,65470
Mountain Grove PWS,Mountain Grove,"Population served: 4,789",65470
Norwood PWS,Norwood,Population served: 665,65470
Shady Oak Mobile Home Park,Mansfield,Population served: 65,65470
Wright County Public Water Supply District 1,Grovespring,Population served: 483,65470
Buffalo PWS,Pittsburg,"Population served: 3,100",65536
Louisburg PWS,Louisburg,Population served: 122,65536
Meritts Campground,Fair Grove,Population served: 30,65536
