Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Clarence PWS,Dibromochloromethane,1.22 ppb,0.1 ppb,
Clarence PWS,Dichloroacetic acid,21.1 ppb,0.2 ppb,
Clarence PWS,Haloacetic acids (HAA5)†,34.6 ppb,0.1 ppb,60 ppb
Clarence PWS,Total trihalomethanes (TTHMs)†,58.1 ppb,0.15 ppb,80 ppb
Clarence PWS,Tribromoacetic acid,0.100 ppb,0.04 ppb,
Clarence PWS,Trichloroacetic acid,12.3 ppb,0.1 ppb,
Clarence PWS,Dibromoacetic acid,0.0598 ppb,0.04 ppb,
Clarence PWS,Monobromoacetic acid,2.06 ppb,25 ppb,
Clarence PWS,None,,,
Hunnewell PWS,Bromochloroacetic acid,4.81 ppb,0.02 ppb,
Hunnewell PWS,Bromodichloroacetic acid,1.93 ppb,0.04 ppb,
Hunnewell PWS,Bromodichloromethane,8.92 ppb,0.06 ppb,
Hunnewell PWS,Chlorodibromoacetic acid*,0.247 ppb,0.02 ppb,
Hunnewell PWS,Chloroform,44.1 ppb,0.4 ppb,
Hunnewell PWS,Dibromochloromethane,1.54 ppb,0.1 ppb,
Hunnewell PWS,Dichloroacetic acid,21.9 ppb,0.2 ppb,
Hunnewell PWS,Haloacetic acids (HAA5)†,32.2 ppb,0.1 ppb,60 ppb
Hunnewell PWS,Total trihalomethanes (TTHMs)†,54.6 ppb,0.15 ppb,80 ppb
Hunnewell PWS,Trichloroacetic acid,9.74 ppb,0.1 ppb,
Hunnewell PWS,Dibromoacetic acid*,0.0662 ppb,0.04 ppb,
Hunnewell PWS,Monobromoacetic acid,0.568 ppb,25 ppb,
Hunnewell PWS,Monochloroacetic acid*,0.223 ppb,53 ppb,
Hunnewell PWS,Tribromoacetic acid*,0.0534 ppb,0.04 ppb,
Hunnewell PWS,None,,,
Shelbina PWS,Bromochloroacetic acid,4.96 ppb,0.02 ppb,
Shelbina PWS,Bromodichloroacetic acid,4.88 ppb,0.04 ppb,
Shelbina PWS,Bromodichloromethane,9.65 ppb,0.06 ppb,
Shelbina PWS,Chlorodibromoacetic acid,0.249 ppb,0.02 ppb,
Shelbina PWS,Chloroform,34.0 ppb,0.4 ppb,
Shelbina PWS,Dibromoacetic acid,0.155 ppb,0.04 ppb,
Shelbina PWS,Dibromochloromethane,2.24 ppb,0.1 ppb,
Shelbina PWS,Dichloroacetic acid,15.6 ppb,0.2 ppb,
Shelbina PWS,Haloacetic acids (HAA5)†,30.9 ppb,0.1 ppb,60 ppb
Shelbina PWS,Total trihalomethanes (TTHMs)†,46.0 ppb,0.15 ppb,80 ppb
Shelbina PWS,Trichloroacetic acid,12.2 ppb,0.1 ppb,
Shelbina PWS,Aluminum,28.1 ppb,600 ppb,
Shelbina PWS,Barium,62.8 ppb,700 ppb,"2,000 ppb"
Shelbina PWS,Chromium (total),1.06 ppb,,100 ppb
Shelbina PWS,Fluoride,0.787 ppm,,4 ppm
Shelbina PWS,Monobromoacetic acid,3.01 ppb,25 ppb,
Shelbina PWS,Monochloroacetic acid,0.207 ppb,53 ppb,
Shelbina PWS,Nitrate and nitrite,0.242 ppm,0.14 ppm,10 ppm
Shelbina PWS,None,,,
Shelby County Public Water Supply District 1,Bromochloroacetic acid,4.13 ppb,0.02 ppb,
Shelby County Public Water Supply District 1,Bromodichloroacetic acid,2.99 ppb,0.04 ppb,
Shelby County Public Water Supply District 1,Bromodichloromethane,9.19 ppb,0.06 ppb,
Shelby County Public Water Supply District 1,Chlorodibromoacetic acid,0.247 ppb,0.02 ppb,
Shelby County Public Water Supply District 1,Chloroform,43.1 ppb,0.4 ppb,
Shelby County Public Water Supply District 1,Dibromochloromethane,1.36 ppb,0.1 ppb,
Shelby County Public Water Supply District 1,Dichloroacetic acid,20.0 ppb,0.2 ppb,
Shelby County Public Water Supply District 1,Haloacetic acids (HAA5)†,33.3 ppb,0.1 ppb,60 ppb
Shelby County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,53.6 ppb,0.15 ppb,80 ppb
Shelby County Public Water Supply District 1,Trichloroacetic acid,11.2 ppb,0.1 ppb,
Shelby County Public Water Supply District 1,Dibromoacetic acid,0.0662 ppb,0.04 ppb,
Shelby County Public Water Supply District 1,Monobromoacetic acid,1.82 ppb,25 ppb,
Shelby County Public Water Supply District 1,Monochloroacetic acid,0.223 ppb,53 ppb,
Shelby County Public Water Supply District 1,Tribromoacetic acid,0.0534 ppb,0.04 ppb,
Shelby County Public Water Supply District 1,None,,,
Shelbyville PWS,Atrazine*,0.378 ppb,0.1 ppb,3 ppb
Shelbyville PWS,Bromochloroacetic acid,3.77 ppb,0.02 ppb,
Shelbyville PWS,Bromodichloroacetic acid,2.92 ppb,0.04 ppb,
Shelbyville PWS,Bromodichloromethane,9.09 ppb,0.06 ppb,
Shelbyville PWS,Chlorodibromoacetic acid,0.0864 ppb,0.02 ppb,
Shelbyville PWS,Chloroform,41.4 ppb,0.4 ppb,
Shelbyville PWS,Dibromochloromethane,1.34 ppb,0.1 ppb,
Shelbyville PWS,Dichloroacetic acid,19.5 ppb,0.2 ppb,
Shelbyville PWS,Haloacetic acids (HAA5)†,31.9 ppb,0.1 ppb,60 ppb
Shelbyville PWS,Nitrate and nitrite*,0.768 ppm,0.14 ppm,10 ppm
Shelbyville PWS,Total trihalomethanes (TTHMs)†,51.8 ppb,0.15 ppb,80 ppb
Shelbyville PWS,Trichloroacetic acid,10.9 ppb,0.1 ppb,
Shelbyville PWS,Alachlor (Lasso)*,0.0200 ppb,,2 ppb
Shelbyville PWS,Aluminum*,2.63 ppb,600 ppb,
Shelbyville PWS,Barium*,45.7 ppb,700 ppb,"2,000 ppb"
Shelbyville PWS,Chromium (total)*,1.43 ppb,,100 ppb
Shelbyville PWS,Dibromoacetic acid,0.0234 ppb,0.04 ppb,
Shelbyville PWS,Fluoride*,0.130 ppm,,4 ppm
Shelbyville PWS,Manganese*,0.658 ppb,100 ppb,
Shelbyville PWS,Metolachlor*,0.225 ppb,,
Shelbyville PWS,Monobromoacetic acid,2.72 ppb,25 ppb,
Shelbyville PWS,p-Dichlorobenzene*,0.499 ppb,6 ppb,75 ppb
Shelbyville PWS,Simazine*,0.0213 ppb,0.1 ppb,4 ppb
Shelbyville PWS,Toluene*,0.0520 ppb,150 ppb,"1,000 ppb"
Shelbyville PWS,Tribromoacetic acid,0.0600 ppb,0.04 ppb,
Shelbyville PWS,None,,,
Canton PWS,Bromochloroacetic acid,5.83 ppb,0.02 ppb,
Canton PWS,Bromodichloroacetic acid,4.14 ppb,0.04 ppb,
Canton PWS,Bromodichloromethane,14.3 ppb,0.06 ppb,
Canton PWS,Chlorodibromoacetic acid,0.689 ppb,0.02 ppb,
Canton PWS,Chloroform,41.9 ppb,0.4 ppb,
Canton PWS,Dibromoacetic acid,1.29 ppb,0.04 ppb,
Canton PWS,Dibromochloromethane,5.70 ppb,0.1 ppb,
Canton PWS,Dichloroacetic acid,16.6 ppb,0.2 ppb,
Canton PWS,Haloacetic acids (HAA5)†,27.9 ppb,0.1 ppb,60 ppb
Canton PWS,Total trihalomethanes (TTHMs)†,63.2 ppb,0.15 ppb,80 ppb
Canton PWS,Trichloroacetic acid,8.09 ppb,0.1 ppb,
Canton PWS,Barium,31.2 ppb,700 ppb,"2,000 ppb"
Canton PWS,Bromoform,0.611 ppb,0.5 ppb,
Canton PWS,Chromium (total),1.61 ppb,,100 ppb
Canton PWS,Fluoride,0.745 ppm,,4 ppm
Canton PWS,Monobromoacetic acid,1.40 ppb,25 ppb,
Canton PWS,Monochloroacetic acid,0.973 ppb,53 ppb,
Canton PWS,Nitrate and nitrite,0.148 ppm,0.14 ppm,10 ppm
Canton PWS,None,,,
La Belle PWS,Atrazine*,0.378 ppb,0.1 ppb,3 ppb
La Belle PWS,Bromochloroacetic acid,4.25 ppb,0.02 ppb,
La Belle PWS,Bromodichloroacetic acid,2.65 ppb,0.04 ppb,
La Belle PWS,Bromodichloromethane,9.07 ppb,0.06 ppb,
La Belle PWS,Chlorodibromoacetic acid,0.0482 ppb,0.02 ppb,
La Belle PWS,Chloroform,41.5 ppb,0.4 ppb,
La Belle PWS,Dibromoacetic acid,0.0973 ppb,0.04 ppb,
La Belle PWS,Dibromochloromethane,1.34 ppb,0.1 ppb,
La Belle PWS,Dichloroacetic acid,20.8 ppb,0.2 ppb,
La Belle PWS,Haloacetic acids (HAA5)†,34.0 ppb,0.1 ppb,60 ppb
La Belle PWS,Nitrate and nitrite*,0.768 ppm,0.14 ppm,10 ppm
La Belle PWS,Total trihalomethanes (TTHMs)†,51.9 ppb,0.15 ppb,80 ppb
La Belle PWS,Trichloroacetic acid,11.1 ppb,0.1 ppb,
La Belle PWS,Alachlor (Lasso)*,0.0200 ppb,,2 ppb
La Belle PWS,Aluminum*,2.63 ppb,600 ppb,
La Belle PWS,Barium*,45.7 ppb,700 ppb,"2,000 ppb"
La Belle PWS,Chromium (total)*,1.43 ppb,,100 ppb
La Belle PWS,Fluoride*,0.130 ppm,,4 ppm
La Belle PWS,Manganese*,0.658 ppb,100 ppb,
La Belle PWS,Metolachlor*,0.225 ppb,,
La Belle PWS,Monobromoacetic acid,2.54 ppb,25 ppb,
La Belle PWS,p-Dichlorobenzene*,0.499 ppb,6 ppb,75 ppb
La Belle PWS,Simazine*,0.0213 ppb,0.1 ppb,4 ppb
La Belle PWS,Toluene*,0.0520 ppb,150 ppb,"1,000 ppb"
La Belle PWS,Tribromoacetic acid,0.0604 ppb,0.04 ppb,
La Belle PWS,None,,,
Lagrange PWS,Atrazine,0.450 ppb,0.1 ppb,3 ppb
Lagrange PWS,Bromochloroacetic acid,3.86 ppb,0.02 ppb,
Lagrange PWS,Bromodichloroacetic acid,5.65 ppb,0.04 ppb,
Lagrange PWS,Bromodichloromethane,12.8 ppb,0.06 ppb,
Lagrange PWS,Chlorodibromoacetic acid,0.605 ppb,0.02 ppb,
Lagrange PWS,Chloroform,49.2 ppb,0.4 ppb,
Lagrange PWS,Dibromochloromethane,2.48 ppb,0.1 ppb,
Lagrange PWS,Dichloroacetic acid,13.1 ppb,0.2 ppb,
Lagrange PWS,Haloacetic acids (HAA5)†,30.1 ppb,0.1 ppb,60 ppb
Lagrange PWS,Total trihalomethanes (TTHMs)†,66.5 ppb,0.15 ppb,80 ppb
Lagrange PWS,Trichloroacetic acid,17.5 ppb,0.1 ppb,
Lagrange PWS,Barium,48.1 ppb,700 ppb,"2,000 ppb"
Lagrange PWS,Dibromoacetic acid,0.0239 ppb,0.04 ppb,
Lagrange PWS,Fluoride,0.470 ppm,,4 ppm
Lagrange PWS,Monobromoacetic acid,0.159 ppb,25 ppb,
Lagrange PWS,Nitrate and nitrite,0.0587 ppm,0.14 ppm,10 ppm
Lagrange PWS,None,,,
Lewis County Public Water Supply District 1,Atrazine*,0.378 ppb,0.1 ppb,3 ppb
Lewis County Public Water Supply District 1,Bromochloroacetic acid,4.07 ppb,0.02 ppb,
Lewis County Public Water Supply District 1,Bromodichloroacetic acid,2.92 ppb,0.04 ppb,
Lewis County Public Water Supply District 1,Bromodichloromethane,9.49 ppb,0.06 ppb,
Lewis County Public Water Supply District 1,Chlorodibromoacetic acid,0.112 ppb,0.02 ppb,
Lewis County Public Water Supply District 1,Chloroform,42.4 ppb,0.4 ppb,
Lewis County Public Water Supply District 1,Dibromoacetic acid,0.0836 ppb,0.04 ppb,
Lewis County Public Water Supply District 1,Dibromochloromethane,1.36 ppb,0.1 ppb,
Lewis County Public Water Supply District 1,Dichloroacetic acid,20.8 ppb,0.2 ppb,
Lewis County Public Water Supply District 1,Haloacetic acids (HAA5)†,33.2 ppb,0.1 ppb,60 ppb
Lewis County Public Water Supply District 1,Nitrate and nitrite*,0.768 ppm,0.14 ppm,10 ppm
Lewis County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,53.2 ppb,0.15 ppb,80 ppb
Lewis County Public Water Supply District 1,Trichloroacetic acid,10.6 ppb,0.1 ppb,
Lewis County Public Water Supply District 1,Alachlor (Lasso)*,0.0200 ppb,,2 ppb
Lewis County Public Water Supply District 1,Aluminum*,2.63 ppb,600 ppb,
Lewis County Public Water Supply District 1,Barium*,45.7 ppb,700 ppb,"2,000 ppb"
Lewis County Public Water Supply District 1,Chromium (total)*,1.43 ppb,,100 ppb
Lewis County Public Water Supply District 1,Fluoride*,0.130 ppm,,4 ppm
Lewis County Public Water Supply District 1,Manganese*,0.658 ppb,100 ppb,
Lewis County Public Water Supply District 1,Metolachlor*,0.225 ppb,,
Lewis County Public Water Supply District 1,Monobromoacetic acid,2.47 ppb,25 ppb,
Lewis County Public Water Supply District 1,p-Dichlorobenzene*,0.499 ppb,6 ppb,75 ppb
Lewis County Public Water Supply District 1,Simazine*,0.0213 ppb,0.1 ppb,4 ppb
Lewis County Public Water Supply District 1,Toluene*,0.0520 ppb,150 ppb,"1,000 ppb"
Lewis County Public Water Supply District 1,Tribromoacetic acid,0.0617 ppb,0.04 ppb,
Lewis County Public Water Supply District 1,None,,,
Lewistown PWS,Atrazine*,0.378 ppb,0.1 ppb,3 ppb
Lewistown PWS,Bromochloroacetic acid,4.02 ppb,0.02 ppb,
Lewistown PWS,Bromodichloroacetic acid,2.67 ppb,0.04 ppb,
Lewistown PWS,Bromodichloromethane,9.13 ppb,0.06 ppb,
Lewistown PWS,Chlorodibromoacetic acid,0.124 ppb,0.02 ppb,
Lewistown PWS,Chloroform,40.7 ppb,0.4 ppb,
Lewistown PWS,Dibromochloromethane,1.29 ppb,0.1 ppb,
Lewistown PWS,Dichloroacetic acid,20.6 ppb,0.2 ppb,
Lewistown PWS,Haloacetic acids (HAA5)†,33.5 ppb,0.1 ppb,60 ppb
Lewistown PWS,Nitrate and nitrite*,0.768 ppm,0.14 ppm,10 ppm
Lewistown PWS,Total trihalomethanes (TTHMs)†,51.2 ppb,0.15 ppb,80 ppb
Lewistown PWS,Trichloroacetic acid,10.4 ppb,0.1 ppb,
Lewistown PWS,Alachlor (Lasso)*,0.0200 ppb,,2 ppb
Lewistown PWS,Aluminum*,2.63 ppb,600 ppb,
Lewistown PWS,Barium*,45.7 ppb,700 ppb,"2,000 ppb"
Lewistown PWS,Chromium (total)*,1.43 ppb,,100 ppb
Lewistown PWS,Fluoride*,0.130 ppm,,4 ppm
Lewistown PWS,Manganese*,0.658 ppb,100 ppb,
Lewistown PWS,Metolachlor*,0.225 ppb,,
Lewistown PWS,Monobromoacetic acid,2.61 ppb,25 ppb,
Lewistown PWS,p-Dichlorobenzene*,0.499 ppb,6 ppb,75 ppb
Lewistown PWS,Simazine*,0.0213 ppb,0.1 ppb,4 ppb
Lewistown PWS,Toluene*,0.0520 ppb,150 ppb,"1,000 ppb"
Lewistown PWS,None,,,
Clarence Cannon Wholesale Water Commission,Atrazine,0.378 ppb,0.1 ppb,3 ppb
Clarence Cannon Wholesale Water Commission,Bromochloroacetic acid,3.21 ppb,0.02 ppb,
Clarence Cannon Wholesale Water Commission,Bromodichloroacetic acid,2.83 ppb,0.04 ppb,
Clarence Cannon Wholesale Water Commission,Bromodichloromethane,5.88 ppb,0.06 ppb,
Clarence Cannon Wholesale Water Commission,Chlorodibromoacetic acid,0.246 ppb,0.02 ppb,
Clarence Cannon Wholesale Water Commission,Chloroform,26.8 ppb,0.4 ppb,
Clarence Cannon Wholesale Water Commission,Dibromochloromethane,0.826 ppb,0.1 ppb,
Clarence Cannon Wholesale Water Commission,Dichloroacetic acid,16.5 ppb,0.2 ppb,
Clarence Cannon Wholesale Water Commission,Haloacetic acids (HAA5)†,27.3 ppb,0.1 ppb,60 ppb
Clarence Cannon Wholesale Water Commission,Nitrate and nitrite,0.768 ppm,0.14 ppm,10 ppm
Clarence Cannon Wholesale Water Commission,Total trihalomethanes (TTHMs)†,38.4 ppb,0.15 ppb,80 ppb
Clarence Cannon Wholesale Water Commission,Trichloroacetic acid,10.5 ppb,0.1 ppb,
Clarence Cannon Wholesale Water Commission,Alachlor (Lasso),0.0200 ppb,,2 ppb
Clarence Cannon Wholesale Water Commission,Aluminum,2.63 ppb,600 ppb,
Clarence Cannon Wholesale Water Commission,Barium,45.7 ppb,700 ppb,"2,000 ppb"
Clarence Cannon Wholesale Water Commission,Chromium (total),1.43 ppb,,100 ppb
Clarence Cannon Wholesale Water Commission,Fluoride,0.130 ppm,,4 ppm
Clarence Cannon Wholesale Water Commission,Manganese,0.658 ppb,100 ppb,
Clarence Cannon Wholesale Water Commission,Metolachlor,0.225 ppb,,
Clarence Cannon Wholesale Water Commission,Monobromoacetic acid,0.925 ppb,25 ppb,
Clarence Cannon Wholesale Water Commission,p-Dichlorobenzene,0.499 ppb,6 ppb,75 ppb
Clarence Cannon Wholesale Water Commission,Simazine,0.0213 ppb,0.1 ppb,4 ppb
Clarence Cannon Wholesale Water Commission,Toluene,0.0520 ppb,150 ppb,"1,000 ppb"
Clarence Cannon Wholesale Water Commission,None,,,
Madison PWS,Atrazine*,0.378 ppb,0.1 ppb,3 ppb
Madison PWS,Bromochloroacetic acid,3.75 ppb,0.02 ppb,
Madison PWS,Bromodichloroacetic acid,2.42 ppb,0.04 ppb,
Madison PWS,Bromodichloromethane,8.62 ppb,0.06 ppb,
Madison PWS,Chlorodibromoacetic acid,0.0572 ppb,0.02 ppb,
Madison PWS,Chloroform,40.3 ppb,0.4 ppb,
Madison PWS,Dibromochloromethane,1.22 ppb,0.1 ppb,
Madison PWS,Dichloroacetic acid,19.2 ppb,0.2 ppb,
Madison PWS,Haloacetic acids (HAA5)†,29.7 ppb,0.1 ppb,60 ppb
Madison PWS,Nitrate and nitrite*,0.768 ppm,0.14 ppm,10 ppm
Madison PWS,Total trihalomethanes (TTHMs)†,50.1 ppb,0.15 ppb,80 ppb
Madison PWS,Trichloroacetic acid,10.2 ppb,0.1 ppb,
Madison PWS,Alachlor (Lasso)*,0.0200 ppb,,2 ppb
Madison PWS,Aluminum*,2.63 ppb,600 ppb,
Madison PWS,Barium*,45.7 ppb,700 ppb,"2,000 ppb"
Madison PWS,Chromium (total)*,1.43 ppb,,100 ppb
Madison PWS,Fluoride*,0.130 ppm,,4 ppm
Madison PWS,Manganese*,0.658 ppb,100 ppb,
Madison PWS,Metolachlor*,0.225 ppb,,
Madison PWS,Monobromoacetic acid,1.61 ppb,25 ppb,
Madison PWS,Monochloroacetic acid,0.728 ppb,53 ppb,
Madison PWS,p-Dichlorobenzene*,0.499 ppb,6 ppb,75 ppb
Madison PWS,Simazine*,0.0213 ppb,0.1 ppb,4 ppb
Madison PWS,Toluene*,0.0520 ppb,150 ppb,"1,000 ppb"
Madison PWS,None,,,
Monroe City PWS,Atrazine,0.373 ppb,0.1 ppb,3 ppb
Monroe City PWS,Bromochloroacetic acid,2.22 ppb,0.02 ppb,
Monroe City PWS,Bromodichloroacetic acid,2.51 ppb,0.04 ppb,
Monroe City PWS,Bromodichloromethane,6.55 ppb,0.06 ppb,
Monroe City PWS,Chlorodibromoacetic acid,0.292 ppb,0.02 ppb,
Monroe City PWS,Chloroform,56.6 ppb,0.4 ppb,
Monroe City PWS,Dibromochloromethane,0.750 ppb,0.1 ppb,
Monroe City PWS,Dichloroacetic acid,21.9 ppb,0.2 ppb,
Monroe City PWS,Haloacetic acids (HAA5)†,39.6 ppb,0.1 ppb,60 ppb
Monroe City PWS,Nitrate and nitrite,1.08 ppm,0.14 ppm,10 ppm
Monroe City PWS,Total trihalomethanes (TTHMs)†,64.8 ppb,0.15 ppb,80 ppb
Monroe City PWS,Trichloroacetic acid,15.4 ppb,0.1 ppb,
Monroe City PWS,Aluminum,70.6 ppb,600 ppb,
Monroe City PWS,Barium,59.2 ppb,700 ppb,"2,000 ppb"
Monroe City PWS,Chromium (total),0.280 ppb,,100 ppb
Monroe City PWS,Fluoride,0.635 ppm,,4 ppm
Monroe City PWS,Manganese,6.55 ppb,100 ppb,
Monroe City PWS,Metolachlor,0.380 ppb,,
Monroe City PWS,Monobromoacetic acid,1.07 ppb,25 ppb,
Monroe City PWS,Monochloroacetic acid,1.25 ppb,53 ppb,
Monroe City PWS,None,,,
Paris PWS,Atrazine*,0.378 ppb,0.1 ppb,3 ppb
Paris PWS,Bromochloroacetic acid,3.95 ppb,0.02 ppb,
Paris PWS,Bromodichloroacetic acid,2.63 ppb,0.04 ppb,
Paris PWS,Bromodichloromethane,9.01 ppb,0.06 ppb,
Paris PWS,Chlorodibromoacetic acid,0.0685 ppb,0.02 ppb,
Paris PWS,Chloroform,39.7 ppb,0.4 ppb,
Paris PWS,Dibromoacetic acid,0.310 ppb,0.04 ppb,
Paris PWS,Dibromochloromethane,1.29 ppb,0.1 ppb,
Paris PWS,Dichloroacetic acid,19.2 ppb,0.2 ppb,
Paris PWS,Haloacetic acids (HAA5)†,31.1 ppb,0.1 ppb,60 ppb
Paris PWS,Nitrate and nitrite*,0.768 ppm,0.14 ppm,10 ppm
Paris PWS,Total trihalomethanes (TTHMs)†,50.0 ppb,0.15 ppb,80 ppb
Paris PWS,Tribromoacetic acid,0.185 ppb,0.04 ppb,
Paris PWS,Trichloroacetic acid,9.77 ppb,0.1 ppb,
Paris PWS,Alachlor (Lasso)*,0.0200 ppb,,2 ppb
Paris PWS,Aluminum*,2.63 ppb,600 ppb,
Paris PWS,Barium*,45.7 ppb,700 ppb,"2,000 ppb"
Paris PWS,Chromium (total)*,1.43 ppb,,100 ppb
Paris PWS,Fluoride*,0.130 ppm,,4 ppm
Paris PWS,Manganese*,0.658 ppb,100 ppb,
Paris PWS,Metolachlor*,0.225 ppb,,
Paris PWS,Monobromoacetic acid,2.64 ppb,25 ppb,
Paris PWS,p-Dichlorobenzene*,0.499 ppb,6 ppb,75 ppb
Paris PWS,Simazine*,0.0213 ppb,0.1 ppb,4 ppb
Paris PWS,Toluene*,0.0520 ppb,150 ppb,"1,000 ppb"
Paris PWS,None,,,
Edina PWS,Atrazine*,0.378 ppb,0.1 ppb,3 ppb
Edina PWS,Bromochloroacetic acid,4.04 ppb,0.02 ppb,
Edina PWS,Bromodichloroacetic acid,2.84 ppb,0.04 ppb,
Edina PWS,Bromodichloromethane,9.86 ppb,0.06 ppb,
Edina PWS,Chlorodibromoacetic acid,0.0739 ppb,0.02 ppb,
Edina PWS,Chloroform,43.7 ppb,0.4 ppb,
Edina PWS,Dibromochloromethane,1.44 ppb,0.1 ppb,
Edina PWS,Dichloroacetic acid,20.6 ppb,0.2 ppb,
Edina PWS,Haloacetic acids (HAA5)†,34.7 ppb,0.1 ppb,60 ppb
Edina PWS,Nitrate and nitrite*,0.768 ppm,0.14 ppm,10 ppm
Edina PWS,Total trihalomethanes (TTHMs)†,55.0 ppb,0.15 ppb,80 ppb
Edina PWS,Trichloroacetic acid,11.0 ppb,0.1 ppb,
Edina PWS,Alachlor (Lasso)*,0.0200 ppb,,2 ppb
Edina PWS,Aluminum*,2.63 ppb,600 ppb,
Edina PWS,Barium*,45.7 ppb,700 ppb,"2,000 ppb"
Edina PWS,Chromium (total)*,1.43 ppb,,100 ppb
Edina PWS,Fluoride*,0.130 ppm,,4 ppm
Edina PWS,Manganese*,0.658 ppb,100 ppb,
Edina PWS,Metolachlor*,0.225 ppb,,
Edina PWS,Monobromoacetic acid,3.08 ppb,25 ppb,
Edina PWS,Monochloroacetic acid,0.339 ppb,53 ppb,
Edina PWS,p-Dichlorobenzene*,0.499 ppb,6 ppb,75 ppb
Edina PWS,Simazine*,0.0213 ppb,0.1 ppb,4 ppb
Edina PWS,Toluene*,0.0520 ppb,150 ppb,"1,000 ppb"
Edina PWS,None,,,
Knox County Public Water & Sewer District 1,Bromochloroacetic acid,4.27 ppb,0.02 ppb,
Knox County Public Water & Sewer District 1,Bromodichloroacetic acid,3.05 ppb,0.04 ppb,
Knox County Public Water & Sewer District 1,Bromodichloromethane,9.51 ppb,0.06 ppb,
Knox County Public Water & Sewer District 1,Chlorodibromoacetic acid,0.104 ppb,0.02 ppb,
Knox County Public Water & Sewer District 1,Chloroform,42.3 ppb,0.4 ppb,
Knox County Public Water & Sewer District 1,Dibromochloromethane,1.44 ppb,0.1 ppb,
Knox County Public Water & Sewer District 1,Dichloroacetic acid,20.7 ppb,0.2 ppb,
Knox County Public Water & Sewer District 1,Haloacetic acids (HAA5)†,33.9 ppb,0.1 ppb,60 ppb
Knox County Public Water & Sewer District 1,Total trihalomethanes (TTHMs)†,53.3 ppb,0.15 ppb,80 ppb
Knox County Public Water & Sewer District 1,Trichloroacetic acid,10.8 ppb,0.1 ppb,
Knox County Public Water & Sewer District 1,Dibromoacetic acid,0.0725 ppb,0.04 ppb,
Knox County Public Water & Sewer District 1,Monobromoacetic acid,2.17 ppb,25 ppb,
Knox County Public Water & Sewer District 1,Monochloroacetic acid,0.0860 ppb,53 ppb,
Knox County Public Water & Sewer District 1,Tribromoacetic acid,0.0544 ppb,0.04 ppb,
Knox County Public Water & Sewer District 1,None,,,
Adair County Public Water Supply District 1,Bromochloroacetic acid,4.48 ppb,0.02 ppb,
Adair County Public Water Supply District 1,Bromodichloroacetic acid,1.94 ppb,0.04 ppb,
Adair County Public Water Supply District 1,Bromodichloromethane,7.29 ppb,0.06 ppb,
Adair County Public Water Supply District 1,Chloroform,31.4 ppb,0.4 ppb,
Adair County Public Water Supply District 1,Dibromochloromethane,1.36 ppb,0.1 ppb,
Adair County Public Water Supply District 1,Dichloroacetic acid,19.7 ppb,0.2 ppb,
Adair County Public Water Supply District 1,Haloacetic acids (HAA5)†,28.6 ppb,0.1 ppb,60 ppb
Adair County Public Water Supply District 1,Haloacetic acids (HAA9)†,38.3 ppb,0.06 ppb,
Adair County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,40.0 ppb,0.15 ppb,80 ppb
Adair County Public Water Supply District 1,Trichloroacetic acid,7.43 ppb,0.1 ppb,
Adair County Public Water Supply District 1,Dibromoacetic acid,0.0645 ppb,0.04 ppb,
Adair County Public Water Supply District 1,Manganese,2.09 ppb,100 ppb,
Adair County Public Water Supply District 1,Monobromoacetic acid,1.45 ppb,25 ppb,
Adair County Public Water Supply District 1,None,,,
Brashear PWS,Bromochloroacetic acid,4.98 ppb,0.02 ppb,
Brashear PWS,Bromodichloroacetic acid,1.26 ppb,0.04 ppb,
Brashear PWS,Bromodichloromethane,7.02 ppb,0.06 ppb,
Brashear PWS,Chloroform,35.5 ppb,0.4 ppb,
Brashear PWS,Dibromochloromethane,1.24 ppb,0.1 ppb,
Brashear PWS,Dichloroacetic acid,22.0 ppb,0.2 ppb,
Brashear PWS,Haloacetic acids (HAA5)†,33.3 ppb,0.1 ppb,60 ppb
Brashear PWS,Haloacetic acids (HAA9)*†,38.3 ppb,0.06 ppb,
Brashear PWS,Total trihalomethanes (TTHMs)†,43.7 ppb,0.15 ppb,80 ppb
Brashear PWS,Trichloroacetic acid,8.33 ppb,0.1 ppb,
Brashear PWS,Dibromoacetic acid*,0.0645 ppb,0.04 ppb,
Brashear PWS,Manganese*,2.09 ppb,100 ppb,
Brashear PWS,Monobromoacetic acid,2.98 ppb,25 ppb,
Brashear PWS,None,,,
Kirksville,Bromochloroacetic acid,4.12 ppb,0.02 ppb,
Kirksville,Bromodichloroacetic acid,1.75 ppb,0.04 ppb,
Kirksville,Bromodichloromethane,6.57 ppb,0.06 ppb,
Kirksville,Chlorite,205.1 ppb,50 ppb,"1,000 ppb"
Kirksville,Chloroform,29.2 ppb,0.4 ppb,
Kirksville,Chromium (hexavalent),0.120 ppb,0.02 ppb,
Kirksville,Dibromoacetic acid,0.275 ppb,0.04 ppb,
Kirksville,Dibromochloromethane,1.24 ppb,0.1 ppb,
Kirksville,Dichloroacetic acid,17.1 ppb,0.2 ppb,
Kirksville,Haloacetic acids (HAA5)†,25.6 ppb,0.1 ppb,60 ppb
